meses,mes_id,tempmin,tempmax,year
Enero ,1,3.5,19.5,1941
Enero ,1,2.5,21.5,1941
Enero ,1,5.5,23.5,1941
Enero ,1,7.5,19,1941
Enero ,1,-4.5,21.5,1941
Enero ,1,-2.5,23.5,1941
Enero ,1,-3.5,23.5,1941
Enero ,1,-1,24.5,1941
Enero ,1,3,20.5,1941
Enero ,1,7,19,1941
Enero ,1,5,22,1941
Enero ,1,7.5,24.5,1941
Enero ,1,3.5,23,1941
Enero ,1,3.5,22.3,1941
Enero ,1,2,19.5,1941
Enero ,1,5,18,1941
Enero ,1,-1.5,21.5,1941
Enero ,1,-5,13,1941
Enero ,1,-1.5,20,1941
Enero ,1,-3,23.5,1941
Enero ,1,3.5,21,1941
Enero ,1,2,23,1941
Enero ,1,3.5,23.5,1941
Enero ,1,-5,23,1941
Enero ,1,0.5,24.5,1941
Enero ,1,-1,25,1941
Enero ,1,1,23.5,1941
Enero ,1,2.5,24.5,1941
Enero ,1,3.5,22,1941
Enero ,1,6.5,21.5,1941
Enero ,1,9.5,16,1941
Enero ,1,4,22.5,1942
Enero ,1,7,20.5,1942
Enero ,1,6.5,21,1942
Enero ,1,-3,22.5,1942
Enero ,1,-2.5,23.5,1942
Enero ,1,0.5,22.5,1942
Enero ,1,8.5,24,1942
Enero ,1,0.5,24.5,1942
Enero ,1,0,26.5,1942
Enero ,1,1.5,26,1942
Enero ,1,1,21,1942
Enero ,1,-1.5,23,1942
Enero ,1,1,24.5,1942
Enero ,1,6,24.5,1942
Enero ,1,3.5,20.5,1942
Enero ,1,1.5,23.5,1942
Enero ,1,1.5,24,1942
Enero ,1,0.5,22,1942
Enero ,1,1.5,23.5,1942
Enero ,1,1.5,19,1942
Enero ,1,7.5,12,1942
Enero ,1,2.5,13,1942
Enero ,1,-0.5,23,1942
Enero ,1,3,23.5,1942
Enero ,1,1.5,24,1942
Enero ,1,0.5,25.5,1942
Enero ,1,0.5,24,1942
Enero ,1,0.5,25.5,1942
Enero ,1,7.5,19,1942
Enero ,1,3,24,1942
Enero ,1,2.5,22.5,1942
Enero ,1,-4.5,22,1943
Enero ,1,-5,23,1943
Enero ,1,2,24,1943
Enero ,1,3,25.5,1943
Enero ,1,2,19,1943
Enero ,1,3.5,17,1943
Enero ,1,5,17,1943
Enero ,1,5,17,1943
Enero ,1,2,17,1943
Enero ,1,4,18,1943
Enero ,1,3,27,1943
Enero ,1,3,20,1943
Enero ,1,0,19.5,1943
Enero ,1,-3,21,1943
Enero ,1,0,22.5,1943
Enero ,1,0,21,1943
Enero ,1,0,18,1943
Enero ,1,4,20.5,1943
Enero ,1,0,22,1943
Enero ,1,0,22,1943
Enero ,1,0,23,1943
Enero ,1,4,23,1943
Enero ,1,4,26,1943
Enero ,1,-2,26,1943
Enero ,1,0,23,1943
Enero ,1,3.5,22,1943
Enero ,1,-2,22,1943
Enero ,1,2,20,1943
Enero ,1,-1,20.5,1943
Enero ,1,0,24,1943
Enero ,1,-3,22.5,1943
Enero ,1,2,12,1944
Enero ,1,-2,16,1944
Enero ,1,-6,24,1944
Enero ,1,-5,20,1944
Enero ,1,0,19.5,1944
Enero ,1,1.5,21,1944
Enero ,1,7,20,1944
Enero ,1,-2,22,1944
Enero ,1,-4,15,1944
Enero ,1,-10,19.5,1944
Enero ,1,-5,18.5,1944
Enero ,1,0,20,1944
Enero ,1,-5,8,1944
Enero ,1,-10,13.5,1944
Enero ,1,-10.5,21.5,1944
Enero ,1,-9.5,22,1944
Enero ,1,-9,15,1944
Enero ,1,-5,20.5,1944
Enero ,1,-4.5,19,1944
Enero ,1,-6,19.5,1944
Enero ,1,-5.5,24,1944
Enero ,1,-3,20.5,1944
Enero ,1,-4.5,23,1944
Enero ,1,-1,17,1944
Enero ,1,0,17.5,1944
Enero ,1,4,14.5,1944
Enero ,1,-4.5,17.5,1944
Enero ,1,-3.5,16.5,1944
Enero ,1,2.5,15,1944
Enero ,1,-4,23,1944
Enero ,1,0,22.5,1944
Enero ,1,-2,24,1945
Enero ,1,-3,26,1945
Enero ,1,2,27.5,1945
Enero ,1,2.5,22,1945
Enero ,1,6,20.5,1945
Enero ,1,6.5,24,1945
Enero ,1,0,22,1945
Enero ,1,-1,25.5,1945
Enero ,1,0,23.5,1945
Enero ,1,-1,25.5,1945
Enero ,1,-1.5,25,1945
Enero ,1,2,27,1945
Enero ,1,6,23,1945
Enero ,1,0,21,1945
Enero ,1,-3,20.5,1945
Enero ,1,-2.5,21,1945
Enero ,1,2,19.5,1945
Enero ,1,2,20.5,1945
Enero ,1,-1.5,21.5,1945
Enero ,1,-1,20,1945
Enero ,1,-1.5,19,1945
Enero ,1,-2,24.5,1945
Enero ,1,-1,22.5,1945
Enero ,1,5.5,25,1945
Enero ,1,6,26,1945
Enero ,1,1,24,1945
Enero ,1,2,25,1945
Enero ,1,0,24,1945
Enero ,1,0,25,1945
Enero ,1,1.5,21.5,1945
Enero ,1,3.5,25.5,1945
Enero ,1,-1,24.5,1946
Enero ,1,-1,23.5,1946
Enero ,1,2.5,21,1946
Enero ,1,2.5,21,1946
Enero ,1,3,18.5,1946
Enero ,1,3.5,19.5,1946
Enero ,1,4,7,1946
Enero ,1,-10,7.5,1946
Enero ,1,-5.5,17.5,1946
Enero ,1,-3,16.5,1946
Enero ,1,-6.5,19,1946
Enero ,1,-5,18.5,1946
Enero ,1,-3,18.5,1946
Enero ,1,5,14,1946
Enero ,1,1.5,14.5,1946
Enero ,1,-1.5,12.5,1946
Enero ,1,0,13,1946
Enero ,1,1.5,19.5,1946
Enero ,1,2.5,22.5,1946
Enero ,1,3,22.5,1946
Enero ,1,6.5,21.5,1946
Enero ,1,-3.5,10.5,1946
Enero ,1,-4.5,17.5,1946
Enero ,1,-5,18.5,1946
Enero ,1,-3.5,22.5,1946
Enero ,1,-3.5,21,1946
Enero ,1,-1.5,22.5,1946
Enero ,1,7.5,21,1946
Enero ,1,4,24,1946
Enero ,1,2.5,24,1946
Enero ,1,3,21,1946
Enero ,1,-1,12,1947
Enero ,1,1,17,1947
Enero ,1,-1,18.5,1947
Enero ,1,-2,14,1947
Enero ,1,-4.5,1.5,1947
Enero ,1,-1,14,1947
Enero ,1,1,16.5,1947
Enero ,1,6.5,18,1947
Enero ,1,8,18.5,1947
Enero ,1,6,17.5,1947
Enero ,1,1.5,17.5,1947
Enero ,1,2,17.5,1947
Enero ,1,5,17,1947
Enero ,1,2,21.5,1947
Enero ,1,1.5,22,1947
Enero ,1,4.5,21.5,1947
Enero ,1,6.5,16,1947
Enero ,1,0,17.5,1947
Enero ,1,1.5,18,1947
Enero ,1,0,19.5,1947
Enero ,1,0,21,1947
Enero ,1,-1.5,22,1947
Enero ,1,1.5,21.5,1947
Enero ,1,1,22,1947
Enero ,1,-1,20,1947
Enero ,1,-1,21,1947
Enero ,1,-1,22.5,1947
Enero ,1,0,22,1947
Enero ,1,4,21,1947
Enero ,1,7.5,22.5,1947
Enero ,1,2,23,1947
Enero ,1,-3.5,18.5,1948
Enero ,1,2.5,20,1948
Enero ,1,0,16.5,1948
Enero ,1,-0.5,10,1948
Enero ,1,1,18.5,1948
Enero ,1,1,19,1948
Enero ,1,2,20.5,1948
Enero ,1,1.5,21,1948
Enero ,1,-1.5,20.5,1948
Enero ,1,1.5,21,1948
Enero ,1,2.5,20.5,1948
Enero ,1,6.5,21.5,1948
Enero ,1,4,20,1948
Enero ,1,1,16,1948
Enero ,1,3,17.5,1948
Enero ,1,1.5,17,1948
Enero ,1,0,16.5,1948
Enero ,1,2,12.5,1948
Enero ,1,-0.5,15,1948
Enero ,1,0,18.5,1948
Enero ,1,-1.5,19.5,1948
Enero ,1,-1,21.5,1948
Enero ,1,-1.5,19,1948
Enero ,1,-1,21.5,1948
Enero ,1,3.5,22.5,1948
Enero ,1,1,22,1948
Enero ,1,4,21,1948
Enero ,1,6.5,15,1948
Enero ,1,4,17.5,1948
Enero ,1,-1.5,18.2,1948
Enero ,1,-1,20.5,1948
Enero ,1,-1,23,1949
Enero ,1,0,17,1949
Enero ,1,6,16,1949
Enero ,1,3,17,1949
Enero ,1,1,17.5,1949
Enero ,1,-0.5,14.5,1949
Enero ,1,0,23,1949
Enero ,1,1,20.5,1949
Enero ,1,6,23,1949
Enero ,1,4,22.5,1949
Enero ,1,1.5,24,1949
Enero ,1,1.5,24,1949
Enero ,1,2,22,1949
Enero ,1,3,21,1949
Enero ,1,4.5,21,1949
Enero ,1,-1,19,1949
Enero ,1,-5.5,17,1949
Enero ,1,-3.5,21,1949
Enero ,1,-5,20,1949
Enero ,1,-4,15,1949
Enero ,1,6,15.5,1949
Enero ,1,9,15,1949
Enero ,1,5.5,19,1949
Enero ,1,2,16,1949
Enero ,1,6,17,1949
Enero ,1,3.5,19,1949
Enero ,1,2.5,22.5,1949
Enero ,1,-2,22.5,1949
Enero ,1,0.5,18.5,1949
Enero ,1,2,18.5,1949
Enero ,1,-9,18.5,1949
Enero ,1,3,18,1950
Enero ,1,2.5,17,1950
Enero ,1,3.5,13.5,1950
Enero ,1,5,17,1950
Enero ,1,6,16,1950
Enero ,1,5,20,1950
Enero ,1,0,18.5,1950
Enero ,1,0,18,1950
Enero ,1,4.5,16.5,1950
Enero ,1,4,16,1950
Enero ,1,4.5,23,1950
Enero ,1,5,20.5,1950
Enero ,1,4,14,1950
Enero ,1,6.5,23,1950
Enero ,1,3,23,1950
Enero ,1,1,25,1950
Enero ,1,0,25,1950
Enero ,1,0,24,1950
Enero ,1,1.5,23,1950
Enero ,1,0,22,1950
Enero ,1,-1,22,1950
Enero ,1,-0.5,24,1950
Enero ,1,0,25,1950
Enero ,1,0,22.5,1950
Enero ,1,2,20.5,1950
Enero ,1,-1,23,1950
Enero ,1,0,20,1950
Enero ,1,0,24.5,1950
Enero ,1,6,25,1950
Enero ,1,6.5,23,1950
Enero ,1,7.5,22.5,1950
Enero ,1,-4.5,16,1951
Enero ,1,1,20,1951
Enero ,1,-5.5,25,1951
Enero ,1,-6,25,1951
Enero ,1,-5,17.5,1951
Enero ,1,-4,22.5,1951
Enero ,1,-0.5,20,1951
Enero ,1,-4,13,1951
Enero ,1,-3,19,1951
Enero ,1,-1,22.5,1951
Enero ,1,-1,21,1951
Enero ,1,0,11,1951
Enero ,1,1,13,1951
Enero ,1,-3,28,1951
Enero ,1,-12,20,1951
Enero ,1,-11.5,20,1951
Enero ,1,-9,24,1951
Enero ,1,-4,25,1951
Enero ,1,-5,23,1951
Enero ,1,-5,20.5,1951
Enero ,1,-2.5,24,1951
Enero ,1,-1,19,1951
Enero ,1,2.5,19,1951
Enero ,1,0,22,1951
Enero ,1,-1,22.5,1951
Enero ,1,-1,19,1951
Enero ,1,-1,25,1951
Enero ,1,6,17,1951
Enero ,1,6,18.5,1951
Enero ,1,4,13,1951
Enero ,1,2.5,20,1951
Enero ,1,2,23,1952
Enero ,1,-1,24,1952
Enero ,1,-1,17.5,1952
Enero ,1,0,26,1952
Enero ,1,4,14.5,1952
Enero ,1,3,22,1952
Enero ,1,2.5,18,1952
Enero ,1,3,23,1952
Enero ,1,1.5,23,1952
Enero ,1,0.5,16,1952
Enero ,1,2,22.5,1952
Enero ,1,2,17.5,1952
Enero ,1,2,17,1952
Enero ,1,7,20,1952
Enero ,1,5.5,20,1952
Enero ,1,5,23.5,1952
Enero ,1,2,23,1952
Enero ,1,2,19,1952
Enero ,1,2,21,1952
Enero ,1,1,16.5,1952
Enero ,1,3.5,20,1952
Enero ,1,4,22,1952
Enero ,1,2,20,1952
Enero ,1,0,22,1952
Enero ,1,2,18.5,1952
Enero ,1,3,24.5,1952
Enero ,1,2,19,1952
Enero ,1,1.5,17,1952
Enero ,1,-2.5,16,1952
Enero ,1,-2,20.5,1952
Enero ,1,1.5,20.5,1952
Enero ,1,-6.5,18,1953
Enero ,1,1,24,1953
Enero ,1,-4,17,1953
Enero ,1,-4,24,1953
Enero ,1,-6,15,1953
Enero ,1,5,10,1953
Enero ,1,7,19,1953
Enero ,1,1.5,24,1953
Enero ,1,-3,20,1953
Enero ,1,-3,21.5,1953
Enero ,1,-3,25,1953
Enero ,1,-3,23,1953
Enero ,1,-2.5,25,1953
Enero ,1,-2.5,24,1953
Enero ,1,-1.5,20,1953
Enero ,1,1,23,1953
Enero ,1,-5,23,1953
Enero ,1,-5,18,1953
Enero ,1,5,22,1953
Enero ,1,2.5,24,1953
Enero ,1,-2.5,14,1953
Enero ,1,-3,22,1953
Enero ,1,-4,21,1953
Enero ,1,-5,20,1953
Enero ,1,-6,23,1953
Enero ,1,-4,24,1953
Enero ,1,-2.5,27,1953
Enero ,1,-2,23,1953
Enero ,1,-1,17,1953
Enero ,1,0,19,1953
Enero ,1,4,21,1953
Enero ,1,-2.5,19,1954
Enero ,1,2,24,1954
Enero ,1,2,24.5,1954
Enero ,1,1,24.5,1954
Enero ,1,1.5,21,1954
Enero ,1,1,22,1954
Enero ,1,1,22,1954
Enero ,1,2,22.5,1954
Enero ,1,4,19,1954
Enero ,1,1,22,1954
Enero ,1,-1,19,1954
Enero ,1,0,21,1954
Enero ,1,2,20,1954
Enero ,1,6,17.5,1954
Enero ,1,8,22,1954
Enero ,1,-1,22,1954
Enero ,1,0,23,1954
Enero ,1,1,23.5,1954
Enero ,1,6.5,21,1954
Enero ,1,3,22.5,1954
Enero ,1,5,25,1954
Enero ,1,0,23,1954
Enero ,1,5,25,1954
Enero ,1,7,22.5,1954
Enero ,1,10,22.5,1954
Enero ,1,5,24,1954
Enero ,1,3,24,1954
Enero ,1,3.5,23,1954
Enero ,1,3,24,1954
Enero ,1,2,24,1954
Enero ,1,3,22.5,1954
Enero ,1,6,18,1955
Enero ,1,5,21,1955
Enero ,1,6,19,1955
Enero ,1,6.5,20,1955
Enero ,1,7.5,22.5,1955
Enero ,1,4,22,1955
Enero ,1,4,20,1955
Enero ,1,5,13.5,1955
Enero ,1,6,17,1955
Enero ,1,-3,20.5,1955
Enero ,1,-2.5,16,1955
Enero ,1,7,16,1955
Enero ,1,7,20,1955
Enero ,1,8,18,1955
Enero ,1,7,23,1955
Enero ,1,2,21,1955
Enero ,1,0,19,1955
Enero ,1,-5.5,18,1955
Enero ,1,-5.5,22.5,1955
Enero ,1,-5,18,1955
Enero ,1,1,21.5,1955
Enero ,1,1,16,1955
Enero ,1,-9.5,15,1955
Enero ,1,-8.5,14,1955
Enero ,1,-8.5,20,1955
Enero ,1,-7,23,1955
Enero ,1,-5,20,1955
Enero ,1,-3,18,1955
Enero ,1,-5.5,20,1955
Enero ,1,-3,22,1955
Enero ,1,4,21,1955
Enero ,1,-4,23,1956
Enero ,1,-4,22,1956
Enero ,1,-4,19,1956
Enero ,1,-3.5,20,1956
Enero ,1,-5,21,1956
Enero ,1,-4,22.5,1956
Enero ,1,-4,22,1956
Enero ,1,-5,22,1956
Enero ,1,-5,21,1956
Enero ,1,-5,19,1956
Enero ,1,-7,17,1956
Enero ,1,-7,17,1956
Enero ,1,-7.5,18,1956
Enero ,1,-8,22,1956
Enero ,1,-7,23,1956
Enero ,1,-6,21,1956
Enero ,1,-1,17,1956
Enero ,1,-4,22,1956
Enero ,1,0,20,1956
Enero ,1,-2,20,1956
Enero ,1,-5,19,1956
Enero ,1,-5,18,1956
Enero ,1,-4,23,1956
Enero ,1,-3,24,1956
Enero ,1,-2,23,1956
Enero ,1,-2,24.5,1956
Enero ,1,-2,24,1956
Enero ,1,1,22.5,1956
Enero ,1,-2,24.5,1956
Enero ,1,-2.5,24,1956
Enero ,1,-2,24,1956
Enero ,1,5,24,1957
Enero ,1,4,24,1957
Enero ,1,4.5,24,1957
Enero ,1,5,25,1957
Enero ,1,4.5,23,1957
Enero ,1,4,23.5,1957
Enero ,1,2.5,24.5,1957
Enero ,1,1.5,26,1957
Enero ,1,3,25.5,1957
Enero ,1,2,25,1957
Enero ,1,0.5,25.5,1957
Enero ,1,1,24,1957
Enero ,1,0,23,1957
Enero ,1,3,25,1957
Enero ,1,1,25.5,1957
Enero ,1,3,26,1957
Enero ,1,4,26,1957
Enero ,1,-3,24,1957
Enero ,1,-3,20,1957
Enero ,1,0,21,1957
Enero ,1,2,20,1957
Enero ,1,7,20,1957
Enero ,1,8,21,1957
Enero ,1,5,21,1957
Enero ,1,6,24,1957
Enero ,1,6,25,1957
Enero ,1,5,25,1957
Enero ,1,5,24,1957
Enero ,1,8,23,1957
Enero ,1,7,25,1957
Enero ,1,7,26.5,1957
Enero ,1,-3,6,1958
Enero ,1,-2,19,1958
Enero ,1,1,18,1958
Enero ,1,2,19.5,1958
Enero ,1,-1,20.5,1958
Enero ,1,2.5,5,1958
Enero ,1,0,8,1958
Enero ,1,-5,14,1958
Enero ,1,-5,19.5,1958
Enero ,1,2,20.5,1958
Enero ,1,2.5,18,1958
Enero ,1,-2,24,1958
Enero ,1,-4,25,1958
Enero ,1,-2,25,1958
Enero ,1,-1,16,1958
Enero ,1,-1,10,1958
Enero ,1,0,10,1958
Enero ,1,2,13,1958
Enero ,1,-1,17,1958
Enero ,1,0,20,1958
Enero ,1,2,21,1958
Enero ,1,2,17,1958
Enero ,1,2,15,1958
Enero ,1,-5,20,1958
Enero ,1,-4,26,1958
Enero ,1,-1,25,1958
Enero ,1,4,23,1958
Enero ,1,2,21,1958
Enero ,1,-5,21,1958
Enero ,1,-4.5,25,1958
Enero ,1,0,27,1958
Enero ,1,-8,15,1959
Enero ,1,-6,23,1959
Enero ,1,-5,22,1959
Enero ,1,-2,21,1959
Enero ,1,4,15,1959
Enero ,1,3,21.5,1959
Enero ,1,2,22,1959
Enero ,1,0,21,1959
Enero ,1,0,29,1959
Enero ,1,-1,24,1959
Enero ,1,-1,22,1959
Enero ,1,-2,22,1959
Enero ,1,1,20,1959
Enero ,1,-1,22,1959
Enero ,1,-1,23,1959
Enero ,1,-4.5,25,1959
Enero ,1,0,26.5,1959
Enero ,1,-1,27,1959
Enero ,1,2,24.5,1959
Enero ,1,9,16,1959
Enero ,1,2.5,22,1959
Enero ,1,1,25,1959
Enero ,1,-1,25,1959
Enero ,1,3.3,25,1959
Enero ,1,-1.5,24.5,1959
Enero ,1,1,26,1959
Enero ,1,1.5,24.5,1959
Enero ,1,1.5,21,1959
Enero ,1,7,18,1959
Enero ,1,5,21,1959
Enero ,1,5,20,1959
Enero ,1,3,26,1960
Enero ,1,4,27,1960
Enero ,1,5,22,1960
Enero ,1,1,21,1960
Enero ,1,5,18,1960
Enero ,1,3,22,1960
Enero ,1,1,18,1960
Enero ,1,0,21,1960
Enero ,1,5,22,1960
Enero ,1,4,23,1960
Enero ,1,2,20,1960
Enero ,1,5,20,1960
Enero ,1,5,15,1960
Enero ,1,3,21,1960
Enero ,1,3,19,1960
Enero ,1,4,22,1960
Enero ,1,-4,20,1960
Enero ,1,-6,16,1960
Enero ,1,-4.5,16,1960
Enero ,1,1,17,1960
Enero ,1,-1,19,1960
Enero ,1,1,22,1960
Enero ,1,1,20,1960
Enero ,1,-1,22,1960
Enero ,1,-1,32,1960
Enero ,1,1,25.5,1960
Enero ,1,-0.5,26,1960
Enero ,1,0,24,1960
Enero ,1,1,18,1960
Enero ,1,-1,16,1960
Enero ,1,-3,12,1960
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,NA,NA,1972
Enero ,1,7,20,1973
Enero ,1,5,18,1973
Enero ,1,4.5,23.5,1973
Enero ,1,5,25.5,1973
Enero ,1,5.5,24,1973
Enero ,1,9,20,1973
Enero ,1,8.5,21,1973
Enero ,1,7.5,20,1973
Enero ,1,7,17,1973
Enero ,1,8,18,1973
Enero ,1,4,16,1973
Enero ,1,-1,14,1973
Enero ,1,-1,19,1973
Enero ,1,2,21,1973
Enero ,1,3,22,1973
Enero ,1,6,23,1973
Enero ,1,5,25,1973
Enero ,1,4.5,22,1973
Enero ,1,5.5,19.5,1973
Enero ,1,2.5,20,1973
Enero ,1,3,22,1973
Enero ,1,4,21,1973
Enero ,1,4,20,1973
Enero ,1,-1,14,1973
Enero ,1,-3,17,1973
Enero ,1,-1,22,1973
Enero ,1,-3,23,1973
Enero ,1,-3,24,1973
Enero ,1,-3,14,1973
Enero ,1,-1,20,1973
Enero ,1,2,22,1973
Enero ,1,6,25,1974
Enero ,1,4,21,1974
Enero ,1,4,22,1974
Enero ,1,4,22,1974
Enero ,1,6,22,1974
Enero ,1,6,24,1974
Enero ,1,8,23,1974
Enero ,1,9,22,1974
Enero ,1,10,21,1974
Enero ,1,2,24,1974
Enero ,1,5,25,1974
Enero ,1,6,28,1974
Enero ,1,8,27,1974
Enero ,1,6,27,1974
Enero ,1,8,25,1974
Enero ,1,6,26,1974
Enero ,1,6,26,1974
Enero ,1,8,27,1974
Enero ,1,5,27,1974
Enero ,1,6,27,1974
Enero ,1,5,26,1974
Enero ,1,8,24,1974
Enero ,1,6,23,1974
Enero ,1,6,19,1974
Enero ,1,6,27,1974
Enero ,1,2,20,1974
Enero ,1,3,22,1974
Enero ,1,1,24,1974
Enero ,1,3,26,1974
Enero ,1,4,24,1974
Enero ,1,5,24,1974
Enero ,1,5,22,1975
Enero ,1,5,22,1975
Enero ,1,6,20,1975
Enero ,1,1,20,1975
Enero ,1,2,21,1975
Enero ,1,6,19,1975
Enero ,1,7,20,1975
Enero ,1,6,23,1975
Enero ,1,7,17,1975
Enero ,1,2,16,1975
Enero ,1,2,20,1975
Enero ,1,1.5,22,1975
Enero ,1,-3,18,1975
Enero ,1,-2,23,1975
Enero ,1,-1,23,1975
Enero ,1,2,23,1975
Enero ,1,2,25,1975
Enero ,1,4,21,1975
Enero ,1,3,18,1975
Enero ,1,2,18,1975
Enero ,1,-2,19,1975
Enero ,1,4,21,1975
Enero ,1,1,22,1975
Enero ,1,3,23,1975
Enero ,1,2,22,1975
Enero ,1,2.5,28,1975
Enero ,1,3,27,1975
Enero ,1,10,27,1975
Enero ,1,9,26,1975
Enero ,1,11,25,1975
Enero ,1,11,23,1975
Enero ,1,3,22,1976
Enero ,1,-2,20,1976
Enero ,1,-3,18,1976
Enero ,1,-3,21,1976
Enero ,1,2,23,1976
Enero ,1,4,24,1976
Enero ,1,5,24,1976
Enero ,1,4,23,1976
Enero ,1,1,26,1976
Enero ,1,4,25,1976
Enero ,1,5,24,1976
Enero ,1,3,26,1976
Enero ,1,9,25,1976
Enero ,1,7,26,1976
Enero ,1,6,28,1976
Enero ,1,8,21,1976
Enero ,1,3,26,1976
Enero ,1,3,22,1976
Enero ,1,-2,26,1976
Enero ,1,3,22,1976
Enero ,1,3,22,1976
Enero ,1,2,20,1976
Enero ,1,3,21,1976
Enero ,1,7,23,1976
Enero ,1,5,23,1976
Enero ,1,2,19,1976
Enero ,1,1,13,1976
Enero ,1,3,24,1976
Enero ,1,5,22,1976
Enero ,1,7,22,1976
Enero ,1,-4,23,1976
Enero ,1,-1,18,1977
Enero ,1,-2,17,1977
Enero ,1,-3,26,1977
Enero ,1,4,22,1977
Enero ,1,4,24,1977
Enero ,1,4,26,1977
Enero ,1,4,25,1977
Enero ,1,5,24,1977
Enero ,1,3,26,1977
Enero ,1,2,25,1977
Enero ,1,3,26,1977
Enero ,1,4,21,1977
Enero ,1,6,17,1977
Enero ,1,-2,20,1977
Enero ,1,2,18,1977
Enero ,1,3,20,1977
Enero ,1,2,23,1977
Enero ,1,6,19,1977
Enero ,1,7,19,1977
Enero ,1,2,23,1977
Enero ,1,9,21,1977
Enero ,1,7,20,1977
Enero ,1,6,24,1977
Enero ,1,4,26,1977
Enero ,1,6,21,1977
Enero ,1,8,24,1977
Enero ,1,6,20,1977
Enero ,1,9,20,1977
Enero ,1,8,19,1977
Enero ,1,7,26,1977
Enero ,1,3,20,1977
Enero ,1,4,21,1978
Enero ,1,3,23,1978
Enero ,1,5,25,1978
Enero ,1,2,24,1978
Enero ,1,3,24,1978
Enero ,1,4,23,1978
Enero ,1,7,20,1978
Enero ,1,-1,20,1978
Enero ,1,-1,21,1978
Enero ,1,2,20,1978
Enero ,1,-1,19,1978
Enero ,1,2,21,1978
Enero ,1,4,20,1978
Enero ,1,4,18,1978
Enero ,1,6,19.5,1978
Enero ,1,3,25,1978
Enero ,1,4,20,1978
Enero ,1,5,17,1978
Enero ,1,-2.5,19,1978
Enero ,1,-3,20,1978
Enero ,1,4,18,1978
Enero ,1,3,17,1978
Enero ,1,-1,19.5,1978
Enero ,1,8,17,1978
Enero ,1,2,16,1978
Enero ,1,-1,14,1978
Enero ,1,-3,15,1978
Enero ,1,-2,16,1978
Enero ,1,2,17,1978
Enero ,1,4,15,1978
Enero ,1,5,14,1978
Enero ,1,4,18,1979
Enero ,1,3,16,1979
Enero ,1,-1,20,1979
Enero ,1,-2,21.5,1979
Enero ,1,0,20,1979
Enero ,1,3,19,1979
Enero ,1,6,22,1979
Enero ,1,3,22.5,1979
Enero ,1,2,20,1979
Enero ,1,4,22,1979
Enero ,1,4,20.5,1979
Enero ,1,2,21.5,1979
Enero ,1,3,20,1979
Enero ,1,4,25.5,1979
Enero ,1,5,22,1979
Enero ,1,7.5,17,1979
Enero ,1,7,21,1979
Enero ,1,6.5,21.5,1979
Enero ,1,8.5,21.5,1979
Enero ,1,4.5,21,1979
Enero ,1,-1,20,1979
Enero ,1,2,18.5,1979
Enero ,1,3,17,1979
Enero ,1,5,17.5,1979
Enero ,1,8.5,17,1979
Enero ,1,6.5,19,1979
Enero ,1,7.5,19,1979
Enero ,1,6,19.5,1979
Enero ,1,5.5,18.5,1979
Enero ,1,7,20,1979
Enero ,1,4.5,21.5,1979
Enero ,1,-1,22,1980
Enero ,1,3,19,1980
Enero ,1,2,19,1980
Enero ,1,-3,19,1980
Enero ,1,0.5,21,1980
Enero ,1,1,20,1980
Enero ,1,3,19,1980
Enero ,1,5,23,1980
Enero ,1,2,23,1980
Enero ,1,4,21.5,1980
Enero ,1,2,21,1980
Enero ,1,4,24,1980
Enero ,1,2,26,1980
Enero ,1,4,25,1980
Enero ,1,6,24,1980
Enero ,1,4.5,24,1980
Enero ,1,4,23,1980
Enero ,1,3,25,1980
Enero ,1,4,24,1980
Enero ,1,6,23,1980
Enero ,1,8,19,1980
Enero ,1,8,19,1980
Enero ,1,1,16,1980
Enero ,1,1,6,1980
Enero ,1,-3,16,1980
Enero ,1,1,18,1980
Enero ,1,1,23,1980
Enero ,1,1,21.5,1980
Enero ,1,1,23,1980
Enero ,1,2,27,1980
Enero ,1,4,26,1980
Enero ,1,-1,20,1981
Enero ,1,-1.5,21.5,1981
Enero ,1,-1.5,22.5,1981
Enero ,1,1,18.5,1981
Enero ,1,3.5,22,1981
Enero ,1,3.5,17.5,1981
Enero ,1,4.5,19,1981
Enero ,1,5,18,1981
Enero ,1,-0.5,20,1981
Enero ,1,1.5,19.5,1981
Enero ,1,2,23,1981
Enero ,1,3.5,24,1981
Enero ,1,4,18.5,1981
Enero ,1,2,19,1981
Enero ,1,2,16,1981
