meses,mes_id,tempmin,tempmax,year
Abril,4,8.5,25,1958
Abril,4,7,26,1958
Abril,4,7,27,1958
Abril,4,8,28,1958
Abril,4,9,28,1958
Abril,4,10,26,1958
Abril,4,6,25,1958
Abril,4,7,26,1958
Abril,4,8,30,1958
Abril,4,10,31,1958
Abril,4,11,26,1958
Abril,4,11,28,1958
Abril,4,10,29,1958
Abril,4,11,30,1958
Abril,4,9,28,1958
Abril,4,10,30,1958
Abril,4,10,32,1958
Abril,4,8,32.5,1958
Abril,4,7,30,1958
Abril,4,6,29.5,1959
Abril,4,8,29.5,1959
Abril,4,9,30,1959
Abril,4,10,30,1959
Abril,4,10.5,30,1959
Abril,4,9,27,1959
Abril,4,11,27,1959
Abril,4,8,25,1959
Abril,4,9,25,1959
Abril,4,7,25,1959
Abril,4,8,25,1959
Abril,4,8,24,1959
Abril,4,7,17,1959
Abril,4,7,18,1959
Abril,4,4,21,1959
Abril,4,6,21,1959
Abril,4,7,23,1959
Abril,4,7,22,1959
Abril,4,6,24,1959
Abril,4,4,25.5,1959
Abril,4,4,26,1959
Abril,4,6,27,1959
Abril,4,7,27,1959
Abril,4,8,29,1959
Abril,4,11,30,1959
Abril,4,11,32,1959
Abril,4,12,32,1959
Abril,4,12,31,1959
Abril,4,14,29,1959
Abril,4,13,30,1959
Abril,4,10,29,1960
Abril,4,8,28,1960
Abril,4,-6,26,1960
Abril,4,-4,20,1960
Abril,4,-2,24,1960
Abril,4,1,27,1960
Abril,4,3,26,1960
Abril,4,7,28.5,1960
Abril,4,8,29,1960
Abril,4,7,23,1960
Abril,4,6,29,1960
Abril,4,10,25,1960
Abril,4,2,28,1960
Abril,4,8,28,1960
Abril,4,12,29,1960
Abril,4,13,29,1960
Abril,4,12,29,1960
Abril,4,4,29,1960
Abril,4,9,29,1960
Abril,4,8,28,1960
Abril,4,11,28,1960
Abril,4,12,27,1960
Abril,4,11,27,1960
Abril,4,9,27,1960
Abril,4,9,25,1960
Abril,4,11,24,1960
Abril,4,8,29,1960
Abril,4,9,27,1960
Abril,4,9,26,1960
Abril,4,8,27,1960
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,NA,NA,1972
Abril,4,9,30,1973
Abril,4,8,28,1973
Abril,4,8,26,1973
Abril,4,4,28,1973
Abril,4,5,21,1973
Abril,4,6,20,1973
Abril,4,8,28,1973
Abril,4,5,26,1973
Abril,4,4.5,27,1973
Abril,4,8,29,1973
Abril,4,8,27,1973
Abril,4,8,28,1973
Abril,4,6,29,1973
Abril,4,8,28.5,1973
Abril,4,9,24,1973
Abril,4,10,25,1973
Abril,4,11,29,1973
Abril,4,12,22,1973
Abril,4,16,28,1973
Abril,4,9,22.5,1973
Abril,4,9,23,1973
Abril,4,8,29,1973
Abril,4,11,30,1973
Abril,4,9,29,1973
Abril,4,8,30,1973
Abril,4,10,30,1973
Abril,4,11,30,1973
Abril,4,10,30,1973
Abril,4,11,30,1973
Abril,4,11,30,1973
Abril,4,9,29,1974
Abril,4,10,30,1974
Abril,4,10,31,1974
Abril,4,11,31,1974
Abril,4,11,32,1974
Abril,4,12,30,1974
Abril,4,10,30,1974
Abril,4,10,30,1974
Abril,4,12,29,1974
Abril,4,12,26,1974
Abril,4,9,29,1974
Abril,4,11,27,1974
Abril,4,6,31,1974
Abril,4,15,30,1974
Abril,4,14,28,1974
Abril,4,14,29,1974
Abril,4,11,30,1974
Abril,4,10,29,1974
Abril,4,11,29,1974
Abril,4,11,29,1974
Abril,4,12,32,1974
Abril,4,13,30,1974
Abril,4,12,34,1974
Abril,4,16,33,1974
Abril,4,14,29,1974
Abril,4,15,34,1974
Abril,4,11,31,1974
Abril,4,15,32,1974
Abril,4,8,31,1974
Abril,4,14,30,1974
Abril,4,6,31,1975
Abril,4,7,32,1975
Abril,4,8,31,1975
Abril,4,12,31,1975
Abril,4,12,32,1975
Abril,4,13,33,1975
Abril,4,13,26,1975
Abril,4,11,27,1975
Abril,4,9,26,1975
Abril,4,13,26,1975
Abril,4,8.5,28,1975
Abril,4,9.5,29,1975
Abril,4,9,30,1975
Abril,4,12,29,1975
Abril,4,12,34,1975
Abril,4,12,35,1975
Abril,4,14,32,1975
Abril,4,12,35,1975
Abril,4,13,36,1975
Abril,4,14,33,1975
Abril,4,13,34,1975
Abril,4,14,35,1975
Abril,4,14,27,1975
Abril,4,16,35,1975
Abril,4,15,36,1975
Abril,4,17,33,1975
Abril,4,12,30,1975
Abril,4,9,35,1975
Abril,4,15,30,1975
Abril,4,10,30,1975
Abril,4,10,27,1976
Abril,4,11,27,1976
Abril,4,9,26,1976
Abril,4,8,27,1976
Abril,4,4,26,1976
Abril,4,7,28,1976
Abril,4,9,27,1976
Abril,4,7,30,1976
Abril,4,10,31,1976
Abril,4,13,28,1976
Abril,4,9,28,1976
Abril,4,10,28,1976
Abril,4,10,28,1976
Abril,4,13,28,1976
Abril,4,10,25,1976
Abril,4,6,27,1976
Abril,4,5,28,1976
Abril,4,7,28,1976
Abril,4,12,28,1976
Abril,4,6,28,1976
Abril,4,9,30,1976
Abril,4,13,31,1976
Abril,4,14,28,1976
Abril,4,13,29,1976
Abril,4,11,31,1976
Abril,4,9,28,1976
Abril,4,10,28,1976
Abril,4,13,28,1976
Abril,4,12,29,1976
Abril,4,10,29,1976
Abril,4,7,30,1977
Abril,4,8,31,1977
Abril,4,9,28,1977
Abril,4,5,27,1977
Abril,4,2,25,1977
Abril,4,5,26,1977
Abril,4,8,27,1977
Abril,4,8,28,1977
Abril,4,7,29,1977
Abril,4,8,30,1977
Abril,4,9,30,1977
Abril,4,10,29,1977
Abril,4,9,26,1977
Abril,4,8,23,1977
Abril,4,8,20,1977
Abril,4,7,22,1977
Abril,4,8,29,1977
Abril,4,9,30,1977
Abril,4,6,28,1977
Abril,4,4,29,1977
Abril,4,6,31,1977
Abril,4,8,32,1977
Abril,4,7,33,1977
Abril,4,9,30,1977
Abril,4,6,28,1977
Abril,4,9,27,1977
Abril,4,9,31,1977
Abril,4,7,34,1977
Abril,4,7,32,1977
Abril,4,10,31,1977
Abril,4,10,30,1978
Abril,4,9,32,1978
Abril,4,10,30,1978
Abril,4,10,31,1978
Abril,4,11,29,1978
Abril,4,10,27,1978
Abril,4,8,28,1978
Abril,4,8,26,1978
Abril,4,7,22,1978
Abril,4,5,23,1978
Abril,4,6,28,1978
Abril,4,3,27,1978
Abril,4,4,28,1978
Abril,4,6,29,1978
Abril,4,7,30,1978
Abril,4,8,33,1978
Abril,4,9,32,1978
Abril,4,9,30,1978
Abril,4,10,34,1978
Abril,4,4,32,1978
Abril,4,8,33,1978
Abril,4,11,35,1978
Abril,4,10,32,1978
Abril,4,9,33,1978
Abril,4,10,33,1978
Abril,4,11,34,1978
Abril,4,10,33,1978
Abril,4,11,31,1978
Abril,4,11,30,1978
Abril,4,9,34,1978
Abril,4,7,22.5,1979
Abril,4,7.5,25.5,1979
Abril,4,8,25,1979
Abril,4,7,27,1979
Abril,4,10,29.5,1979
Abril,4,8,28.5,1979
Abril,4,10,27,1979
Abril,4,12.5,29,1979
Abril,4,9.5,25,1979
Abril,4,8,27.5,1979
Abril,4,7.5,29,1979
Abril,4,8,28.5,1979
Abril,4,10,30,1979
Abril,4,8,29.5,1979
Abril,4,9,30,1979
Abril,4,10,28.5,1979
Abril,4,11,24.5,1979
Abril,4,12,26,1979
Abril,4,13,29,1979
Abril,4,11,25,1979
Abril,4,11,30,1979
Abril,4,12,33,1979
Abril,4,7,26.5,1979
Abril,4,11,27,1979
Abril,4,10.5,29,1979
Abril,4,9,28,1979
Abril,4,8,31,1979
Abril,4,10,30,1979
Abril,4,9,29.5,1979
Abril,4,10,32.5,1979
Abril,4,5,26,1980
Abril,4,4.5,29,1980
Abril,4,4,31,1980
Abril,4,3,30,1980
Abril,4,6,28,1980
Abril,4,5.5,28,1980
Abril,4,6,31,1980
Abril,4,6.5,34,1980
Abril,4,8,30,1980
Abril,4,8,30,1980
Abril,4,5,26,1980
Abril,4,6.5,25.5,1980
Abril,4,-1.5,18,1980
Abril,4,-2,29,1980
Abril,4,3,29,1980
Abril,4,3.5,29.5,1980
Abril,4,5,29,1980
Abril,4,8,27.5,1980
Abril,4,8,33,1980
Abril,4,10.5,30,1980
Abril,4,10,23,1980
Abril,4,8,24.5,1980
Abril,4,4,23,1980
Abril,4,5,27,1980
Abril,4,2,26.5,1980
Abril,4,2,27,1980
Abril,4,3,28,1980
Abril,4,7,30,1980
Abril,4,12,28,1980
Abril,4,10.5,23,1980
Abril,4,7.5,29.5,1981
Abril,4,6,31,1981
Abril,4,10,29.5,1981
Abril,4,5,31,1981
Abril,4,6,30.5,1981
Abril,4,7,28.5,1981
Abril,4,9,29.5,1981
Abril,4,8.5,29,1981
Abril,4,7,29.5,1981
Abril,4,7,30,1981
Abril,4,6,29,1981
Abril,4,5,30,1981
Abril,4,8.5,29.5,1981
Abril,4,10,24.5,1981
Abril,4,5,29.5,1981
Abril,4,7.5,27.5,1981
Abril,4,4,26.5,1981
Abril,4,6,26.5,1981
Abril,4,4.5,27,1981
Abril,4,6,28.5,1981
Abril,4,9.5,26.5,1981
Abril,4,5,19.5,1981
Abril,4,2,28,1981
Abril,4,3,19.5,1981
Abril,4,7,27.5,1981
Abril,4,6,22,1981
Abril,4,10,23.5,1981
Abril,4,11,27,1981
Abril,4,7.5,26,1981
Abril,4,5.5,25.5,1981
Abril,4,5,32,1982
Abril,4,5,31,1982
Abril,4,8,31,1982
Abril,4,8,32,1982
Abril,4,5,32,1982
Abril,4,10,33,1982
Abril,4,12,31,1982
Abril,4,9,28,1982
Abril,4,10,30,1982
Abril,4,9,29,1982
Abril,4,5,31,1982
Abril,4,12,32,1982
Abril,4,13,31.5,1982
Abril,4,11,32,1982
Abril,4,12,31,1982
Abril,4,8,31.5,1982
Abril,4,7.5,31,1982
Abril,4,8,32,1982
Abril,4,9,31,1982
Abril,4,8,29,1982
Abril,4,13,28.5,1982
Abril,4,7.5,28,1982
Abril,4,8,31,1982
Abril,4,12,25,1982
Abril,4,3,25,1982
Abril,4,7,29,1982
Abril,4,7,30,1982
Abril,4,12,26,1982
Abril,4,14,29,1982
Abril,4,8,28,1982
Abril,4,7,27,1983
Abril,4,6,28.5,1983
Abril,4,7.5,22.5,1983
Abril,4,4.5,21,1983
Abril,4,5.5,19,1983
Abril,4,4.5,20,1983
Abril,4,3,16,1983
Abril,4,-2.5,20.5,1983
Abril,4,0,26.5,1983
Abril,4,2,29,1983
Abril,4,2.5,24,1983
Abril,4,2,23,1983
Abril,4,3,26,1983
Abril,4,2,27,1983
Abril,4,2,27.5,1983
Abril,4,3.5,31,1983
Abril,4,5.5,29.5,1983
Abril,4,8,35,1983
Abril,4,11,32.5,1983
Abril,4,10,27.5,1983
Abril,4,8.5,28.5,1983
Abril,4,6.5,29.5,1983
Abril,4,4,32,1983
Abril,4,5.5,30.5,1983
Abril,4,7,29.5,1983
Abril,4,3.5,30,1983
Abril,4,4,29.5,1983
Abril,4,4.5,32.5,1983
Abril,4,8,33,1983
Abril,4,10,34.5,1983
Abril,4,4,26.5,1984
Abril,4,3.5,27,1984
Abril,4,2.5,26.5,1984
Abril,4,4.5,25.5,1984
Abril,4,5.5,30,1984
Abril,4,4.5,26.5,1984
Abril,4,3.5,30,1984
Abril,4,-1,25.5,1984
Abril,4,-0.5,28,1984
Abril,4,1.5,29,1984
Abril,4,3.5,29.5,1984
Abril,4,6.5,29,1984
Abril,4,7,30,1984
Abril,4,8.5,30.5,1984
Abril,4,7.5,30,1984
Abril,4,5.5,25.5,1984
Abril,4,4.5,28,1984
Abril,4,8,27.5,1984
Abril,4,9.8,29.5,1984
Abril,4,7.5,30,1984
Abril,4,10,27,1984
Abril,4,6.5,30,1984
Abril,4,8.5,31.5,1984
Abril,4,10,26.5,1984
Abril,4,8.5,29.5,1984
Abril,4,7.5,28,1984
Abril,4,7,30.5,1984
Abril,4,9.5,29.5,1984
Abril,4,8.5,30,1984
Abril,4,9.5,29.5,1984
Abril,4,3.5,27.5,1985
Abril,4,7.5,28,1985
Abril,4,6,26.5,1985
Abril,4,9.5,26,1985
Abril,4,6.5,28.5,1985
Abril,4,5.5,27,1985
Abril,4,7.5,27.5,1985
Abril,4,4,27.5,1985
Abril,4,7,27,1985
Abril,4,9.5,27.5,1985
Abril,4,6.5,25.5,1985
Abril,4,4.5,26.5,1985
Abril,4,4,25,1985
Abril,4,6,27.5,1985
Abril,4,5.5,27,1985
Abril,4,6.5,28.5,1985
Abril,4,8.5,29.5,1985
Abril,4,11.5,29.5,1985
Abril,4,9.5,26.5,1985
Abril,4,7.5,27.5,1985
Abril,4,10,26.5,1985
Abril,4,8.5,29,1985
Abril,4,11.5,28.5,1985
Abril,4,7.5,26.5,1985
Abril,4,8.5,25.5,1985
Abril,4,6,26.5,1985
Abril,4,7.5,25.5,1985
Abril,4,10.5,28,1985
Abril,4,6,29.5,1985
Abril,4,7.5,31.5,1985
Abril,4,10.1,32,1986
Abril,4,13.2,28.6,1986
Abril,4,8.6,28.2,1986
Abril,4,6.2,30.6,1986
Abril,4,7.3,29.7,1986
Abril,4,6.6,31.8,1986
Abril,4,4.4,32.6,1986
Abril,4,1.4,32.4,1986
Abril,4,1.1,29.8,1986
Abril,4,8.2,31.4,1986
Abril,4,9.8,30.8,1986
Abril,4,0.9,31.5,1986
Abril,4,9.6,32.8,1986
Abril,4,9.6,32.4,1986
Abril,4,10.6,32.2,1986
Abril,4,7.8,29.8,1986
Abril,4,11.4,28.8,1986
Abril,4,13.7,28.4,1986
Abril,4,8.6,29.7,1986
Abril,4,6.8,28.2,1986
Abril,4,4.8,28.8,1986
Abril,4,9.2,27.8,1986
Abril,4,12.6,27.6,1986
Abril,4,7.6,25.4,1986
Abril,4,6.8,26.4,1986
Abril,4,8.6,27.2,1986
Abril,4,7.2,26.8,1986
Abril,4,10.4,26.4,1986
Abril,4,10.8,26.4,1986
Abril,4,10.4,27.6,1986
Abril,4,-2.8,27.8,1987
Abril,4,0.8,25.4,1987
Abril,4,1.2,26.4,1987
Abril,4,0.3,24.3,1987
Abril,4,-1.2,27.4,1987
Abril,4,1.5,23.8,1987
Abril,4,2.8,24.3,1987
Abril,4,3.8,28.6,1987
Abril,4,2.3,24.3,1987
Abril,4,5.2,27.8,1987
Abril,4,3.4,26.3,1987
Abril,4,4.2,25.4,1987
Abril,4,2.4,27.4,1987
Abril,4,5.2,27.4,1987
Abril,4,9.2,23.4,1987
Abril,4,5.2,28.7,1987
Abril,4,9.2,33.2,1987
Abril,4,7.1,29.6,1987
Abril,4,13.8,31.6,1987
Abril,4,11.4,28.7,1987
Abril,4,6.3,25.4,1987
Abril,4,-2.4,24.8,1987
Abril,4,4.2,26.4,1987
Abril,4,3.6,27.6,1987
Abril,4,6.3,25.3,1987
Abril,4,3.4,26.4,1987
Abril,4,4.8,28.7,1987
Abril,4,3.7,26.7,1987
Abril,4,2.6,28.3,1987
Abril,4,5.7,27.6,1987
Abril,4,6.5,31.5,1991
Abril,4,10,30,1991
Abril,4,8,32,1991
Abril,4,12,29,1991
Abril,4,7,28,1991
Abril,4,8,26,1991
Abril,4,7,28,1991
Abril,4,7,27,1991
Abril,4,8,28.5,1991
Abril,4,10,28.5,1991
Abril,4,12,27,1991
Abril,4,10,27,1991
Abril,4,8,28.5,1991
Abril,4,6.5,27,1991
Abril,4,8,26.5,1991
Abril,4,11,31,1991
Abril,4,14.5,29,1991
Abril,4,13,30,1991
Abril,4,12.5,30,1991
Abril,4,10,34,1991
Abril,4,12,32,1991
Abril,4,15,33,1991
Abril,4,14,33,1991
Abril,4,12.5,30,1991
Abril,4,14,29.5,1991
Abril,4,12,28.5,1991
Abril,4,9.5,30,1991
Abril,4,8,27.5,1991
Abril,4,5,30.5,1991
Abril,4,8,31,1991
Abril,4,8.5,27,1994
Abril,4,10,27,1994
Abril,4,6,27,1994
Abril,4,8,27,1994
Abril,4,12,23,1994
Abril,4,4,23,1994
Abril,4,4,28,1994
Abril,4,8,26,1994
Abril,4,10,27,1994
Abril,4,9,27,1994
Abril,4,7,27,1994
Abril,4,9.5,28,1994
Abril,4,10,30,1994
Abril,4,13,27,1994
Abril,4,12,27,1994
Abril,4,8,24,1994
Abril,4,12,20,1994
Abril,4,5,24,1994
Abril,4,8,24,1994
Abril,4,8,24,1994
Abril,4,10,21,1994
Abril,4,7,24,1994
Abril,4,8,26,1994
Abril,4,10,25,1994
Abril,4,8,26,1994
Abril,4,9.5,28,1994
Abril,4,9.5,26,1994
Abril,4,9,28,1994
Abril,4,12.5,28,1994
Abril,4,10,29,1994
Abril,4,3,25,1995
Abril,4,6,24,1995
Abril,4,7,23,1995
Abril,4,3,23,1995
Abril,4,5,22,1995
Abril,4,5,26,1995
Abril,4,6,26,1995
Abril,4,8,27,1995
Abril,4,9,25,1995
Abril,4,9,24,1995
Abril,4,4.5,27,1995
Abril,4,5,26,1995
Abril,4,8,30,1995
Abril,4,10,29,1995
Abril,4,10,29,1995
Abril,4,13,27,1995
Abril,4,13,26,1995
Abril,4,9,25,1995
Abril,4,8,25,1995
Abril,4,7,27,1995
Abril,4,8,30,1995
Abril,4,11,29,1995
Abril,4,8,30,1995
Abril,4,8,28,1995
Abril,4,10,27,1995
Abril,4,11,27,1995
Abril,4,10,27,1995
Abril,4,10,29,1995
Abril,4,10,30,1995
Abril,4,8,30,1995
Abril,4,7,25,1996
Abril,4,9.5,24,1996
Abril,4,8,24,1996
Abril,4,9,25,1996
Abril,4,5,23,1996
Abril,4,4,22,1996
Abril,4,5,19,1996
Abril,4,3,18,1996
Abril,4,2,23,1996
Abril,4,3,26,1996
Abril,4,5.5,25.5,1996
Abril,4,9,25,1996
Abril,4,9,26,1996
Abril,4,6,25.5,1996
Abril,4,6,27,1996
Abril,4,7,27,1996
Abril,4,7,27,1996
Abril,4,5.5,28,1996
Abril,4,6,30,1996
Abril,4,8,30,1996
Abril,4,9,30,1996
Abril,4,11,27,1996
Abril,4,10,27,1996
Abril,4,8.5,24,1996
Abril,4,9,28,1996
Abril,4,10,30,1996
Abril,4,10,29,1996
Abril,4,13,27,1996
Abril,4,10,25.5,1996
Abril,4,9,28,1996
Abril,4,6,21,1997
Abril,4,6,22,1997
Abril,4,8.5,19,1997
Abril,4,8,16,1997
Abril,4,4,20,1997
Abril,4,6,23,1997
Abril,4,7,20.5,1997
Abril,4,6,18,1997
Abril,4,6,22.5,1997
Abril,4,8.5,20,1997
Abril,4,6,22,1997
Abril,4,6,20,1997
Abril,4,5,18,1997
Abril,4,3,20,1997
Abril,4,2.5,21,1997
Abril,4,7,21,1997
Abril,4,8,21,1997
Abril,4,8,23,1997
Abril,4,7,25,1997
Abril,4,7.5,23,1997
Abril,4,8,27,1997
Abril,4,8,27.5,1997
Abril,4,10,28,1997
Abril,4,10,26,1997
Abril,4,9,26,1997
Abril,4,6,16,1997
Abril,4,2,13,1997
Abril,4,1,23,1997
Abril,4,1,29,1997
Abril,4,8,30,1997
Abril,4,4,25.5,1998
Abril,4,5.5,27,1998
Abril,4,6,28,1998
Abril,4,5,30,1998
Abril,4,10,29,1998
Abril,4,8,28,1998
Abril,4,6.5,28,1998
Abril,4,4,30,1998
Abril,4,6,28,1998
Abril,4,8.5,30,1998
Abril,4,9,29.5,1998
Abril,4,10,28,1998
Abril,4,12.5,29,1998
Abril,4,12,30,1998
Abril,4,12,30,1998
Abril,4,13,28,1998
Abril,4,14.5,26,1998
Abril,4,8,27,1998
Abril,4,8,27,1998
Abril,4,9,28.5,1998
Abril,4,10,28,1998
Abril,4,11,27,1998
Abril,4,11,29,1998
Abril,4,12,28.5,1998
Abril,4,12,27,1998
Abril,4,13,26,1998
Abril,4,5.5,28,1998
Abril,4,8.5,27,1998
Abril,4,8.5,26,1998
Abril,4,9,27,1998
Abril,4,10.5,24.5,1999
Abril,4,9,23.5,1999
Abril,4,9,22.5,1999
Abril,4,9.5,23.5,1999
Abril,4,9.5,28,1999
Abril,4,9.5,32,1999
Abril,4,10.5,33,1999
Abril,4,12,32,1999
Abril,4,12,32,1999
Abril,4,12.5,31.5,1999
Abril,4,13.5,31.5,1999
Abril,4,12,31.5,1999
Abril,4,12,29,1999
Abril,4,11.5,27,1999
Abril,4,11,27,1999
Abril,4,11,26.5,1999
Abril,4,8.5,26,1999
Abril,4,9,27,1999
Abril,4,10,29.5,1999
Abril,4,11,30,1999
Abril,4,11.4,30,1999
Abril,4,12,28,1999
Abril,4,12.5,29,1999
Abril,4,15,28,1999
Abril,4,14,28,1999
Abril,4,13,27,1999
Abril,4,9.5,29.5,1999
Abril,4,9.5,30.4,1999
Abril,4,11,29.8,1999
Abril,4,11,29,1999
Abril,4,13.5,26.5,2000
Abril,4,11.5,20,2000
Abril,4,5.5,20.5,2000
Abril,4,3.5,25,2000
Abril,4,3.5,27.5,2000
Abril,4,7,28,2000
Abril,4,5.5,27.5,2000
Abril,4,9,28,2000
Abril,4,12,29,2000
Abril,4,12.5,26,2000
Abril,4,8.4,26.7,2000
Abril,4,7,26.5,2000
Abril,4,7,27,2000
Abril,4,7.5,29,2000
Abril,4,8.5,29,2000
Abril,4,9,28.5,2000
Abril,4,9,31.5,2000
Abril,4,9,32,2000
Abril,4,12,31.5,2000
Abril,4,13,33,2000
Abril,4,14,32.5,2000
Abril,4,13,31,2000
Abril,4,13.5,28.5,2000
Abril,4,11,31.5,2000
Abril,4,10.5,31.5,2000
Abril,4,11,30.5,2000
Abril,4,14,29,2000
Abril,4,12.5,29.5,2000
Abril,4,11,29.5,2000
Abril,4,11,31.5,2000
Mayo,5,9,26,1941
Mayo,5,11.5,25,1941
Mayo,5,7,27.5,1941
Mayo,5,10,29,1941
Mayo,5,12,27.5,1941
Mayo,5,5.5,29,1941
Mayo,5,8,31,1941
Mayo,5,9,32.5,1941
Mayo,5,11,33,1941
Mayo,5,11.5,30,1941
Mayo,5,10,31.5,1941
Mayo,5,11,31,1941
Mayo,5,12,30.5,1941
Mayo,5,13,32,1941
Mayo,5,15.5,31.5,1941
Mayo,5,13.5,31.5,1941
Mayo,5,16,29.5,1941
Mayo,5,10,27.5,1941
Mayo,5,7.5,29,1941
Mayo,5,11,29,1941
Mayo,5,10.5,31,1941
Mayo,5,12,30.5,1941
Mayo,5,9.5,32,1941
Mayo,5,13,30,1941
Mayo,5,13.5,30,1941
Mayo,5,11.5,28.5,1941
Mayo,5,11.5,29.5,1941
Mayo,5,14,31,1941
Mayo,5,12.5,29.5,1941
Mayo,5,13.5,30.5,1941
Mayo,5,13,31,1941
Mayo,5,14.5,22.5,1942
Mayo,5,13.5,30.5,1942
Mayo,5,13.5,31.5,1942
Mayo,5,13.5,33.5,1942
Mayo,5,11,33.5,1942
Mayo,5,10,32.5,1942
Mayo,5,16.5,33,1942
Mayo,5,10.5,32,1942
Mayo,5,10.5,31.5,1942
Mayo,5,12,30.5,1942
Mayo,5,11.5,30.5,1942
Mayo,5,12,28.5,1942
Mayo,5,8.5,30.5,1942
Mayo,5,10.5,32.5,1942
Mayo,5,9.5,33.5,1942
Mayo,5,12.5,31.5,1942
Mayo,5,12,32.5,1942
Mayo,5,11,33.5,1942
Mayo,5,9.5,32.5,1942
Mayo,5,13,30.5,1942
Mayo,5,11.5,29.5,1942
Mayo,5,11,32.5,1942
Mayo,5,14.5,31.5,1942
Mayo,5,15,33.5,1942
Mayo,5,13.5,31.5,1942
Mayo,5,14.5,32,1942
Mayo,5,13.5,31,1942
Mayo,5,13.5,34.5,1942
Mayo,5,14.5,33.5,1942
Mayo,5,14.5,35.5,1942
Mayo,5,9,28,1943
Mayo,5,8,29,1943
Mayo,5,9,31,1943
Mayo,5,13,30,1943
Mayo,5,11,31,1943
Mayo,5,11,30,1943
Mayo,5,12,29,1943
Mayo,5,7,28,1943
Mayo,5,6,29,1943
Mayo,5,5,30.5,1943
Mayo,5,7,33,1943
Mayo,5,16,34,1943
Mayo,5,15.5,34,1943
Mayo,5,13,35,1943
Mayo,5,16,34,1943
Mayo,5,14.5,34,1943
Mayo,5,13,35,1943
Mayo,5,12.5,36.5,1943
Mayo,5,16.5,35.5,1943
Mayo,5,13,31,1943
Mayo,5,10.5,32,1943
Mayo,5,14,31,1943
Mayo,5,14,31.6,1943
Mayo,5,7.5,31,1943
Mayo,5,11,32.5,1943
Mayo,5,12.5,32.5,1943
Mayo,5,11,31.5,1943
Mayo,5,11.5,31.5,1943
Mayo,5,10,32,1943
Mayo,5,13,31.5,1943
Mayo,5,12.5,32,1943
Mayo,5,6.5,28,1944
Mayo,5,6,29.5,1944
Mayo,5,7,30.5,1944
Mayo,5,9.5,30.5,1944
Mayo,5,11.5,28.5,1944
Mayo,5,7.5,31,1944
Mayo,5,9,30.5,1944
Mayo,5,9.5,29,1944
Mayo,5,8.5,30.5,1944
Mayo,5,14.5,30,1944
Mayo,5,10.5,27.5,1944
Mayo,5,9,29,1944
Mayo,5,9,29,1944
Mayo,5,9.5,28,1944
Mayo,5,7,29,1944
Mayo,5,11,29.5,1944
Mayo,5,11,27.5,1944
Mayo,5,9,28,1944
Mayo,5,10,26.5,1944
Mayo,5,9,27.5,1944
Mayo,5,8,27,1944
Mayo,5,7,30,1944
Mayo,5,13,31,1944
Mayo,5,15,29.5,1944
Mayo,5,8.5,27,1944
Mayo,5,8,26.5,1944
Mayo,5,8.5,28,1944
Mayo,5,8,30,1944
Mayo,5,7,30,1944
Mayo,5,13,33.5,1944
Mayo,5,12,32.5,1944
Mayo,5,8,27.5,1945
Mayo,5,8.5,28.5,1945
Mayo,5,9.5,30.5,1945
Mayo,5,12,29.5,1945
Mayo,5,10,28.5,1945
Mayo,5,10,31.5,1945
Mayo,5,10,31.5,1945
Mayo,5,14,29,1945
Mayo,5,14,29,1945
Mayo,5,13,28.5,1945
Mayo,5,12,28,1945
Mayo,5,9,29,1945
Mayo,5,9.5,29.5,1945
Mayo,5,9.5,30.5,1945
Mayo,5,11.5,31,1945
Mayo,5,8,31,1945
Mayo,5,10,32.5,1945
Mayo,5,10.5,32.5,1945
Mayo,5,15,32,1945
Mayo,5,14.5,32,1945
Mayo,5,10,30,1945
Mayo,5,10,30,1945
Mayo,5,8.5,32,1945
Mayo,5,12,32.5,1945
Mayo,5,10.5,32.5,1945
Mayo,5,12.5,33,1945
Mayo,5,12,33,1945
Mayo,5,12,33.5,1945
Mayo,5,15,32,1945
Mayo,5,13,29.5,1945
Mayo,5,14.5,29,1945
Mayo,5,9,29.5,1946
Mayo,5,8.5,31.5,1946
Mayo,5,4.5,26.5,1946
Mayo,5,10,27.5,1946
Mayo,5,10.5,27,1946
Mayo,5,8,27.5,1946
Mayo,5,10.5,27.5,1946
Mayo,5,9.5,25.5,1946
Mayo,5,8,26,1946
Mayo,5,11.5,25.5,1946
Mayo,5,8.5,29,1946
Mayo,5,11.5,30,1946
Mayo,5,9.5,29.5,1946
Mayo,5,10,27,1946
Mayo,5,12.5,30.5,1946
