m,y,tipo,t,nombremes
4,1995,max,17,Abril
4,1995,max,16,Abril
4,1995,max,12,Abril
4,1995,max,12.5,Abril
4,1995,max,13,Abril
4,1995,max,13.5,Abril
4,1995,max,15,Abril
4,1995,max,17,Abril
4,1995,max,27,Abril
4,1995,max,27,Abril
4,1995,max,31,Abril
4,1995,max,26,Abril
4,1995,max,24,Abril
4,1995,max,23,Abril
4,1995,max,24,Abril
4,1995,max,27,Abril
4,1995,max,28,Abril
5,1995,max,27,Mayo
5,1995,max,22,Mayo
5,1995,max,25,Mayo
5,1995,max,14,Mayo
5,1995,max,13,Mayo
5,1995,max,13,Mayo
5,1995,max,14,Mayo
5,1995,max,17,Mayo
5,1995,max,22,Mayo
5,1995,max,24,Mayo
5,1995,max,23,Mayo
5,1995,max,21,Mayo
5,1995,max,14,Mayo
5,1995,max,18,Mayo
5,1995,max,22,Mayo
5,1995,max,17,Mayo
5,1995,max,22,Mayo
5,1995,max,26,Mayo
5,1995,max,28,Mayo
5,1995,max,23,Mayo
5,1995,max,22,Mayo
5,1995,max,18,Mayo
5,1995,max,18,Mayo
5,1995,max,17,Mayo
5,1995,max,21,Mayo
5,1995,max,25,Mayo
5,1995,max,25,Mayo
5,1995,max,25,Mayo
5,1995,max,27,Mayo
5,1995,max,31,Mayo
5,1995,max,28,Mayo
6,1995,max,19,Junio
6,1995,max,21,Junio
6,1995,max,21,Junio
6,1995,max,26,Junio
6,1995,max,25,Junio
6,1995,max,24,Junio
6,1995,max,19,Junio
6,1995,max,21,Junio
6,1995,max,26,Junio
6,1995,max,31,Junio
6,1995,max,30.2,Junio
6,1995,max,29,Junio
6,1995,max,30,Junio
6,1995,max,26,Junio
6,1995,max,22,Junio
6,1995,max,20,Junio
6,1995,max,24,Junio
6,1995,max,25,Junio
6,1995,max,29,Junio
6,1995,max,25,Junio
6,1995,max,25,Junio
6,1995,max,29,Junio
6,1995,max,32,Junio
6,1995,max,29,Junio
6,1995,max,27,Junio
6,1995,max,31,Junio
6,1995,max,33,Junio
6,1995,max,36,Junio
6,1995,max,34,Junio
6,1995,max,37,Junio
7,1995,max,32,Julio
7,1995,max,33,Julio
7,1995,max,28,Julio
7,1995,max,24,Julio
7,1995,max,28,Julio
7,1995,max,33,Julio
7,1995,max,29,Julio
7,1995,max,38,Julio
7,1995,max,38,Julio
7,1995,max,36,Julio
7,1995,max,36,Julio
7,1995,max,34,Julio
7,1995,max,32,Julio
7,1995,max,31,Julio
7,1995,max,33,Julio
7,1995,max,33,Julio
7,1995,max,36,Julio
7,1995,max,37,Julio
7,1995,max,37,Julio
7,1995,max,37,Julio
7,1995,max,35,Julio
7,1995,max,33,Julio
7,1995,max,32,Julio
7,1995,max,31,Julio
7,1995,max,34,Julio
7,1995,max,40,Julio
7,1995,max,40,Julio
7,1995,max,38,Julio
7,1995,max,37,Julio
7,1995,max,34,Julio
7,1995,max,35,Julio
8,1995,max,37,Agosto
8,1995,max,38,Agosto
8,1995,max,40,Agosto
8,1995,max,38,Agosto
8,1995,max,41,Agosto
8,1995,max,36,Agosto
8,1995,max,37,Agosto
8,1995,max,36,Agosto
8,1995,max,40,Agosto
8,1995,max,37,Agosto
8,1995,max,38,Agosto
8,1995,max,37,Agosto
8,1995,max,39,Agosto
8,1995,max,38,Agosto
8,1995,max,36,Agosto
8,1995,max,34,Agosto
8,1995,max,36,Agosto
8,1995,max,34,Agosto
8,1995,max,35,Agosto
8,1995,max,34,Agosto
8,1995,max,36,Agosto
8,1995,max,37,Agosto
8,1995,max,36,Agosto
8,1995,max,37,Agosto
8,1995,max,38,Agosto
8,1995,max,39,Agosto
8,1995,max,40,Agosto
8,1995,max,41,Agosto
8,1995,max,41,Agosto
8,1995,max,41,Agosto
8,1995,max,42,Agosto
9,1995,max,38,Septiembre
9,1995,max,36,Septiembre
9,1995,max,35,Septiembre
9,1995,max,38,Septiembre
9,1995,max,37,Septiembre
9,1995,max,33,Septiembre
9,1995,max,36,Septiembre
9,1995,max,32,Septiembre
9,1995,max,34,Septiembre
9,1995,max,33,Septiembre
9,1995,max,37,Septiembre
9,1995,max,39,Septiembre
9,1995,max,39,Septiembre
9,1995,max,37,Septiembre
9,1995,max,35.5,Septiembre
9,1995,max,29,Septiembre
9,1995,max,33,Septiembre
9,1995,max,31,Septiembre
9,1995,max,33,Septiembre
9,1995,max,35,Septiembre
9,1995,max,35,Septiembre
9,1995,max,34,Septiembre
9,1995,max,34,Septiembre
9,1995,max,34,Septiembre
9,1995,max,32,Septiembre
9,1995,max,26,Septiembre
9,1995,max,23,Septiembre
9,1995,max,25,Septiembre
9,1995,max,25,Septiembre
9,1995,max,30,Septiembre
10,1995,max,34,Octubre
10,1995,max,37,Octubre
10,1995,max,35,Octubre
10,1995,max,30,Octubre
10,1995,max,34,Octubre
10,1995,max,30,Octubre
10,1995,max,25,Octubre
10,1995,max,24.5,Octubre
10,1995,max,27,Octubre
10,1995,max,29,Octubre
10,1995,max,25,Octubre
10,1995,max,25,Octubre
10,1995,max,28,Octubre
10,1995,max,32,Octubre
10,1995,max,31,Octubre
10,1995,max,24,Octubre
10,1995,max,25,Octubre
10,1995,max,26,Octubre
10,1995,max,21,Octubre
10,1995,max,32,Octubre
10,1995,max,26,Octubre
10,1995,max,24,Octubre
10,1995,max,27,Octubre
10,1995,max,27,Octubre
10,1995,max,28,Octubre
10,1995,max,28,Octubre
10,1995,max,29,Octubre
10,1995,max,28,Octubre
10,1995,max,21,Octubre
10,1995,max,21,Octubre
10,1995,max,19,Octubre
11,1995,max,18,Noviembre
11,1995,max,24,Noviembre
11,1995,max,24,Noviembre
11,1995,max,25,Noviembre
11,1995,max,25,Noviembre
11,1995,max,23,Noviembre
11,1995,max,28,Noviembre
11,1995,max,28,Noviembre
11,1995,max,24,Noviembre
11,1995,max,24,Noviembre
11,1995,max,27,Noviembre
11,1995,max,29,Noviembre
11,1995,max,31,Noviembre
11,1995,max,28,Noviembre
11,1995,max,23,Noviembre
11,1995,max,28,Noviembre
11,1995,max,30,Noviembre
11,1995,max,28,Noviembre
11,1995,max,30,Noviembre
11,1995,max,29,Noviembre
11,1995,max,30,Noviembre
11,1995,max,28,Noviembre
11,1995,max,32,Noviembre
11,1995,max,32,Noviembre
11,1995,max,31.5,Noviembre
11,1995,max,26,Noviembre
11,1995,max,24,Noviembre
11,1995,max,28,Noviembre
11,1995,max,31,Noviembre
11,1995,max,29,Noviembre
12,1995,max,26,Diciembre
12,1995,max,24,Diciembre
12,1995,max,23,Diciembre
12,1995,max,29,Diciembre
12,1995,max,26,Diciembre
12,1995,max,26,Diciembre
12,1995,max,17,Diciembre
12,1995,max,24,Diciembre
12,1995,max,26,Diciembre
12,1995,max,27,Diciembre
12,1995,max,25,Diciembre
12,1995,max,20,Diciembre
12,1995,max,16,Diciembre
12,1995,max,18,Diciembre
12,1995,max,21,Diciembre
12,1995,max,16,Diciembre
12,1995,max,18,Diciembre
12,1995,max,20,Diciembre
12,1995,max,16,Diciembre
12,1995,max,13,Diciembre
12,1995,max,17,Diciembre
12,1995,max,17,Diciembre
12,1995,max,10,Diciembre
12,1995,max,17,Diciembre
12,1995,max,20,Diciembre
12,1995,max,23,Diciembre
12,1995,max,22,Diciembre
12,1995,max,19,Diciembre
12,1995,max,22,Diciembre
12,1995,max,21,Diciembre
12,1995,max,21,Diciembre
1,1996,max,24,Enero 
1,1996,max,20,Enero 
1,1996,max,19,Enero 
1,1996,max,19,Enero 
1,1996,max,18,Enero 
1,1996,max,27,Enero 
1,1996,max,29,Enero 
1,1996,max,27,Enero 
1,1996,max,24,Enero 
1,1996,max,27,Enero 
1,1996,max,31,Enero 
1,1996,max,29,Enero 
1,1996,max,28,Enero 
1,1996,max,28,Enero 
1,1996,max,28,Enero 
1,1996,max,22.5,Enero 
1,1996,max,17,Enero 
1,1996,max,19,Enero 
1,1996,max,16,Enero 
1,1996,max,20,Enero 
1,1996,max,17,Enero 
1,1996,max,17,Enero 
1,1996,max,17,Enero 
1,1996,max,16,Enero 
1,1996,max,12,Enero 
1,1996,max,17,Enero 
1,1996,max,20,Enero 
1,1996,max,18,Enero 
1,1996,max,20,Enero 
1,1996,max,17,Enero 
1,1996,max,17,Enero 
2,1996,max,14,Febrero
2,1996,max,16,Febrero
2,1996,max,17,Febrero
2,1996,max,23,Febrero
2,1996,max,25,Febrero
2,1996,max,25,Febrero
2,1996,max,30,Febrero
2,1996,max,29,Febrero
2,1996,max,20,Febrero
2,1996,max,18,Febrero
2,1996,max,18,Febrero
2,1996,max,22,Febrero
2,1996,max,21,Febrero
2,1996,max,21,Febrero
2,1996,max,23,Febrero
2,1996,max,24.5,Febrero
2,1996,max,26,Febrero
2,1996,max,23,Febrero
2,1996,max,23,Febrero
2,1996,max,24,Febrero
2,1996,max,20,Febrero
2,1996,max,16,Febrero
2,1996,max,21,Febrero
2,1996,max,14,Febrero
2,1996,max,12,Febrero
2,1996,max,9.5,Febrero
2,1996,max,13,Febrero
2,1996,max,14,Febrero
2,1996,max,19,Febrero
3,1996,max,23,Marzo
3,1996,max,24,Marzo
3,1996,max,23.5,Marzo
3,1996,max,18,Marzo
3,1996,max,16,Marzo
3,1996,max,23,Marzo
3,1996,max,27,Marzo
3,1996,max,30,Marzo
3,1996,max,27,Marzo
3,1996,max,25,Marzo
3,1996,max,22,Marzo
3,1996,max,18,Marzo
3,1996,max,13,Marzo
3,1996,max,17,Marzo
3,1996,max,20,Marzo
3,1996,max,21,Marzo
3,1996,max,22,Marzo
3,1996,max,23,Marzo
3,1996,max,28,Marzo
3,1996,max,28,Marzo
3,1996,max,22,Marzo
3,1996,max,19,Marzo
3,1996,max,15,Marzo
3,1996,max,18,Marzo
3,1996,max,17,Marzo
3,1996,max,22,Marzo
3,1996,max,22,Marzo
3,1996,max,19,Marzo
3,1996,max,18,Marzo
3,1996,max,22,Marzo
3,1996,max,25,Marzo
4,1996,max,25,Abril
4,1996,max,20,Abril
4,1996,max,20,Abril
4,1996,max,25,Abril
4,1996,max,26,Abril
4,1996,max,29,Abril
4,1996,max,32,Abril
4,1996,max,30,Abril
4,1996,max,25,Abril
4,1996,max,18,Abril
4,1996,max,22,Abril
4,1996,max,23,Abril
4,1996,max,23,Abril
4,1996,max,30,Abril
4,1996,max,29,Abril
4,1996,max,24,Abril
4,1996,max,21,Abril
4,1996,max,19,Abril
4,1996,max,24,Abril
4,1996,max,21,Abril
4,1996,max,22,Abril
4,1996,max,28,Abril
4,1996,max,34,Abril
4,1996,max,34,Abril
4,1996,max,28,Abril
4,1996,max,30,Abril
4,1996,max,27,Abril
4,1996,max,27,Abril
4,1996,max,36,Abril
4,1996,max,35,Abril
5,1996,max,31,Mayo
5,1996,max,28,Mayo
5,1996,max,29,Mayo
5,1996,max,29,Mayo
5,1996,max,30,Mayo
5,1996,max,30,Mayo
5,1996,max,27,Mayo
5,1996,max,29,Mayo
5,1996,max,27,Mayo
5,1996,max,32,Mayo
5,1996,max,38,Mayo
5,1996,max,33,Mayo
5,1996,max,29,Mayo
5,1996,max,30,Mayo
5,1996,max,31,Mayo
5,1996,max,28,Mayo
5,1996,max,32,Mayo
5,1996,max,31,Mayo
5,1996,max,28,Mayo
5,1996,max,25,Mayo
5,1996,max,28,Mayo
5,1996,max,24,Mayo
5,1996,max,23,Mayo
5,1996,max,20,Mayo
5,1996,max,20,Mayo
5,1996,max,26,Mayo
5,1996,max,23,Mayo
5,1996,max,23,Mayo
5,1996,max,23,Mayo
5,1996,max,22,Mayo
5,1996,max,27,Mayo
6,1996,max,33,Junio
6,1996,max,37,Junio
6,1996,max,37,Junio
6,1996,max,33,Junio
6,1996,max,28,Junio
6,1996,max,30,Junio
6,1996,max,31,Junio
6,1996,max,34,Junio
6,1996,max,29,Junio
6,1996,max,32,Junio
6,1996,max,30,Junio
6,1996,max,29,Junio
6,1996,max,28,Junio
6,1996,max,28,Junio
6,1996,max,27,Junio
6,1996,max,27,Junio
6,1996,max,32,Junio
6,1996,max,34,Junio
6,1996,max,31,Junio
6,1996,max,28,Junio
6,1996,max,24,Junio
6,1996,max,26,Junio
6,1996,max,26,Junio
6,1996,max,26,Junio
6,1996,max,24,Junio
6,1996,max,22,Junio
6,1996,max,24,Junio
6,1996,max,30,Junio
6,1996,max,37,Junio
6,1996,max,38,Junio
7,1996,max,31,Julio
7,1996,max,35,Julio
7,1996,max,35,Julio
7,1996,max,37,Julio
7,1996,max,38,Julio
7,1996,max,37,Julio
7,1996,max,32,Julio
7,1996,max,29,Julio
7,1996,max,31,Julio
7,1996,max,31,Julio
7,1996,max,32,Julio
7,1996,max,31,Julio
7,1996,max,32,Julio
7,1996,max,26,Julio
7,1996,max,28,Julio
7,1996,max,28,Julio
7,1996,max,28,Julio
7,1996,max,32,Julio
7,1996,max,35,Julio
7,1996,max,35,Julio
7,1996,max,37,Julio
7,1996,max,36,Julio
7,1996,max,35,Julio
7,1996,max,34,Julio
7,1996,max,37,Julio
7,1996,max,35,Julio
7,1996,max,35,Julio
7,1996,max,38,Julio
7,1996,max,39,Julio
7,1996,max,29,Julio
7,1996,max,31,Julio
8,1996,max,33,Agosto
8,1996,max,32,Agosto
8,1996,max,28,Agosto
8,1996,max,28,Agosto
8,1996,max,27,Agosto
8,1996,max,29,Agosto
8,1996,max,29,Agosto
8,1996,max,32,Agosto
8,1996,max,35,Agosto
8,1996,max,32,Agosto
8,1996,max,37,Agosto
8,1996,max,36,Agosto
8,1996,max,38,Agosto
8,1996,max,34,Agosto
8,1996,max,34,Agosto
8,1996,max,34,Agosto
8,1996,max,33,Agosto
8,1996,max,30,Agosto
8,1996,max,32,Agosto
8,1996,max,33,Agosto
8,1996,max,35,Agosto
8,1996,max,36,Agosto
8,1996,max,38,Agosto
8,1996,max,41,Agosto
8,1996,max,40,Agosto
8,1996,max,38,Agosto
8,1996,max,36,Agosto
8,1996,max,37,Agosto
8,1996,max,39,Agosto
8,1996,max,35,Agosto
8,1996,max,34,Agosto
9,1996,max,33,Septiembre
9,1996,max,31,Septiembre
9,1996,max,32,Septiembre
9,1996,max,32,Septiembre
9,1996,max,30,Septiembre
9,1996,max,32,Septiembre
9,1996,max,32,Septiembre
9,1996,max,34,Septiembre
9,1996,max,35,Septiembre
9,1996,max,35,Septiembre
9,1996,max,35,Septiembre
9,1996,max,32,Septiembre
9,1996,max,24,Septiembre
9,1996,max,25,Septiembre
9,1996,max,26,Septiembre
9,1996,max,25,Septiembre
9,1996,max,24,Septiembre
9,1996,max,25,Septiembre
9,1996,max,28,Septiembre
9,1996,max,30,Septiembre
9,1996,max,30,Septiembre
9,1996,max,23,Septiembre
9,1996,max,27,Septiembre
9,1996,max,27,Septiembre
9,1996,max,27,Septiembre
9,1996,max,25,Septiembre
9,1996,max,30,Septiembre
9,1996,max,36,Septiembre
9,1996,max,34,Septiembre
9,1996,max,31,Septiembre
10,1996,max,25,Octubre
10,1996,max,26,Octubre
10,1996,max,35,Octubre
10,1996,max,37,Octubre
10,1996,max,31,Octubre
10,1996,max,33,Octubre
10,1996,max,40,Octubre
10,1996,max,40,Octubre
10,1996,max,37,Octubre
10,1996,max,37,Octubre
10,1996,max,33,Octubre
10,1996,max,33,Octubre
10,1996,max,28,Octubre
10,1996,max,25,Octubre
10,1996,max,26,Octubre
10,1996,max,24,Octubre
10,1996,max,25,Octubre
10,1996,max,26,Octubre
10,1996,max,20,Octubre
10,1996,max,20,Octubre
10,1996,max,23,Octubre
10,1996,max,27,Octubre
10,1996,max,22,Octubre
10,1996,max,22,Octubre
10,1996,max,19,Octubre
10,1996,max,18,Octubre
10,1996,max,17,Octubre
10,1996,max,17,Octubre
10,1996,max,20,Octubre
10,1996,max,20,Octubre
10,1996,max,16,Octubre
11,1996,max,25,Noviembre
11,1996,max,18,Noviembre
11,1996,max,19,Noviembre
11,1996,max,22,Noviembre
11,1996,max,18,Noviembre
11,1996,max,23,Noviembre
11,1996,max,31,Noviembre
11,1996,max,35,Noviembre
11,1996,max,37,Noviembre
11,1996,max,31,Noviembre
11,1996,max,31,Noviembre
11,1996,max,31,Noviembre
11,1996,max,29,Noviembre
11,1996,max,21,Noviembre
11,1996,max,15.5,Noviembre
11,1996,max,17,Noviembre
11,1996,max,24,Noviembre
11,1996,max,27,Noviembre
11,1996,max,26,Noviembre
11,1996,max,27,Noviembre
11,1996,max,25,Noviembre
11,1996,max,17,Noviembre
11,1996,max,20,Noviembre
11,1996,max,24,Noviembre
11,1996,max,26,Noviembre
11,1996,max,24,Noviembre
11,1996,max,20,Noviembre
11,1996,max,21,Noviembre
11,1996,max,15,Noviembre
11,1996,max,20,Noviembre
12,1996,max,22,Diciembre
12,1996,max,25,Diciembre
12,1996,max,23,Diciembre
12,1996,max,23,Diciembre
12,1996,max,20,Diciembre
12,1996,max,17,Diciembre
12,1996,max,25,Diciembre
12,1996,max,29,Diciembre
12,1996,max,21,Diciembre
12,1996,max,18,Diciembre
12,1996,max,20,Diciembre
12,1996,max,22,Diciembre
12,1996,max,24,Diciembre
12,1996,max,26,Diciembre
12,1996,max,21,Diciembre
12,1996,max,27,Diciembre
12,1996,max,23,Diciembre
12,1996,max,20,Diciembre
12,1996,max,25,Diciembre
12,1996,max,21,Diciembre
12,1996,max,16,Diciembre
12,1996,max,16,Diciembre
12,1996,max,18,Diciembre
12,1996,max,25,Diciembre
12,1996,max,22,Diciembre
12,1996,max,18,Diciembre
12,1996,max,17,Diciembre
12,1996,max,18,Diciembre
12,1996,max,22,Diciembre
12,1996,max,21,Diciembre
12,1996,max,19,Diciembre
1,1997,max,23,Enero 
1,1997,max,23,Enero 
1,1997,max,17,Enero 
1,1997,max,17,Enero 
1,1997,max,13,Enero 
1,1997,max,12,Enero 
1,1997,max,17,Enero 
1,1997,max,21,Enero 
1,1997,max,19,Enero 
1,1997,max,21,Enero 
1,1997,max,15,Enero 
1,1997,max,13.5,Enero 
1,1997,max,13,Enero 
1,1997,max,13.5,Enero 
1,1997,max,17,Enero 
1,1997,max,19,Enero 
1,1997,max,22,Enero 
1,1997,max,27,Enero 
1,1997,max,26,Enero 
1,1997,max,17,Enero 
1,1997,max,16,Enero 
1,1997,max,17,Enero 
1,1997,max,13.5,Enero 
1,1997,max,19,Enero 
1,1997,max,19,Enero 
1,1997,max,16,Enero 
1,1997,max,21,Enero 
1,1997,max,23,Enero 
1,1997,max,22,Enero 
1,1997,max,24,Enero 
1,1997,max,24,Enero 
2,1997,max,22,Febrero
2,1997,max,22,Febrero
2,1997,max,21,Febrero
2,1997,max,21,Febrero
2,1997,max,17,Febrero
2,1997,max,20,Febrero
2,1997,max,20,Febrero
2,1997,max,22,Febrero
2,1997,max,20,Febrero
2,1997,max,17,Febrero
2,1997,max,15.5,Febrero
2,1997,max,14,Febrero
2,1997,max,18.5,Febrero
2,1997,max,25,Febrero
2,1997,max,28,Febrero
2,1997,max,25,Febrero
2,1997,max,18,Febrero
2,1997,max,18,Febrero
2,1997,max,24,Febrero
2,1997,max,22,Febrero
2,1997,max,23,Febrero
2,1997,max,22,Febrero
2,1997,max,17,Febrero
2,1997,max,13,Febrero
2,1997,max,17,Febrero
2,1997,max,16,Febrero
2,1997,max,9,Febrero
2,1997,max,12,Febrero
3,1997,max,17,Marzo
3,1997,max,19,Marzo
3,1997,max,18,Marzo
3,1997,max,22,Marzo
3,1997,max,28,Marzo
3,1997,max,27,Marzo
3,1997,max,24,Marzo
3,1997,max,23,Marzo
3,1997,max,29,Marzo
3,1997,max,32,Marzo
3,1997,max,29,Marzo
3,1997,max,25,Marzo
3,1997,max,27,Marzo
3,1997,max,27,Marzo
3,1997,max,21,Marzo
3,1997,max,17,Marzo
3,1997,max,24,Marzo
3,1997,max,32,Marzo
3,1997,max,36,Marzo
3,1997,max,34,Marzo
3,1997,max,32,Marzo
3,1997,max,25,Marzo
3,1997,max,18,Marzo
3,1997,max,21,Marzo
3,1997,max,29,Marzo
3,1997,max,28,Marzo
3,1997,max,29,Marzo
3,1997,max,24,Marzo
3,1997,max,21,Marzo
3,1997,max,18,Marzo
3,1997,max,18,Marzo
4,1997,max,17,Abril
4,1997,max,13,Abril
4,1997,max,14,Abril
4,1997,max,17,Abril
4,1997,max,17,Abril
4,1997,max,18,Abril
4,1997,max,23,Abril
4,1997,max,22,Abril
4,1997,max,25,Abril
4,1997,max,20,Abril
4,1997,max,19,Abril
4,1997,max,22,Abril
4,1997,max,26,Abril
4,1997,max,24,Abril
4,1997,max,30,Abril
4,1997,max,30,Abril
4,1997,max,27,Abril
4,1997,max,27,Abril
4,1997,max,35,Abril
4,1997,max,28,Abril
4,1997,max,31,Abril
4,1997,max,27,Abril
4,1997,max,24,Abril
4,1997,max,19,Abril
4,1997,max,28,Abril
4,1997,max,31,Abril
4,1997,max,27,Abril
4,1997,max,20,Abril
4,1997,max,20,Abril
4,1997,max,23,Abril
5,1997,max,24,Mayo
5,1997,max,30,Mayo
5,1997,max,31,Mayo
5,1997,max,32,Mayo
5,1997,max,33,Mayo
5,1997,max,33,Mayo
5,1997,max,31,Mayo
5,1997,max,28,Mayo
5,1997,max,29,Mayo
5,1997,max,26,Mayo
5,1997,max,25,Mayo
5,1997,max,27,Mayo
5,1997,max,27,Mayo
5,1997,max,31,Mayo
5,1997,max,36,Mayo
5,1997,max,31,Mayo
5,1997,max,26,Mayo
5,1997,max,23,Mayo
5,1997,max,21,Mayo
5,1997,max,24,Mayo
5,1997,max,27,Mayo
5,1997,max,28,Mayo
5,1997,max,27,Mayo
5,1997,max,22,Mayo
5,1997,max,21,Mayo
5,1997,max,26,Mayo
5,1997,max,31,Mayo
5,1997,max,36,Mayo
5,1997,max,34,Mayo
5,1997,max,30,Mayo
5,1997,max,31,Mayo
6,1997,max,32,Junio
6,1997,max,27,Junio
6,1997,max,27,Junio
6,1997,max,27,Junio
6,1997,max,24,Junio
6,1997,max,20,Junio
6,1997,max,20,Junio
6,1997,max,22,Junio
6,1997,max,26,Junio
6,1997,max,20,Junio
6,1997,max,24,Junio
6,1997,max,21,Junio
6,1997,max,18,Junio
6,1997,max,22,Junio
6,1997,max,25,Junio
6,1997,max,28,Junio
6,1997,max,31,Junio
6,1997,max,26,Junio
6,1997,max,30,Junio
6,1997,max,37,Junio
6,1997,max,26,Junio
6,1997,max,27,Junio
6,1997,max,28,Junio
6,1997,max,29,Junio
6,1997,max,26,Junio
6,1997,max,29,Junio
6,1997,max,28,Junio
6,1997,max,28,Junio
6,1997,max,31,Junio
6,1997,max,30,Junio
7,1997,max,36,Julio
7,1997,max,37,Julio
7,1997,max,40,Julio
7,1997,max,35,Julio
7,1997,max,35,Julio
7,1997,max,35,Julio
7,1997,max,29,Julio
7,1997,max,28,Julio
7,1997,max,28,Julio
7,1997,max,28,Julio
7,1997,max,25,Julio
7,1997,max,26,Julio
7,1997,max,30,Julio
7,1997,max,34,Julio
7,1997,max,36,Julio
7,1997,max,33,Julio
7,1997,max,30,Julio
7,1997,max,29,Julio
7,1997,max,25,Julio
7,1997,max,26,Julio
7,1997,max,26,Julio
7,1997,max,31,Julio
7,1997,max,32,Julio
7,1997,max,33,Julio
7,1997,max,28,Julio
7,1997,max,26,Julio
7,1997,max,27,Julio
7,1997,max,26,Julio
7,1997,max,27,Julio
7,1997,max,30,Julio
7,1997,max,34,Julio
8,1997,max,38,Agosto
8,1997,max,40,Agosto
8,1997,max,38,Agosto
8,1997,max,41,Agosto
8,1997,max,41,Agosto
8,1997,max,35,Agosto
8,1997,max,32,Agosto
8,1997,max,29,Agosto
8,1997,max,27,Agosto
8,1997,max,26,Agosto
8,1997,max,26,Agosto
8,1997,max,28,Agosto
8,1997,max,33,Agosto
8,1997,max,28,Agosto
8,1997,max,26,Agosto
8,1997,max,28,Agosto
8,1997,max,28,Agosto
8,1997,max,31,Agosto
8,1997,max,30,Agosto
8,1997,max,36,Agosto
8,1997,max,37,Agosto
8,1997,max,36,Agosto
8,1997,max,36,Agosto
8,1997,max,36,Agosto
8,1997,max,39,Agosto
8,1997,max,35,Agosto
8,1997,max,34,Agosto
8,1997,max,32,Agosto
8,1997,max,33,Agosto
8,1997,max,33,Agosto
8,1997,max,35,Agosto
9,1997,max,32,Septiembre
9,1997,max,33,Septiembre
9,1997,max,35,Septiembre
9,1997,max,36,Septiembre
9,1997,max,35,Septiembre
9,1997,max,33,Septiembre
9,1997,max,36,Septiembre
9,1997,max,36,Septiembre
9,1997,max,38,Septiembre
9,1997,max,37,Septiembre
9,1997,max,31,Septiembre
9,1997,max,28,Septiembre
9,1997,max,32,Septiembre
9,1997,max,35,Septiembre
9,1997,max,35,Septiembre
9,1997,max,36,Septiembre
9,1997,max,35,Septiembre
9,1997,max,34,Septiembre
9,1997,max,32,Septiembre
9,1997,max,29,Septiembre
9,1997,max,29,Septiembre
9,1997,max,36,Septiembre
9,1997,max,38,Septiembre
9,1997,max,36,Septiembre
9,1997,max,27,Septiembre
9,1997,max,27,Septiembre
9,1997,max,31,Septiembre
9,1997,max,28,Septiembre
9,1997,max,27,Septiembre
9,1997,max,31,Septiembre
10,1997,max,30,Octubre
10,1997,max,23,Octubre
10,1997,max,26,Octubre
10,1997,max,27,Octubre
10,1997,max,27,Octubre
10,1997,max,22,Octubre
10,1997,max,18,Octubre
10,1997,max,23,Octubre
10,1997,max,28,Octubre
10,1997,max,25,Octubre
10,1997,max,18,Octubre
10,1997,max,24,Octubre
10,1997,max,32,Octubre
10,1997,max,38,Octubre
10,1997,max,38,Octubre
10,1997,max,37,Octubre
10,1997,max,34,Octubre
10,1997,max,30,Octubre
10,1997,max,26,Octubre
10,1997,max,22,Octubre
10,1997,max,21,Octubre
10,1997,max,23,Octubre
10,1997,max,25,Octubre
10,1997,max,21,Octubre
10,1997,max,25,Octubre
10,1997,max,27,Octubre
10,1997,max,23,Octubre
10,1997,max,24,Octubre
10,1997,max,26,Octubre
10,1997,max,30,Octubre
10,1997,max,33,Octubre
11,1997,max,35,Noviembre
11,1997,max,36,Noviembre
11,1997,max,34,Noviembre
11,1997,max,32,Noviembre
11,1997,max,29,Noviembre
11,1997,max,29,Noviembre
11,1997,max,25,Noviembre
11,1997,max,21,Noviembre
11,1997,max,22,Noviembre
11,1997,max,17,Noviembre
11,1997,max,19,Noviembre
11,1997,max,19,Noviembre
11,1997,max,15,Noviembre
11,1997,max,16,Noviembre
11,1997,max,20,Noviembre
11,1997,max,22,Noviembre
11,1997,max,22,Noviembre
11,1997,max,24,Noviembre
11,1997,max,25,Noviembre
11,1997,max,24,Noviembre
11,1997,max,26,Noviembre
11,1997,max,29,Noviembre
11,1997,max,27,Noviembre
11,1997,max,27,Noviembre
11,1997,max,28,Noviembre
11,1997,max,19,Noviembre
11,1997,max,16,Noviembre
11,1997,max,19,Noviembre
11,1997,max,17,Noviembre
11,1997,max,12,Noviembre
12,1997,max,16,Diciembre
12,1997,max,17,Diciembre
12,1997,max,21,Diciembre
12,1997,max,20,Diciembre
12,1997,max,21,Diciembre
12,1997,max,20,Diciembre
12,1997,max,17,Diciembre
12,1997,max,13,Diciembre
12,1997,max,16,Diciembre
12,1997,max,13,Diciembre
12,1997,max,11,Diciembre
12,1997,max,16,Diciembre
12,1997,max,24,Diciembre
12,1997,max,21,Diciembre
12,1997,max,20,Diciembre
12,1997,max,21,Diciembre
12,1997,max,20,Diciembre
12,1997,max,19,Diciembre
12,1997,max,18,Diciembre
12,1997,max,20,Diciembre
12,1997,max,13,Diciembre
12,1997,max,11,Diciembre
12,1997,max,16,Diciembre
12,1997,max,14,Diciembre
12,1997,max,13,Diciembre
12,1997,max,14,Diciembre
12,1997,max,20,Diciembre
12,1997,max,18,Diciembre
12,1997,max,22,Diciembre
12,1997,max,24,Diciembre
12,1997,max,23,Diciembre
1,1998,max,22,Enero 
1,1998,max,16,Enero 
