m,y,tipo,t,nombremes
11,2001,max,19,Noviembre
11,2001,max,27,Noviembre
11,2001,max,27,Noviembre
11,2001,max,27,Noviembre
11,2001,max,27,Noviembre
11,2001,max,26,Noviembre
11,2001,max,29,Noviembre
11,2001,max,30,Noviembre
11,2001,max,27,Noviembre
11,2001,max,21,Noviembre
11,2001,max,21,Noviembre
11,2001,max,20,Noviembre
11,2001,max,15,Noviembre
11,2001,max,16,Noviembre
11,2001,max,15,Noviembre
11,2001,max,19,Noviembre
11,2001,max,15,Noviembre
11,2001,max,17,Noviembre
12,2001,max,21,Diciembre
12,2001,max,19,Diciembre
12,2001,max,14,Diciembre
12,2001,max,14,Diciembre
12,2001,max,18,Diciembre
12,2001,max,24,Diciembre
12,2001,max,27,Diciembre
12,2001,max,26,Diciembre
12,2001,max,19,Diciembre
12,2001,max,13,Diciembre
12,2001,max,14,Diciembre
12,2001,max,17,Diciembre
12,2001,max,12,Diciembre
12,2001,max,20,Diciembre
12,2001,max,15,Diciembre
12,2001,max,19,Diciembre
12,2001,max,22,Diciembre
12,2001,max,25,Diciembre
12,2001,max,25,Diciembre
12,2001,max,19,Diciembre
12,2001,max,12,Diciembre
12,2001,max,13,Diciembre
12,2001,max,18,Diciembre
12,2001,max,19,Diciembre
12,2001,max,23,Diciembre
12,2001,max,25,Diciembre
12,2001,max,22,Diciembre
12,2001,max,22,Diciembre
12,2001,max,20,Diciembre
12,2001,max,18,Diciembre
12,2001,max,21,Diciembre
1,2002,max,19,Enero 
1,2002,max,21,Enero 
1,2002,max,21,Enero 
1,2002,max,24,Enero 
1,2002,max,23,Enero 
1,2002,max,27,Enero 
1,2002,max,30,Enero 
1,2002,max,29,Enero 
1,2002,max,17,Enero 
1,2002,max,25,Enero 
1,2002,max,26,Enero 
1,2002,max,28,Enero 
1,2002,max,25,Enero 
1,2002,max,20,Enero 
1,2002,max,15,Enero 
1,2002,max,14,Enero 
1,2002,max,18,Enero 
1,2002,max,20,Enero 
1,2002,max,18,Enero 
1,2002,max,22,Enero 
1,2002,max,20,Enero 
1,2002,max,14,Enero 
1,2002,max,15,Enero 
1,2002,max,20,Enero 
1,2002,max,27,Enero 
1,2002,max,22,Enero 
1,2002,max,15,Enero 
1,2002,max,12,Enero 
1,2002,max,9.5,Enero 
1,2002,max,12,Enero 
1,2002,max,16,Enero 
2,2002,max,19,Febrero
2,2002,max,18,Febrero
2,2002,max,23,Febrero
2,2002,max,23,Febrero
2,2002,max,25,Febrero
2,2002,max,25,Febrero
2,2002,max,24,Febrero
2,2002,max,24,Febrero
2,2002,max,22,Febrero
2,2002,max,22,Febrero
2,2002,max,28,Febrero
2,2002,max,26,Febrero
2,2002,max,25,Febrero
2,2002,max,19,Febrero
2,2002,max,23,Febrero
2,2002,max,19,Febrero
2,2002,max,14,Febrero
2,2002,max,14,Febrero
2,2002,max,19,Febrero
2,2002,max,26,Febrero
2,2002,max,30,Febrero
2,2002,max,35,Febrero
2,2002,max,26,Febrero
2,2002,max,24,Febrero
2,2002,max,29,Febrero
2,2002,max,32,Febrero
2,2002,max,30,Febrero
2,2002,max,19,Febrero
3,2002,max,20,Marzo
3,2002,max,20,Marzo
3,2002,max,22,Marzo
3,2002,max,27,Marzo
3,2002,max,24,Marzo
3,2002,max,25,Marzo
3,2002,max,17,Marzo
3,2002,max,17,Marzo
3,2002,max,23,Marzo
3,2002,max,25,Marzo
3,2002,max,25,Marzo
3,2002,max,25,Marzo
3,2002,max,18,Marzo
3,2002,max,14,Marzo
3,2002,max,16,Marzo
3,2002,max,13,Marzo
3,2002,max,15,Marzo
3,2002,max,15,Marzo
3,2002,max,24,Marzo
3,2002,max,27,Marzo
3,2002,max,28,Marzo
3,2002,max,25,Marzo
3,2002,max,18,Marzo
3,2002,max,16,Marzo
3,2002,max,20,Marzo
3,2002,max,23,Marzo
3,2002,max,17,Marzo
3,2002,max,14,Marzo
3,2002,max,21,Marzo
3,2002,max,24,Marzo
3,2002,max,26,Marzo
4,2002,max,24,Abril
4,2002,max,20,Abril
4,2002,max,21,Abril
4,2002,max,22,Abril
4,2002,max,19,Abril
4,2002,max,14,Abril
4,2002,max,18,Abril
4,2002,max,20,Abril
4,2002,max,26,Abril
4,2002,max,29,Abril
4,2002,max,25,Abril
4,2002,max,24.5,Abril
4,2002,max,29,Abril
4,2002,max,32,Abril
4,2002,max,16,Abril
4,2002,max,17,Abril
4,2002,max,19,Abril
4,2002,max,20,Abril
4,2002,max,18,Abril
4,2002,max,23,Abril
4,2002,max,26,Abril
4,2002,max,30,Abril
4,2002,max,30,Abril
4,2002,max,20,Abril
4,2002,max,22,Abril
4,2002,max,16,Abril
4,2002,max,19,Abril
4,2002,max,25,Abril
4,2002,max,28,Abril
4,2002,max,NA,Abril
5,2002,max,17,Mayo
5,2002,max,19,Mayo
5,2002,max,24,Mayo
5,2002,max,25,Mayo
5,2002,max,23,Mayo
5,2002,max,24,Mayo
5,2002,max,18,Mayo
5,2002,max,23,Mayo
5,2002,max,26,Mayo
5,2002,max,24,Mayo
5,2002,max,24,Mayo
5,2002,max,35,Mayo
5,2002,max,36,Mayo
5,2002,max,29,Mayo
5,2002,max,22,Mayo
5,2002,max,23,Mayo
5,2002,max,24,Mayo
5,2002,max,22,Mayo
5,2002,max,20,Mayo
5,2002,max,20,Mayo
5,2002,max,19,Mayo
5,2002,max,24,Mayo
5,2002,max,24,Mayo
5,2002,max,25,Mayo
5,2002,max,23,Mayo
5,2002,max,23,Mayo
5,2002,max,24,Mayo
5,2002,max,28,Mayo
5,2002,max,27,Mayo
5,2002,max,31,Mayo
5,2002,max,30,Mayo
6,2002,max,26,Junio
6,2002,max,25,Junio
6,2002,max,22,Junio
6,2002,max,26,Junio
6,2002,max,36,Junio
6,2002,max,35,Junio
6,2002,max,28,Junio
6,2002,max,24,Junio
6,2002,max,20,Junio
6,2002,max,21,Junio
6,2002,max,24,Junio
6,2002,max,28,Junio
6,2002,max,30,Junio
6,2002,max,34,Junio
6,2002,max,35,Junio
6,2002,max,36,Junio
6,2002,max,36,Junio
6,2002,max,34,Junio
6,2002,max,27,Junio
6,2002,max,26,Junio
6,2002,max,26,Junio
6,2002,max,29,Junio
6,2002,max,30,Junio
6,2002,max,26,Junio
6,2002,max,34,Junio
6,2002,max,34,Junio
6,2002,max,29,Junio
6,2002,max,29,Junio
6,2002,max,28,Junio
6,2002,max,32,Junio
7,2002,max,33,Julio
7,2002,max,36,Julio
7,2002,max,30,Julio
7,2002,max,23,Julio
7,2002,max,25,Julio
7,2002,max,27,Julio
7,2002,max,31,Julio
7,2002,max,36,Julio
7,2002,max,36,Julio
7,2002,max,33,Julio
7,2002,max,35,Julio
7,2002,max,33,Julio
7,2002,max,34,Julio
7,2002,max,35,Julio
7,2002,max,31,Julio
7,2002,max,30,Julio
7,2002,max,32,Julio
7,2002,max,29,Julio
7,2002,max,28,Julio
7,2002,max,28,Julio
7,2002,max,27,Julio
7,2002,max,30,Julio
7,2002,max,33,Julio
7,2002,max,35,Julio
7,2002,max,37,Julio
7,2002,max,33,Julio
7,2002,max,27,Julio
7,2002,max,30,Julio
7,2002,max,32,Julio
7,2002,max,31,Julio
7,2002,max,31,Julio
8,2002,max,30,Agosto
8,2002,max,31,Agosto
8,2002,max,35,Agosto
8,2002,max,34,Agosto
8,2002,max,34,Agosto
8,2002,max,33,Agosto
8,2002,max,34,Agosto
8,2002,max,35,Agosto
8,2002,max,40,Agosto
8,2002,max,39,Agosto
8,2002,max,35,Agosto
8,2002,max,34,Agosto
8,2002,max,33,Agosto
8,2002,max,33,Agosto
8,2002,max,31,Agosto
8,2002,max,30,Agosto
8,2002,max,29,Agosto
8,2002,max,23,Agosto
8,2002,max,25,Agosto
8,2002,max,26,Agosto
8,2002,max,27,Agosto
8,2002,max,31,Agosto
8,2002,max,36,Agosto
8,2002,max,37,Agosto
8,2002,max,38,Agosto
8,2002,max,36,Agosto
8,2002,max,30,Agosto
8,2002,max,29,Agosto
8,2002,max,31,Agosto
8,2002,max,37,Agosto
8,2002,max,42,Agosto
9,2002,max,44,Septiembre
9,2002,max,38,Septiembre
9,2002,max,37,Septiembre
9,2002,max,34,Septiembre
9,2002,max,33,Septiembre
9,2002,max,34,Septiembre
9,2002,max,28,Septiembre
9,2002,max,30,Septiembre
9,2002,max,30,Septiembre
9,2002,max,34,Septiembre
9,2002,max,33,Septiembre
9,2002,max,33,Septiembre
9,2002,max,34,Septiembre
9,2002,max,38,Septiembre
9,2002,max,37,Septiembre
9,2002,max,32,Septiembre
9,2002,max,27,Septiembre
9,2002,max,23,Septiembre
9,2002,max,28,Septiembre
9,2002,max,36,Septiembre
9,2002,max,38,Septiembre
9,2002,max,39.5,Septiembre
9,2002,max,43,Septiembre
9,2002,max,38,Septiembre
9,2002,max,36,Septiembre
9,2002,max,33,Septiembre
9,2002,max,27,Septiembre
9,2002,max,21,Septiembre
9,2002,max,23,Septiembre
9,2002,max,21,Septiembre
10,2002,max,20,Octubre
10,2002,max,20,Octubre
10,2002,max,26,Octubre
10,2002,max,27,Octubre
10,2002,max,30,Octubre
10,2002,max,34,Octubre
10,2002,max,35,Octubre
10,2002,max,29.5,Octubre
10,2002,max,33,Octubre
10,2002,max,29,Octubre
10,2002,max,26,Octubre
10,2002,max,26,Octubre
10,2002,max,30,Octubre
10,2002,max,26,Octubre
10,2002,max,23,Octubre
10,2002,max,18,Octubre
10,2002,max,16,Octubre
10,2002,max,21,Octubre
10,2002,max,22,Octubre
10,2002,max,24,Octubre
10,2002,max,19,Octubre
10,2002,max,18,Octubre
10,2002,max,21,Octubre
10,2002,max,20,Octubre
10,2002,max,19,Octubre
10,2002,max,19,Octubre
10,2002,max,21,Octubre
10,2002,max,23,Octubre
10,2002,max,20,Octubre
10,2002,max,20,Octubre
10,2002,max,19,Octubre
11,2002,max,30,Noviembre
11,2002,max,24,Noviembre
11,2002,max,28,Noviembre
11,2002,max,24,Noviembre
11,2002,max,28,Noviembre
11,2002,max,29,Noviembre
11,2002,max,26,Noviembre
11,2002,max,18,Noviembre
11,2002,max,19,Noviembre
11,2002,max,21,Noviembre
11,2002,max,30,Noviembre
11,2002,max,31,Noviembre
11,2002,max,28,Noviembre
11,2002,max,27,Noviembre
11,2002,max,28,Noviembre
11,2002,max,32,Noviembre
11,2002,max,28,Noviembre
11,2002,max,31,Noviembre
11,2002,max,31,Noviembre
11,2002,max,33,Noviembre
11,2002,max,32.5,Noviembre
11,2002,max,30,Noviembre
11,2002,max,20,Noviembre
11,2002,max,24,Noviembre
11,2002,max,23,Noviembre
11,2002,max,19,Noviembre
11,2002,max,19,Noviembre
11,2002,max,24,Noviembre
11,2002,max,19,Noviembre
11,2002,max,17,Noviembre
12,2002,max,20,Diciembre
12,2002,max,20,Diciembre
12,2002,max,20,Diciembre
12,2002,max,23,Diciembre
12,2002,max,24,Diciembre
12,2002,max,21,Diciembre
12,2002,max,19,Diciembre
12,2002,max,25,Diciembre
12,2002,max,21,Diciembre
12,2002,max,19,Diciembre
12,2002,max,23,Diciembre
12,2002,max,23,Diciembre
12,2002,max,23,Diciembre
12,2002,max,24,Diciembre
12,2002,max,22,Diciembre
12,2002,max,19,Diciembre
12,2002,max,13,Diciembre
12,2002,max,13,Diciembre
12,2002,max,16,Diciembre
12,2002,max,12,Diciembre
12,2002,max,16,Diciembre
12,2002,max,12,Diciembre
12,2002,max,14,Diciembre
12,2002,max,14,Diciembre
12,2002,max,17,Diciembre
12,2002,max,19,Diciembre
12,2002,max,24,Diciembre
12,2002,max,21,Diciembre
12,2002,max,18,Diciembre
12,2002,max,18,Diciembre
12,2002,max,19,Diciembre
1,2003,max,22,Enero 
1,2003,max,27,Enero 
1,2003,max,29,Enero 
1,2003,max,30,Enero 
1,2003,max,28,Enero 
1,2003,max,21,Enero 
1,2003,max,20,Enero 
1,2003,max,20,Enero 
1,2003,max,18,Enero 
1,2003,max,19,Enero 
1,2003,max,21,Enero 
1,2003,max,23,Enero 
1,2003,max,26,Enero 
1,2003,max,27,Enero 
1,2003,max,30,Enero 
1,2003,max,29,Enero 
1,2003,max,27,Enero 
1,2003,max,27,Enero 
1,2003,max,26,Enero 
1,2003,max,17.5,Enero 
1,2003,max,22,Enero 
1,2003,max,25,Enero 
1,2003,max,28,Enero 
1,2003,max,27,Enero 
1,2003,max,30,Enero 
1,2003,max,31,Enero 
1,2003,max,27,Enero 
1,2003,max,26.5,Enero 
1,2003,max,26.5,Enero 
1,2003,max,31,Enero 
1,2003,max,33.5,Enero 
2,2003,max,29,Febrero
2,2003,max,22,Febrero
2,2003,max,24,Febrero
2,2003,max,22,Febrero
2,2003,max,20,Febrero
2,2003,max,18.5,Febrero
2,2003,max,18,Febrero
2,2003,max,16,Febrero
2,2003,max,20,Febrero
2,2003,max,21,Febrero
2,2003,max,20,Febrero
2,2003,max,16.5,Febrero
2,2003,max,17,Febrero
2,2003,max,16,Febrero
2,2003,max,18.5,Febrero
2,2003,max,20,Febrero
2,2003,max,21.5,Febrero
2,2003,max,22,Febrero
2,2003,max,19,Febrero
2,2003,max,18,Febrero
2,2003,max,23,Febrero
2,2003,max,19,Febrero
2,2003,max,15,Febrero
2,2003,max,17,Febrero
2,2003,max,12,Febrero
2,2003,max,12.5,Febrero
2,2003,max,13,Febrero
2,2003,max,14,Febrero
3,2003,max,14,Marzo
3,2003,max,18,Marzo
3,2003,max,13,Marzo
3,2003,max,13,Marzo
3,2003,max,17.5,Marzo
3,2003,max,19,Marzo
3,2003,max,18,Marzo
3,2003,max,21,Marzo
3,2003,max,24,Marzo
3,2003,max,26.5,Marzo
3,2003,max,24,Marzo
3,2003,max,24,Marzo
3,2003,max,24,Marzo
3,2003,max,23,Marzo
3,2003,max,18,Marzo
3,2003,max,14,Marzo
3,2003,max,15,Marzo
3,2003,max,17,Marzo
3,2003,max,18,Marzo
3,2003,max,17,Marzo
3,2003,max,24,Marzo
3,2003,max,23.5,Marzo
3,2003,max,23,Marzo
3,2003,max,19,Marzo
3,2003,max,25,Marzo
3,2003,max,28,Marzo
3,2003,max,24,Marzo
3,2003,max,23,Marzo
3,2003,max,24,Marzo
3,2003,max,30,Marzo
3,2003,max,28,Marzo
4,2003,max,24,Abril
4,2003,max,16,Abril
4,2003,max,15,Abril
4,2003,max,16,Abril
4,2003,max,15,Abril
4,2003,max,19,Abril
4,2003,max,27,Abril
4,2003,max,31,Abril
4,2003,max,27,Abril
4,2003,max,23,Abril
4,2003,max,24,Abril
4,2003,max,23,Abril
4,2003,max,24,Abril
4,2003,max,18,Abril
4,2003,max,16,Abril
4,2003,max,20,Abril
4,2003,max,14,Abril
4,2003,max,19,Abril
4,2003,max,21,Abril
4,2003,max,23,Abril
4,2003,max,16,Abril
4,2003,max,14,Abril
4,2003,max,19,Abril
4,2003,max,21.5,Abril
4,2003,max,23,Abril
4,2003,max,23,Abril
4,2003,max,21,Abril
4,2003,max,22,Abril
4,2003,max,20,Abril
4,2003,max,20,Abril
5,2003,max,22,Mayo
5,2003,max,20,Mayo
5,2003,max,17,Mayo
5,2003,max,18,Mayo
5,2003,max,20,Mayo
5,2003,max,18,Mayo
5,2003,max,18,Mayo
5,2003,max,15,Mayo
5,2003,max,18,Mayo
5,2003,max,18,Mayo
5,2003,max,25,Mayo
5,2003,max,28,Mayo
5,2003,max,27.5,Mayo
5,2003,max,19,Mayo
5,2003,max,26,Mayo
5,2003,max,27.5,Mayo
5,2003,max,29,Mayo
5,2003,max,28.5,Mayo
5,2003,max,28,Mayo
5,2003,max,31,Mayo
5,2003,max,36,Mayo
5,2003,max,32,Mayo
5,2003,max,24,Mayo
5,2003,max,21,Mayo
5,2003,max,23,Mayo
5,2003,max,28,Mayo
5,2003,max,31,Mayo
5,2003,max,38,Mayo
5,2003,max,26,Mayo
5,2003,max,26,Mayo
5,2003,max,24,Mayo
6,2003,max,21,Junio
6,2003,max,24,Junio
6,2003,max,23,Junio
6,2003,max,25,Junio
6,2003,max,23,Junio
6,2003,max,22,Junio
6,2003,max,23,Junio
6,2003,max,21,Junio
6,2003,max,20,Junio
6,2003,max,21,Junio
6,2003,max,24,Junio
6,2003,max,24,Junio
6,2003,max,26,Junio
6,2003,max,30,Junio
6,2003,max,27.5,Junio
6,2003,max,26,Junio
6,2003,max,26,Junio
6,2003,max,23,Junio
6,2003,max,17,Junio
6,2003,max,16,Junio
6,2003,max,19.5,Junio
6,2003,max,21,Junio
6,2003,max,24,Junio
6,2003,max,24,Junio
6,2003,max,31,Junio
6,2003,max,34,Junio
6,2003,max,34,Junio
6,2003,max,33,Junio
6,2003,max,33,Junio
6,2003,max,39,Junio
7,2003,max,36,Julio
7,2003,max,35,Julio
7,2003,max,39,Julio
7,2003,max,38,Julio
7,2003,max,35,Julio
7,2003,max,29,Julio
7,2003,max,27,Julio
7,2003,max,30,Julio
7,2003,max,33,Julio
7,2003,max,33,Julio
7,2003,max,37,Julio
7,2003,max,36,Julio
7,2003,max,35,Julio
7,2003,max,35,Julio
7,2003,max,34,Julio
7,2003,max,40,Julio
7,2003,max,31,Julio
7,2003,max,26,Julio
7,2003,max,35,Julio
7,2003,max,36,Julio
7,2003,max,36,Julio
7,2003,max,31,Julio
7,2003,max,33,Julio
7,2003,max,31,Julio
7,2003,max,30,Julio
7,2003,max,32,Julio
7,2003,max,32,Julio
7,2003,max,29,Julio
7,2003,max,31,Julio
7,2003,max,29,Julio
7,2003,max,30,Julio
8,2003,max,31,Agosto
8,2003,max,32,Agosto
8,2003,max,32,Agosto
8,2003,max,33,Agosto
8,2003,max,34,Agosto
8,2003,max,32,Agosto
8,2003,max,34,Agosto
8,2003,max,35,Agosto
8,2003,max,36,Agosto
8,2003,max,40,Agosto
8,2003,max,40,Agosto
8,2003,max,39,Agosto
8,2003,max,36,Agosto
8,2003,max,37,Agosto
8,2003,max,39,Agosto
8,2003,max,35,Agosto
8,2003,max,38,Agosto
8,2003,max,34,Agosto
8,2003,max,32,Agosto
8,2003,max,33,Agosto
8,2003,max,30,Agosto
8,2003,max,30,Agosto
8,2003,max,32,Agosto
8,2003,max,35,Agosto
8,2003,max,34,Agosto
8,2003,max,35,Agosto
8,2003,max,34,Agosto
8,2003,max,35,Agosto
8,2003,max,33,Agosto
8,2003,max,30,Agosto
8,2003,max,32,Agosto
9,2003,max,31,Septiembre
9,2003,max,34,Septiembre
9,2003,max,36,Septiembre
9,2003,max,36,Septiembre
9,2003,max,36,Septiembre
9,2003,max,35,Septiembre
9,2003,max,33,Septiembre
9,2003,max,31,Septiembre
9,2003,max,26,Septiembre
9,2003,max,26.5,Septiembre
9,2003,max,31,Septiembre
9,2003,max,33,Septiembre
9,2003,max,33.5,Septiembre
9,2003,max,33,Septiembre
9,2003,max,32,Septiembre
9,2003,max,34,Septiembre
9,2003,max,34,Septiembre
9,2003,max,32,Septiembre
9,2003,max,34,Septiembre
9,2003,max,37,Septiembre
9,2003,max,39,Septiembre
9,2003,max,41,Septiembre
9,2003,max,27,Septiembre
9,2003,max,23,Septiembre
9,2003,max,29,Septiembre
9,2003,max,28,Septiembre
9,2003,max,29,Septiembre
9,2003,max,29,Septiembre
9,2003,max,30,Septiembre
9,2003,max,30,Septiembre
10,2003,max,31,Octubre
10,2003,max,26,Octubre
10,2003,max,23,Octubre
10,2003,max,25,Octubre
10,2003,max,25,Octubre
10,2003,max,26,Octubre
10,2003,max,28,Octubre
10,2003,max,33,Octubre
10,2003,max,29,Octubre
10,2003,max,22,Octubre
10,2003,max,25,Octubre
10,2003,max,32,Octubre
10,2003,max,33,Octubre
10,2003,max,30,Octubre
10,2003,max,29,Octubre
10,2003,max,32,Octubre
10,2003,max,36,Octubre
10,2003,max,36,Octubre
10,2003,max,36,Octubre
10,2003,max,39,Octubre
10,2003,max,39,Octubre
10,2003,max,40,Octubre
10,2003,max,38,Octubre
10,2003,max,36,Octubre
10,2003,max,37,Octubre
10,2003,max,32,Octubre
10,2003,max,35,Octubre
10,2003,max,34,Octubre
10,2003,max,26,Octubre
10,2003,max,24,Octubre
10,2003,max,16,Octubre
11,2003,max,18,Noviembre
11,2003,max,16,Noviembre
11,2003,max,16,Noviembre
11,2003,max,17.5,Noviembre
11,2003,max,20,Noviembre
11,2003,max,21,Noviembre
11,2003,max,24,Noviembre
11,2003,max,26,Noviembre
11,2003,max,26,Noviembre
11,2003,max,23,Noviembre
11,2003,max,20,Noviembre
11,2003,max,16,Noviembre
11,2003,max,20,Noviembre
11,2003,max,20,Noviembre
11,2003,max,19,Noviembre
11,2003,max,19,Noviembre
11,2003,max,16,Noviembre
11,2003,max,27,Noviembre
11,2003,max,30,Noviembre
11,2003,max,26,Noviembre
11,2003,max,19.5,Noviembre
11,2003,max,19,Noviembre
11,2003,max,24,Noviembre
11,2003,max,17,Noviembre
11,2003,max,18,Noviembre
11,2003,max,17,Noviembre
11,2003,max,23,Noviembre
11,2003,max,27,Noviembre
11,2003,max,27,Noviembre
11,2003,max,23,Noviembre
12,2003,max,21,Diciembre
12,2003,max,22,Diciembre
12,2003,max,23,Diciembre
12,2003,max,25,Diciembre
12,2003,max,25,Diciembre
12,2003,max,24,Diciembre
12,2003,max,18,Diciembre
12,2003,max,18.5,Diciembre
12,2003,max,21,Diciembre
12,2003,max,18,Diciembre
12,2003,max,15,Diciembre
12,2003,max,17,Diciembre
12,2003,max,20,Diciembre
12,2003,max,18,Diciembre
12,2003,max,19,Diciembre
12,2003,max,23,Diciembre
12,2003,max,25,Diciembre
12,2003,max,28,Diciembre
12,2003,max,25,Diciembre
12,2003,max,23,Diciembre
12,2003,max,20,Diciembre
12,2003,max,25,Diciembre
12,2003,max,20,Diciembre
12,2003,max,20,Diciembre
12,2003,max,17,Diciembre
12,2003,max,11,Diciembre
12,2003,max,13,Diciembre
12,2003,max,17,Diciembre
12,2003,max,17,Diciembre
12,2003,max,14,Diciembre
12,2003,max,17,Diciembre
1,2004,max,18,Enero 
1,2004,max,17,Enero 
1,2004,max,13,Enero 
1,2004,max,18,Enero 
1,2004,max,20,Enero 
1,2004,max,20,Enero 
1,2004,max,19.5,Enero 
1,2004,max,21,Enero 
1,2004,max,26,Enero 
1,2004,max,29,Enero 
1,2004,max,19,Enero 
1,2004,max,20,Enero 
1,2004,max,28,Enero 
1,2004,max,26,Enero 
1,2004,max,17,Enero 
1,2004,max,19,Enero 
1,2004,max,21,Enero 
1,2004,max,19,Enero 
1,2004,max,18,Enero 
1,2004,max,18,Enero 
1,2004,max,15,Enero 
1,2004,max,16,Enero 
1,2004,max,19,Enero 
1,2004,max,14,Enero 
1,2004,max,14,Enero 
1,2004,max,17,Enero 
1,2004,max,19,Enero 
1,2004,max,17,Enero 
1,2004,max,22,Enero 
1,2004,max,19,Enero 
1,2004,max,12,Enero 
2,2004,max,17,Febrero
2,2004,max,18,Febrero
2,2004,max,12,Febrero
2,2004,max,13,Febrero
2,2004,max,18,Febrero
2,2004,max,20,Febrero
2,2004,max,23,Febrero
2,2004,max,22,Febrero
2,2004,max,20,Febrero
2,2004,max,18,Febrero
2,2004,max,20,Febrero
2,2004,max,20,Febrero
2,2004,max,21,Febrero
2,2004,max,18,Febrero
2,2004,max,21,Febrero
2,2004,max,28,Febrero
2,2004,max,28,Febrero
2,2004,max,18.5,Febrero
2,2004,max,18,Febrero
2,2004,max,14,Febrero
2,2004,max,14,Febrero
2,2004,max,16,Febrero
2,2004,max,12,Febrero
2,2004,max,16,Febrero
2,2004,max,15,Febrero
2,2004,max,14,Febrero
2,2004,max,12,Febrero
2,2004,max,14,Febrero
2,2004,max,15,Febrero
3,2004,max,15,Marzo
3,2004,max,13,Marzo
3,2004,max,17,Marzo
3,2004,max,16,Marzo
3,2004,max,18,Marzo
3,2004,max,25,Marzo
3,2004,max,32,Marzo
3,2004,max,33,Marzo
3,2004,max,32,Marzo
3,2004,max,26,Marzo
3,2004,max,30,Marzo
3,2004,max,30,Marzo
3,2004,max,27,Marzo
3,2004,max,25,Marzo
3,2004,max,30,Marzo
3,2004,max,33,Marzo
3,2004,max,32,Marzo
3,2004,max,36,Marzo
3,2004,max,26,Marzo
3,2004,max,32,Marzo
3,2004,max,27,Marzo
3,2004,max,30,Marzo
3,2004,max,20,Marzo
3,2004,max,20,Marzo
3,2004,max,24,Marzo
3,2004,max,19,Marzo
3,2004,max,24.5,Marzo
3,2004,max,31,Marzo
3,2004,max,33,Marzo
3,2004,max,29,Marzo
3,2004,max,17.5,Marzo
4,2004,max,16,Abril
4,2004,max,16,Abril
4,2004,max,18.5,Abril
4,2004,max,20,Abril
4,2004,max,22,Abril
4,2004,max,20,Abril
4,2004,max,20,Abril
4,2004,max,20,Abril
4,2004,max,22,Abril
4,2004,max,24,Abril
4,2004,max,28,Abril
4,2004,max,27,Abril
4,2004,max,27,Abril
4,2004,max,22,Abril
4,2004,max,22.5,Abril
4,2004,max,22,Abril
4,2004,max,16,Abril
4,2004,max,21,Abril
4,2004,max,22,Abril
4,2004,max,24,Abril
4,2004,max,25,Abril
4,2004,max,20,Abril
4,2004,max,29,Abril
4,2004,max,31,Abril
4,2004,max,29,Abril
4,2004,max,37,Abril
4,2004,max,37,Abril
4,2004,max,29,Abril
4,2004,max,24,Abril
4,2004,max,24,Abril
5,2004,max,35,Mayo
5,2004,max,38,Mayo
5,2004,max,38,Mayo
5,2004,max,35,Mayo
5,2004,max,32,Mayo
5,2004,max,34,Mayo
5,2004,max,27,Mayo
5,2004,max,32,Mayo
5,2004,max,30,Mayo
5,2004,max,23,Mayo
5,2004,max,23,Mayo
5,2004,max,22,Mayo
5,2004,max,29,Mayo
5,2004,max,32,Mayo
5,2004,max,29,Mayo
5,2004,max,24,Mayo
5,2004,max,23,Mayo
5,2004,max,27,Mayo
5,2004,max,25,Mayo
5,2004,max,22,Mayo
5,2004,max,21,Mayo
5,2004,max,22,Mayo
5,2004,max,23,Mayo
5,2004,max,23,Mayo
5,2004,max,23,Mayo
5,2004,max,21,Mayo
5,2004,max,26,Mayo
5,2004,max,23,Mayo
5,2004,max,24,Mayo
5,2004,max,31,Mayo
5,2004,max,35,Mayo
6,2004,max,33,Junio
6,2004,max,29,Junio
6,2004,max,30,Junio
6,2004,max,31,Junio
6,2004,max,34,Junio
6,2004,max,22,Junio
6,2004,max,23,Junio
6,2004,max,21,Junio
6,2004,max,21,Junio
6,2004,max,27,Junio
6,2004,max,27,Junio
6,2004,max,29,Junio
6,2004,max,27,Junio
6,2004,max,27,Junio
6,2004,max,25,Junio
6,2004,max,26,Junio
6,2004,max,25,Junio
6,2004,max,25,Junio
6,2004,max,25.5,Junio
6,2004,max,27,Junio
6,2004,max,23,Junio
6,2004,max,23,Junio
6,2004,max,27,Junio
6,2004,max,29,Junio
6,2004,max,32,Junio
6,2004,max,31,Junio
6,2004,max,23,Junio
6,2004,max,26,Junio
6,2004,max,23,Junio
6,2004,max,24,Junio
7,2004,max,25,Julio
7,2004,max,25,Julio
7,2004,max,27,Julio
7,2004,max,29,Julio
7,2004,max,30,Julio
7,2004,max,29,Julio
7,2004,max,28,Julio
7,2004,max,28,Julio
7,2004,max,29.5,Julio
7,2004,max,31,Julio
7,2004,max,33,Julio
7,2004,max,35,Julio
7,2004,max,37,Julio
7,2004,max,35,Julio
7,2004,max,32,Julio
7,2004,max,34,Julio
7,2004,max,35,Julio
7,2004,max,34,Julio
7,2004,max,37,Julio
7,2004,max,36,Julio
7,2004,max,35,Julio
7,2004,max,31,Julio
7,2004,max,31,Julio
7,2004,max,33,Julio
7,2004,max,34,Julio
7,2004,max,33,Julio
7,2004,max,35,Julio
7,2004,max,34,Julio
7,2004,max,32,Julio
7,2004,max,30,Julio
7,2004,max,29,Julio
8,2004,max,28,Agosto
8,2004,max,27,Agosto
8,2004,max,30,Agosto
8,2004,max,29,Agosto
