"","FECHA","PRECIPmm","EVAPmm","date","mes","año","tipo","temperatura","Meses"
"1","01/01/1969","0","Nulo",1969-01-01,1,"1969","max",23,"Enero "
"2","02/01/1969","0","Nulo",1969-01-02,1,"1969","max",24,"Enero "
"3","03/01/1969","0","Nulo",1969-01-03,1,"1969","max",27.5,"Enero "
"4","04/01/1969","0","Nulo",1969-01-04,1,"1969","max",25.5,"Enero "
"5","05/01/1969","0","Nulo",1969-01-05,1,"1969","max",26.5,"Enero "
"6","06/01/1969","0","Nulo",1969-01-06,1,"1969","max",27.5,"Enero "
"7","07/01/1969","0","Nulo",1969-01-07,1,"1969","max",27.5,"Enero "
"8","08/01/1969","0","Nulo",1969-01-08,1,"1969","max",15.5,"Enero "
"9","09/01/1969","0","Nulo",1969-01-09,1,"1969","max",13.5,"Enero "
"10","10/01/1969","0","Nulo",1969-01-10,1,"1969","max",17,"Enero "
"11","11/01/1969","0","Nulo",1969-01-11,1,"1969","max",19,"Enero "
"12","12/01/1969","0.8","Nulo",1969-01-12,1,"1969","max",20,"Enero "
"13","13/01/1969","17","Nulo",1969-01-13,1,"1969","max",17,"Enero "
"14","14/01/1969","5.4","Nulo",1969-01-14,1,"1969","max",15,"Enero "
"15","15/01/1969","0","Nulo",1969-01-15,1,"1969","max",17.5,"Enero "
"16","16/01/1969","0","Nulo",1969-01-16,1,"1969","max",15.5,"Enero "
"17","17/01/1969","0","Nulo",1969-01-17,1,"1969","max",16,"Enero "
"18","18/01/1969","4","Nulo",1969-01-18,1,"1969","max",17.5,"Enero "
"19","19/01/1969","2.4","Nulo",1969-01-19,1,"1969","max",17.5,"Enero "
"20","20/01/1969","13","Nulo",1969-01-20,1,"1969","max",17.5,"Enero "
"21","21/01/1969","11","Nulo",1969-01-21,1,"1969","max",17,"Enero "
"22","22/01/1969","0","Nulo",1969-01-22,1,"1969","max",16,"Enero "
"23","23/01/1969","1.8","Nulo",1969-01-23,1,"1969","max",17.5,"Enero "
"24","24/01/1969","3.3","Nulo",1969-01-24,1,"1969","max",15.5,"Enero "
"25","25/01/1969","19.5","Nulo",1969-01-25,1,"1969","max",15,"Enero "
"26","26/01/1969","4.5","Nulo",1969-01-26,1,"1969","max",20,"Enero "
"27","27/01/1969","1.4","Nulo",1969-01-27,1,"1969","max",14,"Enero "
"28","28/01/1969","6.2","Nulo",1969-01-28,1,"1969","max",11.5,"Enero "
"29","29/01/1969","0","Nulo",1969-01-29,1,"1969","max",12.5,"Enero "
"30","30/01/1969","0","Nulo",1969-01-30,1,"1969","max",15,"Enero "
"31","31/01/1969","0","Nulo",1969-01-31,1,"1969","max",15,"Enero "
"32","01/02/1969","0","Nulo",1969-02-01,2,"1969","max",16,"Febrero"
"33","02/02/1969","0","Nulo",1969-02-02,2,"1969","max",20.5,"Febrero"
"34","03/02/1969","0","Nulo",1969-02-03,2,"1969","max",24.5,"Febrero"
"35","04/02/1969","0","Nulo",1969-02-04,2,"1969","max",18.5,"Febrero"
"36","05/02/1969","1","Nulo",1969-02-05,2,"1969","max",14,"Febrero"
"37","06/02/1969","11","Nulo",1969-02-06,2,"1969","max",13.5,"Febrero"
"38","07/02/1969","0","Nulo",1969-02-07,2,"1969","max",16.5,"Febrero"
"39","08/02/1969","0","Nulo",1969-02-08,2,"1969","max",20,"Febrero"
"40","09/02/1969","0","Nulo",1969-02-09,2,"1969","max",19.5,"Febrero"
"41","10/02/1969","0","Nulo",1969-02-10,2,"1969","max",21.5,"Febrero"
"42","11/02/1969","0","Nulo",1969-02-11,2,"1969","max",21.5,"Febrero"
"43","12/02/1969","0.2","Nulo",1969-02-12,2,"1969","max",14.5,"Febrero"
"44","13/02/1969","0","Nulo",1969-02-13,2,"1969","max",14,"Febrero"
"45","14/02/1969","0","Nulo",1969-02-14,2,"1969","max",15,"Febrero"
"46","15/02/1969","1","Nulo",1969-02-15,2,"1969","max",14.5,"Febrero"
"47","16/02/1969","0","Nulo",1969-02-16,2,"1969","max",20.5,"Febrero"
"48","17/02/1969","2","Nulo",1969-02-17,2,"1969","max",18.5,"Febrero"
"49","18/02/1969","30","Nulo",1969-02-18,2,"1969","max",12.5,"Febrero"
"50","19/02/1969","7.9","Nulo",1969-02-19,2,"1969","max",11,"Febrero"
"51","20/02/1969","0.3","Nulo",1969-02-20,2,"1969","max",14.5,"Febrero"
"52","21/02/1969","13","Nulo",1969-02-21,2,"1969","max",15,"Febrero"
"53","22/02/1969","6","Nulo",1969-02-22,2,"1969","max",9.5,"Febrero"
"54","23/02/1969","0","Nulo",1969-02-23,2,"1969","max",12.5,"Febrero"
"55","24/02/1969","0","Nulo",1969-02-24,2,"1969","max",15,"Febrero"
"56","25/02/1969","8.5","Nulo",1969-02-25,2,"1969","max",15,"Febrero"
"57","26/02/1969","0","Nulo",1969-02-26,2,"1969","max",15.5,"Febrero"
"58","27/02/1969","0","Nulo",1969-02-27,2,"1969","max",17,"Febrero"
"59","28/02/1969","1.7","Nulo",1969-02-28,2,"1969","max",17,"Febrero"
"60","01/03/1969","0","Nulo",1969-03-01,3,"1969","max",15,"Marzo"
"61","02/03/1969","0","Nulo",1969-03-02,3,"1969","max",21,"Marzo"
"62","03/03/1969","0","Nulo",1969-03-03,3,"1969","max",13,"Marzo"
"63","04/03/1969","0","Nulo",1969-03-04,3,"1969","max",12.5,"Marzo"
"64","05/03/1969","0","Nulo",1969-03-05,3,"1969","max",12,"Marzo"
"65","06/03/1969","0","Nulo",1969-03-06,3,"1969","max",13,"Marzo"
"66","07/03/1969","0","Nulo",1969-03-07,3,"1969","max",13,"Marzo"
"67","08/03/1969","1","Nulo",1969-03-08,3,"1969","max",14.5,"Marzo"
"68","09/03/1969","5","Nulo",1969-03-09,3,"1969","max",12.5,"Marzo"
"69","10/03/1969","15","Nulo",1969-03-10,3,"1969","max",10,"Marzo"
"70","11/03/1969","0","Nulo",1969-03-11,3,"1969","max",14,"Marzo"
"71","12/03/1969","7.5","Nulo",1969-03-12,3,"1969","max",15,"Marzo"
"72","13/03/1969","15","Nulo",1969-03-13,3,"1969","max",11,"Marzo"
"73","14/03/1969","0","Nulo",1969-03-14,3,"1969","max",15,"Marzo"
"74","15/03/1969","0","Nulo",1969-03-15,3,"1969","max",20.5,"Marzo"
"75","16/03/1969","0","Nulo",1969-03-16,3,"1969","max",21.5,"Marzo"
"76","17/03/1969","0","Nulo",1969-03-17,3,"1969","max",22.5,"Marzo"
"77","18/03/1969","0","Nulo",1969-03-18,3,"1969","max",22.5,"Marzo"
"78","19/03/1969","0","Nulo",1969-03-19,3,"1969","max",25.5,"Marzo"
"79","20/03/1969","0","Nulo",1969-03-20,3,"1969","max",23,"Marzo"
"80","21/03/1969","8","Nulo",1969-03-21,3,"1969","max",15.5,"Marzo"
"81","22/03/1969","0","Nulo",1969-03-22,3,"1969","max",15.5,"Marzo"
"82","23/03/1969","0","Nulo",1969-03-23,3,"1969","max",19,"Marzo"
"83","24/03/1969","0","Nulo",1969-03-24,3,"1969","max",25,"Marzo"
"84","25/03/1969","0","Nulo",1969-03-25,3,"1969","max",29,"Marzo"
"85","26/03/1969","0","Nulo",1969-03-26,3,"1969","max",29.5,"Marzo"
"86","27/03/1969","0","Nulo",1969-03-27,3,"1969","max",29.5,"Marzo"
"87","28/03/1969","0","Nulo",1969-03-28,3,"1969","max",28.5,"Marzo"
"88","29/03/1969","0","Nulo",1969-03-29,3,"1969","max",31.5,"Marzo"
"89","30/03/1969","0","Nulo",1969-03-30,3,"1969","max",31,"Marzo"
"90","31/03/1969","0","Nulo",1969-03-31,3,"1969","max",33.5,"Marzo"
"91","01/04/1969","0","Nulo",1969-04-01,4,"1969","max",21,"Abril"
"92","02/04/1969","0","Nulo",1969-04-02,4,"1969","max",20.5,"Abril"
"93","03/04/1969","0","Nulo",1969-04-03,4,"1969","max",14.5,"Abril"
"94","04/04/1969","0","Nulo",1969-04-04,4,"1969","max",23,"Abril"
"95","05/04/1969","2.5","Nulo",1969-04-05,4,"1969","max",25.5,"Abril"
"96","06/04/1969","0","Nulo",1969-04-06,4,"1969","max",17,"Abril"
"97","07/04/1969","0","Nulo",1969-04-07,4,"1969","max",19,"Abril"
"98","08/04/1969","0","Nulo",1969-04-08,4,"1969","max",29,"Abril"
"99","09/04/1969","0","Nulo",1969-04-09,4,"1969","max",19,"Abril"
"100","10/04/1969","0.2","Nulo",1969-04-10,4,"1969","max",15,"Abril"
"101","11/04/1969","0","Nulo",1969-04-11,4,"1969","max",22,"Abril"
"102","12/04/1969","0","Nulo",1969-04-12,4,"1969","max",23,"Abril"
"103","13/04/1969","0","Nulo",1969-04-13,4,"1969","max",24.5,"Abril"
"104","14/04/1969","0","Nulo",1969-04-14,4,"1969","max",20,"Abril"
"105","15/04/1969","0","Nulo",1969-04-15,4,"1969","max",19.5,"Abril"
"106","16/04/1969","0","Nulo",1969-04-16,4,"1969","max",24.5,"Abril"
"107","17/04/1969","0","Nulo",1969-04-17,4,"1969","max",28.5,"Abril"
"108","18/04/1969","0","Nulo",1969-04-18,4,"1969","max",22.5,"Abril"
"109","19/04/1969","0","Nulo",1969-04-19,4,"1969","max",28,"Abril"
"110","20/04/1969","0","Nulo",1969-04-20,4,"1969","max",29,"Abril"
"111","21/04/1969","0","Nulo",1969-04-21,4,"1969","max",24.5,"Abril"
"112","22/04/1969","0","Nulo",1969-04-22,4,"1969","max",20,"Abril"
"113","23/04/1969","0","Nulo",1969-04-23,4,"1969","max",21.5,"Abril"
"114","24/04/1969","0","Nulo",1969-04-24,4,"1969","max",19.5,"Abril"
"115","25/04/1969","0","Nulo",1969-04-25,4,"1969","max",27,"Abril"
"116","26/04/1969","0","Nulo",1969-04-26,4,"1969","max",28,"Abril"
"117","27/04/1969","0","Nulo",1969-04-27,4,"1969","max",29,"Abril"
"118","28/04/1969","0","Nulo",1969-04-28,4,"1969","max",29.5,"Abril"
"119","29/04/1969","0","Nulo",1969-04-29,4,"1969","max",28,"Abril"
"120","30/04/1969","0","Nulo",1969-04-30,4,"1969","max",25,"Abril"
"121","01/05/1969","0","Nulo",1969-05-01,5,"1969","max",22,"Mayo"
"122","02/05/1969","0","Nulo",1969-05-02,5,"1969","max",20.5,"Mayo"
"123","03/05/1969","2.5","Nulo",1969-05-03,5,"1969","max",16,"Mayo"
"124","04/05/1969","5.5","Nulo",1969-05-04,5,"1969","max",12.5,"Mayo"
"125","05/05/1969","2","Nulo",1969-05-05,5,"1969","max",19,"Mayo"
"126","06/05/1969","0","Nulo",1969-05-06,5,"1969","max",16.5,"Mayo"
"127","07/05/1969","0","Nulo",1969-05-07,5,"1969","max",20,"Mayo"
"128","08/05/1969","0","Nulo",1969-05-08,5,"1969","max",26.5,"Mayo"
"129","09/05/1969","0","Nulo",1969-05-09,5,"1969","max",30.5,"Mayo"
"130","10/05/1969","0","Nulo",1969-05-10,5,"1969","max",31.5,"Mayo"
"131","11/05/1969","0","Nulo",1969-05-11,5,"1969","max",32,"Mayo"
"132","12/05/1969","0","Nulo",1969-05-12,5,"1969","max",25.5,"Mayo"
"133","13/05/1969","0","Nulo",1969-05-13,5,"1969","max",25,"Mayo"
"134","14/05/1969","0","Nulo",1969-05-14,5,"1969","max",27,"Mayo"
"135","15/05/1969","0","Nulo",1969-05-15,5,"1969","max",26.5,"Mayo"
"136","16/05/1969","0","Nulo",1969-05-16,5,"1969","max",30,"Mayo"
"137","17/05/1969","0","Nulo",1969-05-17,5,"1969","max",32.5,"Mayo"
"138","18/05/1969","0","Nulo",1969-05-18,5,"1969","max",32,"Mayo"
"139","19/05/1969","0","Nulo",1969-05-19,5,"1969","max",38,"Mayo"
"140","20/05/1969","0","Nulo",1969-05-20,5,"1969","max",25.5,"Mayo"
"141","21/05/1969","0","Nulo",1969-05-21,5,"1969","max",26.5,"Mayo"
"142","22/05/1969","0","Nulo",1969-05-22,5,"1969","max",25,"Mayo"
"143","23/05/1969","0","Nulo",1969-05-23,5,"1969","max",26.5,"Mayo"
"144","24/05/1969","0","Nulo",1969-05-24,5,"1969","max",26,"Mayo"
"145","25/05/1969","0","Nulo",1969-05-25,5,"1969","max",27,"Mayo"
"146","26/05/1969","0","Nulo",1969-05-26,5,"1969","max",31,"Mayo"
"147","27/05/1969","0","Nulo",1969-05-27,5,"1969","max",30,"Mayo"
"148","28/05/1969","0","Nulo",1969-05-28,5,"1969","max",31.5,"Mayo"
"149","29/05/1969","0","Nulo",1969-05-29,5,"1969","max",31,"Mayo"
"150","30/05/1969","0","Nulo",1969-05-30,5,"1969","max",29,"Mayo"
"151","31/05/1969","0","Nulo",1969-05-31,5,"1969","max",25,"Mayo"
"152","01/06/1969","0","Nulo",1969-06-01,6,"1969","max",24,"Junio"
"153","02/06/1969","0","Nulo",1969-06-02,6,"1969","max",22,"Junio"
"154","03/06/1969","0","Nulo",1969-06-03,6,"1969","max",24,"Junio"
"155","04/06/1969","0","Nulo",1969-06-04,6,"1969","max",25,"Junio"
"156","05/06/1969","0","Nulo",1969-06-05,6,"1969","max",25,"Junio"
"157","06/06/1969","0","Nulo",1969-06-06,6,"1969","max",25,"Junio"
"158","07/06/1969","0","Nulo",1969-06-07,6,"1969","max",24.5,"Junio"
"159","08/06/1969","0","Nulo",1969-06-08,6,"1969","max",24,"Junio"
"160","09/06/1969","0","Nulo",1969-06-09,6,"1969","max",22.5,"Junio"
"161","10/06/1969","0","Nulo",1969-06-10,6,"1969","max",20.5,"Junio"
"162","11/06/1969","0","Nulo",1969-06-11,6,"1969","max",18.5,"Junio"
"163","12/06/1969","0","Nulo",1969-06-12,6,"1969","max",23.5,"Junio"
"164","13/06/1969","0","Nulo",1969-06-13,6,"1969","max",26.5,"Junio"
"165","14/06/1969","0","Nulo",1969-06-14,6,"1969","max",27.5,"Junio"
"166","15/06/1969","0","Nulo",1969-06-15,6,"1969","max",24,"Junio"
"167","16/06/1969","0","Nulo",1969-06-16,6,"1969","max",22,"Junio"
"168","17/06/1969","0","Nulo",1969-06-17,6,"1969","max",23,"Junio"
"169","18/06/1969","0","Nulo",1969-06-18,6,"1969","max",27,"Junio"
"170","19/06/1969","0","Nulo",1969-06-19,6,"1969","max",29,"Junio"
"171","20/06/1969","0","Nulo",1969-06-20,6,"1969","max",29,"Junio"
"172","21/06/1969","0","Nulo",1969-06-21,6,"1969","max",27,"Junio"
"173","22/06/1969","0","Nulo",1969-06-22,6,"1969","max",24.5,"Junio"
"174","23/06/1969","0","Nulo",1969-06-23,6,"1969","max",26.5,"Junio"
"175","24/06/1969","0","Nulo",1969-06-24,6,"1969","max",22,"Junio"
"176","25/06/1969","0","Nulo",1969-06-25,6,"1969","max",25,"Junio"
"177","26/06/1969","0","Nulo",1969-06-26,6,"1969","max",25.5,"Junio"
"178","27/06/1969","0","Nulo",1969-06-27,6,"1969","max",26,"Junio"
"179","28/06/1969","0","Nulo",1969-06-28,6,"1969","max",33.5,"Junio"
"180","29/06/1969","0","Nulo",1969-06-29,6,"1969","max",31,"Junio"
"181","30/06/1969","0","Nulo",1969-06-30,6,"1969","max",38,"Junio"
"182","01/07/1969","0","Nulo",1969-07-01,7,"1969","max",38,"Julio"
"183","02/07/1969","0","Nulo",1969-07-02,7,"1969","max",36,"Julio"
"184","03/07/1969","0","Nulo",1969-07-03,7,"1969","max",37,"Julio"
"185","04/07/1969","0","Nulo",1969-07-04,7,"1969","max",34,"Julio"
"186","05/07/1969","0","Nulo",1969-07-05,7,"1969","max",29,"Julio"
"187","06/07/1969","0","Nulo",1969-07-06,7,"1969","max",25,"Julio"
"188","07/07/1969","0","Nulo",1969-07-07,7,"1969","max",26.5,"Julio"
"189","08/07/1969","0","Nulo",1969-07-08,7,"1969","max",30,"Julio"
"190","09/07/1969","0","Nulo",1969-07-09,7,"1969","max",34,"Julio"
"191","10/07/1969","0","Nulo",1969-07-10,7,"1969","max",35,"Julio"
"192","11/07/1969","0","Nulo",1969-07-11,7,"1969","max",32,"Julio"
"193","12/07/1969","0","Nulo",1969-07-12,7,"1969","max",33.5,"Julio"
"194","13/07/1969","0","Nulo",1969-07-13,7,"1969","max",35,"Julio"
"195","14/07/1969","0","Nulo",1969-07-14,7,"1969","max",36,"Julio"
"196","15/07/1969","0","Nulo",1969-07-15,7,"1969","max",36,"Julio"
"197","16/07/1969","0","Nulo",1969-07-16,7,"1969","max",31.5,"Julio"
"198","17/07/1969","0","Nulo",1969-07-17,7,"1969","max",34,"Julio"
"199","18/07/1969","0","Nulo",1969-07-18,7,"1969","max",34.5,"Julio"
"200","19/07/1969","0","Nulo",1969-07-19,7,"1969","max",35,"Julio"
"201","20/07/1969","0","Nulo",1969-07-20,7,"1969","max",29.5,"Julio"
"202","21/07/1969","0","Nulo",1969-07-21,7,"1969","max",35,"Julio"
"203","22/07/1969","0","Nulo",1969-07-22,7,"1969","max",34,"Julio"
"204","23/07/1969","0","Nulo",1969-07-23,7,"1969","max",32,"Julio"
"205","24/07/1969","0","Nulo",1969-07-24,7,"1969","max",34.5,"Julio"
"206","25/07/1969","0","Nulo",1969-07-25,7,"1969","max",33,"Julio"
"207","26/07/1969","0","Nulo",1969-07-26,7,"1969","max",30,"Julio"
"208","27/07/1969","0","Nulo",1969-07-27,7,"1969","max",30,"Julio"
"209","28/07/1969","0","Nulo",1969-07-28,7,"1969","max",31.5,"Julio"
"210","29/07/1969","0","Nulo",1969-07-29,7,"1969","max",34.5,"Julio"
"211","30/07/1969","0","Nulo",1969-07-30,7,"1969","max",37.5,"Julio"
"212","31/07/1969","0","Nulo",1969-07-31,7,"1969","max",36,"Julio"
"213","01/08/1969","0","Nulo",1969-08-01,8,"1969","max",34.5,"Agosto"
"214","02/08/1969","0","Nulo",1969-08-02,8,"1969","max",38,"Agosto"
"215","03/08/1969","0","Nulo",1969-08-03,8,"1969","max",40,"Agosto"
"216","04/08/1969","0","Nulo",1969-08-04,8,"1969","max",44,"Agosto"
"217","05/08/1969","0","Nulo",1969-08-05,8,"1969","max",42.5,"Agosto"
"218","06/08/1969","0","Nulo",1969-08-06,8,"1969","max",36,"Agosto"
"219","07/08/1969","0","Nulo",1969-08-07,8,"1969","max",37.5,"Agosto"
"220","08/08/1969","0","Nulo",1969-08-08,8,"1969","max",38,"Agosto"
"221","09/08/1969","0","Nulo",1969-08-09,8,"1969","max",37,"Agosto"
"222","10/08/1969","0","Nulo",1969-08-10,8,"1969","max",37.5,"Agosto"
"223","11/08/1969","0","Nulo",1969-08-11,8,"1969","max",38,"Agosto"
"224","12/08/1969","0","Nulo",1969-08-12,8,"1969","max",38,"Agosto"
"225","13/08/1969","0","Nulo",1969-08-13,8,"1969","max",35,"Agosto"
"226","14/08/1969","0","Nulo",1969-08-14,8,"1969","max",35.5,"Agosto"
"227","15/08/1969","0","Nulo",1969-08-15,8,"1969","max",33.5,"Agosto"
"228","16/08/1969","0","Nulo",1969-08-16,8,"1969","max",33,"Agosto"
"229","17/08/1969","0","Nulo",1969-08-17,8,"1969","max",32.5,"Agosto"
"230","18/08/1969","0","Nulo",1969-08-18,8,"1969","max",33,"Agosto"
"231","19/08/1969","0","Nulo",1969-08-19,8,"1969","max",36.5,"Agosto"
"232","20/08/1969","0","Nulo",1969-08-20,8,"1969","max",40,"Agosto"
"233","21/08/1969","0","Nulo",1969-08-21,8,"1969","max",44.5,"Agosto"
"234","22/08/1969","0","Nulo",1969-08-22,8,"1969","max",43.5,"Agosto"
"235","23/08/1969","0","Nulo",1969-08-23,8,"1969","max",42,"Agosto"
"236","24/08/1969","0","Nulo",1969-08-24,8,"1969","max",36,"Agosto"
"237","25/08/1969","0","Nulo",1969-08-25,8,"1969","max",36,"Agosto"
"238","26/08/1969","0","Nulo",1969-08-26,8,"1969","max",33,"Agosto"
"239","27/08/1969","0","Nulo",1969-08-27,8,"1969","max",32,"Agosto"
"240","28/08/1969","0","Nulo",1969-08-28,8,"1969","max",31,"Agosto"
"241","29/08/1969","0","Nulo",1969-08-29,8,"1969","max",29,"Agosto"
"242","30/08/1969","0","Nulo",1969-08-30,8,"1969","max",30.5,"Agosto"
"243","31/08/1969","0","Nulo",1969-08-31,8,"1969","max",34,"Agosto"
"244","01/09/1969","0","Nulo",1969-09-01,9,"1969","max",40,"Septiembre"
"245","02/09/1969","0","Nulo",1969-09-02,9,"1969","max",39,"Septiembre"
"246","03/09/1969","0","Nulo",1969-09-03,9,"1969","max",36,"Septiembre"
"247","04/09/1969","0","Nulo",1969-09-04,9,"1969","max",37.5,"Septiembre"
"248","05/09/1969","0","Nulo",1969-09-05,9,"1969","max",36.5,"Septiembre"
"249","06/09/1969","0","Nulo",1969-09-06,9,"1969","max",37.5,"Septiembre"
"250","07/09/1969","0","Nulo",1969-09-07,9,"1969","max",36.5,"Septiembre"
"251","08/09/1969","0","Nulo",1969-09-08,9,"1969","max",39,"Septiembre"
"252","09/09/1969","0","Nulo",1969-09-09,9,"1969","max",40,"Septiembre"
"253","10/09/1969","0","Nulo",1969-09-10,9,"1969","max",40,"Septiembre"
"254","11/09/1969","0","Nulo",1969-09-11,9,"1969","max",34.5,"Septiembre"
"255","12/09/1969","0","Nulo",1969-09-12,9,"1969","max",35,"Septiembre"
"256","13/09/1969","0","Nulo",1969-09-13,9,"1969","max",34,"Septiembre"
"257","14/09/1969","0","Nulo",1969-09-14,9,"1969","max",28.5,"Septiembre"
"258","15/09/1969","0","Nulo",1969-09-15,9,"1969","max",28.5,"Septiembre"
"259","16/09/1969","0","Nulo",1969-09-16,9,"1969","max",27,"Septiembre"
"260","17/09/1969","0","Nulo",1969-09-17,9,"1969","max",30,"Septiembre"
"261","18/09/1969","0","Nulo",1969-09-18,9,"1969","max",32.5,"Septiembre"
"262","19/09/1969","0","Nulo",1969-09-19,9,"1969","max",27.5,"Septiembre"
"263","20/09/1969","0","Nulo",1969-09-20,9,"1969","max",23,"Septiembre"
"264","21/09/1969","0","Nulo",1969-09-21,9,"1969","max",24.5,"Septiembre"
"265","22/09/1969","0","Nulo",1969-09-22,9,"1969","max",27,"Septiembre"
"266","23/09/1969","0","Nulo",1969-09-23,9,"1969","max",29.5,"Septiembre"
"267","24/09/1969","0","Nulo",1969-09-24,9,"1969","max",31,"Septiembre"
"268","25/09/1969","0","Nulo",1969-09-25,9,"1969","max",30,"Septiembre"
"269","26/09/1969","0","Nulo",1969-09-26,9,"1969","max",29,"Septiembre"
"270","27/09/1969","0","Nulo",1969-09-27,9,"1969","max",35,"Septiembre"
"271","28/09/1969","0","Nulo",1969-09-28,9,"1969","max",39,"Septiembre"
"272","29/09/1969","0","Nulo",1969-09-29,9,"1969","max",40,"Septiembre"
"273","30/09/1969","0","Nulo",1969-09-30,9,"1969","max",37.5,"Septiembre"
"274","01/10/1969","0","Nulo",1969-10-01,10,"1969","max",32,"Octubre"
"275","02/10/1969","0","Nulo",1969-10-02,10,"1969","max",24,"Octubre"
"276","03/10/1969","0","Nulo",1969-10-03,10,"1969","max",24,"Octubre"
"277","04/10/1969","0","Nulo",1969-10-04,10,"1969","max",21,"Octubre"
"278","05/10/1969","0","Nulo",1969-10-05,10,"1969","max",30,"Octubre"
"279","06/10/1969","0","Nulo",1969-10-06,10,"1969","max",32.5,"Octubre"
"280","07/10/1969","0","Nulo",1969-10-07,10,"1969","max",33,"Octubre"
"281","08/10/1969","0","Nulo",1969-10-08,10,"1969","max",33,"Octubre"
"282","09/10/1969","0","Nulo",1969-10-09,10,"1969","max",29.5,"Octubre"
"283","10/10/1969","0","Nulo",1969-10-10,10,"1969","max",26,"Octubre"
"284","11/10/1969","0","Nulo",1969-10-11,10,"1969","max",25,"Octubre"
"285","12/10/1969","0","Nulo",1969-10-12,10,"1969","max",26,"Octubre"
"286","13/10/1969","0","Nulo",1969-10-13,10,"1969","max",24,"Octubre"
"287","14/10/1969","0","Nulo",1969-10-14,10,"1969","max",25,"Octubre"
"288","15/10/1969","0","Nulo",1969-10-15,10,"1969","max",26,"Octubre"
"289","16/10/1969","0","Nulo",1969-10-16,10,"1969","max",28,"Octubre"
"290","17/10/1969","0","Nulo",1969-10-17,10,"1969","max",23.5,"Octubre"
"291","18/10/1969","0","Nulo",1969-10-18,10,"1969","max",18.5,"Octubre"
"292","19/10/1969","0","Nulo",1969-10-19,10,"1969","max",21.5,"Octubre"
"293","20/10/1969","0","Nulo",1969-10-20,10,"1969","max",24,"Octubre"
"294","21/10/1969","0","Nulo",1969-10-21,10,"1969","max",22.5,"Octubre"
"295","22/10/1969","0","Nulo",1969-10-22,10,"1969","max",23,"Octubre"
"296","23/10/1969","0","Nulo",1969-10-23,10,"1969","max",26,"Octubre"
"297","24/10/1969","0","Nulo",1969-10-24,10,"1969","max",24.5,"Octubre"
"298","25/10/1969","0","Nulo",1969-10-25,10,"1969","max",23.5,"Octubre"
"299","26/10/1969","0","Nulo",1969-10-26,10,"1969","max",24,"Octubre"
"300","27/10/1969","0","Nulo",1969-10-27,10,"1969","max",25.5,"Octubre"
"301","28/10/1969","0","Nulo",1969-10-28,10,"1969","max",24.5,"Octubre"
"302","29/10/1969","0","Nulo",1969-10-29,10,"1969","max",32,"Octubre"
"303","30/10/1969","0","Nulo",1969-10-30,10,"1969","max",32,"Octubre"
"304","31/10/1969","0","Nulo",1969-10-31,10,"1969","max",32.5,"Octubre"
"305","01/11/1969","0","Nulo",1969-11-01,11,"1969","max",32.5,"Noviembre"
"306","02/11/1969","0","Nulo",1969-11-02,11,"1969","max",31,"Noviembre"
"307","03/11/1969","0","Nulo",1969-11-03,11,"1969","max",30.5,"Noviembre"
"308","04/11/1969","0","Nulo",1969-11-04,11,"1969","max",28,"Noviembre"
"309","05/11/1969","0","Nulo",1969-11-05,11,"1969","max",20,"Noviembre"
"310","06/11/1969","4.3","Nulo",1969-11-06,11,"1969","max",19,"Noviembre"
"311","07/11/1969","0","Nulo",1969-11-07,11,"1969","max",19,"Noviembre"
"312","08/11/1969","0","Nulo",1969-11-08,11,"1969","max",17.5,"Noviembre"
"313","09/11/1969","6.5","Nulo",1969-11-09,11,"1969","max",21.5,"Noviembre"
"314","10/11/1969","0","Nulo",1969-11-10,11,"1969","max",23.5,"Noviembre"
"315","11/11/1969","0","Nulo",1969-11-11,11,"1969","max",26,"Noviembre"
"316","12/11/1969","0","Nulo",1969-11-12,11,"1969","max",23.5,"Noviembre"
"317","13/11/1969","0","Nulo",1969-11-13,11,"1969","max",27,"Noviembre"
"318","14/11/1969","0","Nulo",1969-11-14,11,"1969","max",27.5,"Noviembre"
"319","15/11/1969","2.4","Nulo",1969-11-15,11,"1969","max",18,"Noviembre"
"320","16/11/1969","0","Nulo",1969-11-16,11,"1969","max",17,"Noviembre"
"321","17/11/1969","0","Nulo",1969-11-17,11,"1969","max",22.5,"Noviembre"
"322","18/11/1969","0","Nulo",1969-11-18,11,"1969","max",19,"Noviembre"
"323","19/11/1969","0","Nulo",1969-11-19,11,"1969","max",21.5,"Noviembre"
"324","20/11/1969","0","Nulo",1969-11-20,11,"1969","max",26,"Noviembre"
"325","21/11/1969","0","Nulo",1969-11-21,11,"1969","max",22,"Noviembre"
"326","22/11/1969","0","Nulo",1969-11-22,11,"1969","max",24,"Noviembre"
"327","23/11/1969","0","Nulo",1969-11-23,11,"1969","max",25,"Noviembre"
"328","24/11/1969","0","Nulo",1969-11-24,11,"1969","max",25.5,"Noviembre"
"329","25/11/1969","0","Nulo",1969-11-25,11,"1969","max",26,"Noviembre"
"330","26/11/1969","0","Nulo",1969-11-26,11,"1969","max",26,"Noviembre"
"331","27/11/1969","0","Nulo",1969-11-27,11,"1969","max",25.5,"Noviembre"
"332","28/11/1969","0","Nulo",1969-11-28,11,"1969","max",20.5,"Noviembre"
"333","29/11/1969","0","Nulo",1969-11-29,11,"1969","max",19.5,"Noviembre"
