"","FECHA","PRECIPmm","EVAPmm","date","mes","año","tipo","temperatura","Meses"
"10356","26/08/1997","0","10.6",1997-08-26,8,"1997","max",35,"Agosto"
"10357","27/08/1997","0","8.9",1997-08-27,8,"1997","max",34,"Agosto"
"10358","28/08/1997","0","10.9",1997-08-28,8,"1997","max",32,"Agosto"
"10359","29/08/1997","0","8.3",1997-08-29,8,"1997","max",33,"Agosto"
"10360","30/08/1997","0","9.3",1997-08-30,8,"1997","max",33,"Agosto"
"10361","31/08/1997","0","12.3",1997-08-31,8,"1997","max",35,"Agosto"
"10362","01/09/1997","0","6.8",1997-09-01,9,"1997","max",32,"Septiembre"
"10363","02/09/1997","0.1","8.3",1997-09-02,9,"1997","max",33,"Septiembre"
"10364","03/09/1997","0","10.3",1997-09-03,9,"1997","max",35,"Septiembre"
"10365","04/09/1997","0","9.6",1997-09-04,9,"1997","max",36,"Septiembre"
"10366","05/09/1997","0","9.4",1997-09-05,9,"1997","max",35,"Septiembre"
"10367","06/09/1997","0","9.1",1997-09-06,9,"1997","max",33,"Septiembre"
"10368","07/09/1997","0","10.2",1997-09-07,9,"1997","max",36,"Septiembre"
"10369","08/09/1997","0","9.8",1997-09-08,9,"1997","max",36,"Septiembre"
"10370","09/09/1997","0","11.6",1997-09-09,9,"1997","max",38,"Septiembre"
"10371","10/09/1997","0","10.1",1997-09-10,9,"1997","max",37,"Septiembre"
"10372","11/09/1997","0","9.4",1997-09-11,9,"1997","max",31,"Septiembre"
"10373","12/09/1997","0","6.7",1997-09-12,9,"1997","max",28,"Septiembre"
"10374","13/09/1997","0","7.6",1997-09-13,9,"1997","max",32,"Septiembre"
"10375","14/09/1997","0","8.2",1997-09-14,9,"1997","max",35,"Septiembre"
"10376","15/09/1997","0","7.1",1997-09-15,9,"1997","max",35,"Septiembre"
"10377","16/09/1997","0","11.5",1997-09-16,9,"1997","max",36,"Septiembre"
"10378","17/09/1997","0","9.8",1997-09-17,9,"1997","max",35,"Septiembre"
"10379","18/09/1997","0","10.2",1997-09-18,9,"1997","max",34,"Septiembre"
"10380","19/09/1997","0","7.8",1997-09-19,9,"1997","max",32,"Septiembre"
"10381","20/09/1997","0","6.8",1997-09-20,9,"1997","max",29,"Septiembre"
"10382","21/09/1997","0","9",1997-09-21,9,"1997","max",29,"Septiembre"
"10383","22/09/1997","0","11.4",1997-09-22,9,"1997","max",36,"Septiembre"
"10384","23/09/1997","0","11.2",1997-09-23,9,"1997","max",38,"Septiembre"
"10385","24/09/1997","13.5","4",1997-09-24,9,"1997","max",36,"Septiembre"
"10386","25/09/1997","12.5","1",1997-09-25,9,"1997","max",27,"Septiembre"
"10387","26/09/1997","0","3.8",1997-09-26,9,"1997","max",27,"Septiembre"
"10388","27/09/1997","0","5.2",1997-09-27,9,"1997","max",31,"Septiembre"
"10389","28/09/1997","0","7.2",1997-09-28,9,"1997","max",28,"Septiembre"
"10390","29/09/1997","0","5.1",1997-09-29,9,"1997","max",27,"Septiembre"
"10391","30/09/1997","0","4.8",1997-09-30,9,"1997","max",31,"Septiembre"
"10392","01/10/1997","0","6.9",1997-10-01,10,"1997","max",30,"Octubre"
"10393","02/10/1997","0","3.1",1997-10-02,10,"1997","max",23,"Octubre"
"10394","03/10/1997","0","4.3",1997-10-03,10,"1997","max",26,"Octubre"
"10395","04/10/1997","0","4.8",1997-10-04,10,"1997","max",27,"Octubre"
"10396","05/10/1997","0","5.6",1997-10-05,10,"1997","max",27,"Octubre"
"10397","06/10/1997","0","4.8",1997-10-06,10,"1997","max",22,"Octubre"
"10398","07/10/1997","0","5.1",1997-10-07,10,"1997","max",18,"Octubre"
"10399","08/10/1997","0","4.1",1997-10-08,10,"1997","max",23,"Octubre"
"10400","09/10/1997","0","4.5",1997-10-09,10,"1997","max",28,"Octubre"
"10401","10/10/1997","1","6",1997-10-10,10,"1997","max",25,"Octubre"
"10402","11/10/1997","0","4.9",1997-10-11,10,"1997","max",18,"Octubre"
"10403","12/10/1997","0","8.2",1997-10-12,10,"1997","max",24,"Octubre"
"10404","13/10/1997","0","9.6",1997-10-13,10,"1997","max",32,"Octubre"
"10405","14/10/1997","0","9.7",1997-10-14,10,"1997","max",38,"Octubre"
"10406","15/10/1997","0","9.1",1997-10-15,10,"1997","max",38,"Octubre"
"10407","16/10/1997","0","10.5",1997-10-16,10,"1997","max",37,"Octubre"
"10408","17/10/1997","0","10.1",1997-10-17,10,"1997","max",34,"Octubre"
"10409","18/10/1997","0","10.2",1997-10-18,10,"1997","max",30,"Octubre"
"10410","19/10/1997","0","4.7",1997-10-19,10,"1997","max",26,"Octubre"
"10411","20/10/1997","0","2.7",1997-10-20,10,"1997","max",22,"Octubre"
"10412","21/10/1997","0","2.4",1997-10-21,10,"1997","max",21,"Octubre"
"10413","22/10/1997","0","7.3",1997-10-22,10,"1997","max",23,"Octubre"
"10414","23/10/1997","0.1","3.4",1997-10-23,10,"1997","max",25,"Octubre"
"10415","24/10/1997","0","3.5",1997-10-24,10,"1997","max",21,"Octubre"
"10416","25/10/1997","0","4.7",1997-10-25,10,"1997","max",25,"Octubre"
"10417","26/10/1997","0","4.2",1997-10-26,10,"1997","max",27,"Octubre"
"10418","27/10/1997","0","10",1997-10-27,10,"1997","max",23,"Octubre"
"10419","28/10/1997","0","6.8",1997-10-28,10,"1997","max",24,"Octubre"
"10420","29/10/1997","0","4.3",1997-10-29,10,"1997","max",26,"Octubre"
"10421","30/10/1997","0","8.6",1997-10-30,10,"1997","max",30,"Octubre"
"10422","31/10/1997","0","8",1997-10-31,10,"1997","max",33,"Octubre"
"10423","01/11/1997","0","6.1",1997-11-01,11,"1997","max",35,"Noviembre"
"10424","02/11/1997","0","8.8",1997-11-02,11,"1997","max",36,"Noviembre"
"10425","03/11/1997","0","9.9",1997-11-03,11,"1997","max",34,"Noviembre"
"10426","04/11/1997","0","9.1",1997-11-04,11,"1997","max",32,"Noviembre"
"10427","05/11/1997","0","6.6",1997-11-05,11,"1997","max",29,"Noviembre"
"10428","06/11/1997","0","7.5",1997-11-06,11,"1997","max",29,"Noviembre"
"10429","07/11/1997","0","4.5",1997-11-07,11,"1997","max",25,"Noviembre"
"10430","08/11/1997","0","4.8",1997-11-08,11,"1997","max",21,"Noviembre"
"10431","09/11/1997","0","4.1",1997-11-09,11,"1997","max",22,"Noviembre"
"10432","10/11/1997","2","0.8",1997-11-10,11,"1997","max",17,"Noviembre"
"10433","11/11/1997","1","1.4",1997-11-11,11,"1997","max",19,"Noviembre"
"10434","12/11/1997","0.1","2",1997-11-12,11,"1997","max",19,"Noviembre"
"10435","13/11/1997","3","1",1997-11-13,11,"1997","max",15,"Noviembre"
"10436","14/11/1997","0","2.4",1997-11-14,11,"1997","max",16,"Noviembre"
"10437","15/11/1997","0","1.6",1997-11-15,11,"1997","max",20,"Noviembre"
"10438","16/11/1997","0","2.7",1997-11-16,11,"1997","max",22,"Noviembre"
"10439","17/11/1997","0","4.1",1997-11-17,11,"1997","max",22,"Noviembre"
"10440","18/11/1997","0","5.3",1997-11-18,11,"1997","max",24,"Noviembre"
"10441","19/11/1997","0","4.6",1997-11-19,11,"1997","max",25,"Noviembre"
"10442","20/11/1997","0","3",1997-11-20,11,"1997","max",24,"Noviembre"
"10443","21/11/1997","0","5.6",1997-11-21,11,"1997","max",26,"Noviembre"
"10444","22/11/1997","0","5.9",1997-11-22,11,"1997","max",29,"Noviembre"
"10445","23/11/1997","0","5.2",1997-11-23,11,"1997","max",27,"Noviembre"
"10446","24/11/1997","0","5.1",1997-11-24,11,"1997","max",27,"Noviembre"
"10447","25/11/1997","0","5.3",1997-11-25,11,"1997","max",28,"Noviembre"
"10448","26/11/1997","35.5","0.9",1997-11-26,11,"1997","max",19,"Noviembre"
"10449","27/11/1997","0","2.3",1997-11-27,11,"1997","max",16,"Noviembre"
"10450","28/11/1997","0","1",1997-11-28,11,"1997","max",19,"Noviembre"
"10451","29/11/1997","11.5","1.2",1997-11-29,11,"1997","max",17,"Noviembre"
"10452","30/11/1997","0","2",1997-11-30,11,"1997","max",12,"Noviembre"
"10453","01/12/1997","0","2",1997-12-01,12,"1997","max",16,"Diciembre"
"10454","02/12/1997","0","2.4",1997-12-02,12,"1997","max",17,"Diciembre"
"10455","03/12/1997","0","2.1",1997-12-03,12,"1997","max",21,"Diciembre"
"10456","04/12/1997","0","2.5",1997-12-04,12,"1997","max",20,"Diciembre"
"10457","05/12/1997","22","1",1997-12-05,12,"1997","max",21,"Diciembre"
"10458","06/12/1997","21","1.8",1997-12-06,12,"1997","max",20,"Diciembre"
"10459","07/12/1997","8.5","2.2",1997-12-07,12,"1997","max",17,"Diciembre"
"10460","08/12/1997","3","1.1",1997-12-08,12,"1997","max",13,"Diciembre"
"10461","09/12/1997","0","2",1997-12-09,12,"1997","max",16,"Diciembre"
"10462","10/12/1997","0","1.8",1997-12-10,12,"1997","max",13,"Diciembre"
"10463","11/12/1997","0","1.5",1997-12-11,12,"1997","max",11,"Diciembre"
"10464","12/12/1997","0","2.7",1997-12-12,12,"1997","max",16,"Diciembre"
"10465","13/12/1997","0","2.2",1997-12-13,12,"1997","max",24,"Diciembre"
"10466","14/12/1997","0","2.8",1997-12-14,12,"1997","max",21,"Diciembre"
"10467","15/12/1997","0","2",1997-12-15,12,"1997","max",20,"Diciembre"
"10468","16/12/1997","0","2.7",1997-12-16,12,"1997","max",21,"Diciembre"
"10469","17/12/1997","0","2.5",1997-12-17,12,"1997","max",20,"Diciembre"
"10470","18/12/1997","3.5","0.9",1997-12-18,12,"1997","max",19,"Diciembre"
"10471","19/12/1997","0","1.8",1997-12-19,12,"1997","max",18,"Diciembre"
"10472","20/12/1997","0","2.6",1997-12-20,12,"1997","max",20,"Diciembre"
"10473","21/12/1997","27","1.3",1997-12-21,12,"1997","max",13,"Diciembre"
"10474","22/12/1997","0","1.6",1997-12-22,12,"1997","max",11,"Diciembre"
"10475","23/12/1997","0","2.3",1997-12-23,12,"1997","max",16,"Diciembre"
"10476","24/12/1997","0","2",1997-12-24,12,"1997","max",14,"Diciembre"
"10477","25/12/1997","0","2.5",1997-12-25,12,"1997","max",13,"Diciembre"
"10478","26/12/1997","0","2.7",1997-12-26,12,"1997","max",14,"Diciembre"
"10479","27/12/1997","0","3.2",1997-12-27,12,"1997","max",20,"Diciembre"
"10480","28/12/1997","0","4.4",1997-12-28,12,"1997","max",18,"Diciembre"
"10481","29/12/1997","0","2.2",1997-12-29,12,"1997","max",22,"Diciembre"
"10482","30/12/1997","0","3.2",1997-12-30,12,"1997","max",24,"Diciembre"
"10483","31/12/1997","0","3.9",1997-12-31,12,"1997","max",23,"Diciembre"
"10484","01/01/1998","0","3.3",1998-01-01,1,"1998","max",22,"Enero "
"10485","02/01/1998","1","1.8",1998-01-02,1,"1998","max",16,"Enero "
"10486","03/01/1998","6","1.6",1998-01-03,1,"1998","max",15,"Enero "
"10487","04/01/1998","2","2.5",1998-01-04,1,"1998","max",15,"Enero "
"10488","05/01/1998","0","1.1",1998-01-05,1,"1998","max",15,"Enero "
"10489","06/01/1998","0","3.9",1998-01-06,1,"1998","max",17,"Enero "
"10490","07/01/1998","0","3.5",1998-01-07,1,"1998","max",19,"Enero "
"10491","08/01/1998","0","2.3",1998-01-08,1,"1998","max",16,"Enero "
"10492","09/01/1998","13.5","0.5",1998-01-09,1,"1998","max",16,"Enero "
"10493","10/01/1998","3","0.8",1998-01-10,1,"1998","max",16,"Enero "
"10494","11/01/1998","0.1","1",1998-01-11,1,"1998","max",16,"Enero "
"10495","12/01/1998","0","1.5",1998-01-12,1,"1998","max",16,"Enero "
"10496","13/01/1998","0","1",1998-01-13,1,"1998","max",16,"Enero "
"10497","14/01/1998","0","1.6",1998-01-14,1,"1998","max",17,"Enero "
"10498","15/01/1998","2","1.6",1998-01-15,1,"1998","max",17,"Enero "
"10499","16/01/1998","0","2.2",1998-01-16,1,"1998","max",21,"Enero "
"10500","17/01/1998","0","2.7",1998-01-17,1,"1998","max",21,"Enero "
"10501","18/01/1998","0.1","1.1",1998-01-18,1,"1998","max",21,"Enero "
"10502","19/01/1998","0.5","2.4",1998-01-19,1,"1998","max",14,"Enero "
"10503","20/01/1998","0.1","1",1998-01-20,1,"1998","max",13,"Enero "
"10504","21/01/1998","0","1.2",1998-01-21,1,"1998","max",16,"Enero "
"10505","22/01/1998","0","3",1998-01-22,1,"1998","max",17.5,"Enero "
"10506","23/01/1998","0","3.5",1998-01-23,1,"1998","max",18.5,"Enero "
"10507","24/01/1998","0","2.8",1998-01-24,1,"1998","max",20,"Enero "
"10508","25/01/1998","0","4.5",1998-01-25,1,"1998","max",23,"Enero "
"10509","26/01/1998","0","5.8",1998-01-26,1,"1998","max",24,"Enero "
"10510","27/01/1998","0","2.7",1998-01-27,1,"1998","max",20,"Enero "
"10511","28/01/1998","0","2.7",1998-01-28,1,"1998","max",20,"Enero "
"10512","29/01/1998","4","0.7",1998-01-29,1,"1998","max",14,"Enero "
"10513","30/01/1998","0","2.1",1998-01-30,1,"1998","max",19,"Enero "
"10514","31/01/1998","1.5","0.4",1998-01-31,1,"1998","max",16,"Enero "
"10515","01/02/1998","0","3.2",1998-02-01,2,"1998","max",17.5,"Febrero"
"10516","02/02/1998","0","2",1998-02-02,2,"1998","max",17,"Febrero"
"10517","03/02/1998","62","0.9",1998-02-03,2,"1998","max",16,"Febrero"
"10518","04/02/1998","1.5","2.4",1998-02-04,2,"1998","max",13,"Febrero"
"10519","05/02/1998","0","3.1",1998-02-05,2,"1998","max",17,"Febrero"
"10520","06/02/1998","10","0.7",1998-02-06,2,"1998","max",16,"Febrero"
"10521","07/02/1998","22.5","2.7",1998-02-07,2,"1998","max",15,"Febrero"
"10522","08/02/1998","18.5","0.7",1998-02-08,2,"1998","max",17,"Febrero"
"10523","09/02/1998","0","2.2",1998-02-09,2,"1998","max",14,"Febrero"
"10524","10/02/1998","0","3.6",1998-02-10,2,"1998","max",17,"Febrero"
"10525","11/02/1998","0","1.6",1998-02-11,2,"1998","max",16.5,"Febrero"
"10526","12/02/1998","0","2.1",1998-02-12,2,"1998","max",17,"Febrero"
"10527","13/02/1998","0","2.2",1998-02-13,2,"1998","max",17,"Febrero"
"10528","14/02/1998","36.5","0.4",1998-02-14,2,"1998","max",14,"Febrero"
"10529","15/02/1998","8.5","0.5",1998-02-15,2,"1998","max",11,"Febrero"
"10530","16/02/1998","13.5","1.2",1998-02-16,2,"1998","max",13,"Febrero"
"10531","17/02/1998","4","0.9",1998-02-17,2,"1998","max",13,"Febrero"
"10532","18/02/1998","0","1.8",1998-02-18,2,"1998","max",16,"Febrero"
"10533","19/02/1998","10","2",1998-02-19,2,"1998","max",13,"Febrero"
"10534","20/02/1998","7","1.2",1998-02-20,2,"1998","max",10,"Febrero"
"10535","21/02/1998","0","2.2",1998-02-21,2,"1998","max",14,"Febrero"
"10536","22/02/1998","0","1.5",1998-02-22,2,"1998","max",15,"Febrero"
"10537","23/02/1998","32.5","2.5",1998-02-23,2,"1998","max",14,"Febrero"
"10538","24/02/1998","7","0.5",1998-02-24,2,"1998","max",15,"Febrero"
"10539","25/02/1998","0","3.3",1998-02-25,2,"1998","max",14,"Febrero"
"10540","26/02/1998","0","1.5",1998-02-26,2,"1998","max",14,"Febrero"
"10541","27/02/1998","0","2.6",1998-02-27,2,"1998","max",17,"Febrero"
"10542","28/02/1998","0","3.4",1998-02-28,2,"1998","max",21,"Febrero"
"10543","01/03/1998","0","3.5",1998-03-01,3,"1998","max",22,"Marzo"
"10544","02/03/1998","0","2.8",1998-03-02,3,"1998","max",17,"Marzo"
"10545","03/03/1998","0","1.8",1998-03-03,3,"1998","max",17,"Marzo"
"10546","04/03/1998","0","2.7",1998-03-04,3,"1998","max",16,"Marzo"
"10547","05/03/1998","1.5","2.5",1998-03-05,3,"1998","max",15,"Marzo"
"10548","06/03/1998","0.5","1.8",1998-03-06,3,"1998","max",12,"Marzo"
"10549","07/03/1998","0","2.5",1998-03-07,3,"1998","max",15,"Marzo"
"10550","08/03/1998","0","4.3",1998-03-08,3,"1998","max",18,"Marzo"
"10551","09/03/1998","0","4.1",1998-03-09,3,"1998","max",23,"Marzo"
"10552","10/03/1998","0","6.3",1998-03-10,3,"1998","max",26,"Marzo"
"10553","11/03/1998","0","4.9",1998-03-11,3,"1998","max",26,"Marzo"
"10554","12/03/1998","0","6.1",1998-03-12,3,"1998","max",23,"Marzo"
"10555","13/03/1998","9.5","2.6",1998-03-13,3,"1998","max",16,"Marzo"
"10556","14/03/1998","3.5","0.5",1998-03-14,3,"1998","max",14,"Marzo"
"10557","15/03/1998","0","2.1",1998-03-15,3,"1998","max",18,"Marzo"
"10558","16/03/1998","0.1","1.2",1998-03-16,3,"1998","max",14,"Marzo"
"10559","17/03/1998","0","2.5",1998-03-17,3,"1998","max",18,"Marzo"
"10560","18/03/1998","0","3.5",1998-03-18,3,"1998","max",18,"Marzo"
"10561","19/03/1998","0","4.8",1998-03-19,3,"1998","max",21,"Marzo"
"10562","20/03/1998","0","3.3",1998-03-20,3,"1998","max",18,"Marzo"
"10563","21/03/1998","0","4",1998-03-21,3,"1998","max",21,"Marzo"
"10564","22/03/1998","0","5.5",1998-03-22,3,"1998","max",27,"Marzo"
"10565","23/03/1998","0","5.1",1998-03-23,3,"1998","max",30,"Marzo"
"10566","24/03/1998","0","7.6",1998-03-24,3,"1998","max",23,"Marzo"
"10567","25/03/1998","31","2.2",1998-03-25,3,"1998","max",17,"Marzo"
"10568","26/03/1998","1","1.1",1998-03-26,3,"1998","max",13,"Marzo"
"10569","27/03/1998","7.5","1.5",1998-03-27,3,"1998","max",17,"Marzo"
"10570","28/03/1998","27","0.7",1998-03-28,3,"1998","max",10,"Marzo"
"10571","29/03/1998","16.5","1.9",1998-03-29,3,"1998","max",7,"Marzo"
"10572","30/03/1998","0","2.9",1998-03-30,3,"1998","max",14,"Marzo"
"10573","31/03/1998","14","2.7",1998-03-31,3,"1998","max",13,"Marzo"
"10574","01/04/1998","5","0.8",1998-04-01,4,"1998","max",10,"Abril"
"10575","02/04/1998","0","3.3",1998-04-02,4,"1998","max",17,"Abril"
"10576","03/04/1998","0","4.7",1998-04-03,4,"1998","max",16,"Abril"
"10577","04/04/1998","0","2.4",1998-04-04,4,"1998","max",14,"Abril"
"10578","05/04/1998","0","3.3",1998-04-05,4,"1998","max",15,"Abril"
"10579","06/04/1998","3.5","3.5",1998-04-06,4,"1998","max",13,"Abril"
"10580","07/04/1998","0.1","3.5",1998-04-07,4,"1998","max",14,"Abril"
"10581","08/04/1998","0","3",1998-04-08,4,"1998","max",17,"Abril"
"10582","09/04/1998","0","5.7",1998-04-09,4,"1998","max",22,"Abril"
"10583","10/04/1998","0","6.8",1998-04-10,4,"1998","max",22,"Abril"
"10584","11/04/1998","17.5","1.2",1998-04-11,4,"1998","max",15,"Abril"
"10585","12/04/1998","0","4.9",1998-04-12,4,"1998","max",13,"Abril"
"10586","13/04/1998","3","3.7",1998-04-13,4,"1998","max",14,"Abril"
"10587","14/04/1998","9.5","3.6",1998-04-14,4,"1998","max",14,"Abril"
"10588","15/04/1998","0","4.9",1998-04-15,4,"1998","max",12,"Abril"
"10589","16/04/1998","0","2.5",1998-04-16,4,"1998","max",17,"Abril"
"10590","17/04/1998","0","7.5",1998-04-17,4,"1998","max",22,"Abril"
"10591","18/04/1998","0","7.1",1998-04-18,4,"1998","max",26,"Abril"
"10592","19/04/1998","0","6.9",1998-04-19,4,"1998","max",26,"Abril"
"10593","20/04/1998","0","6.2",1998-04-20,4,"1998","max",27,"Abril"
"10594","21/04/1998","0","8.9",1998-04-21,4,"1998","max",29,"Abril"
"10595","22/04/1998","0","4.1",1998-04-22,4,"1998","max",24,"Abril"
"10596","23/04/1998","0","5.1",1998-04-23,4,"1998","max",17,"Abril"
"10597","24/04/1998","0","4.7",1998-04-24,4,"1998","max",18,"Abril"
"10598","25/04/1998","0","3.4",1998-04-25,4,"1998","max",16,"Abril"
"10599","26/04/1998","0","5.3",1998-04-26,4,"1998","max",27,"Abril"
"10600","27/04/1998","0","7.5",1998-04-27,4,"1998","max",28,"Abril"
"10601","28/04/1998","0","9.5",1998-04-28,4,"1998","max",28,"Abril"
"10602","29/04/1998","0","9.1",1998-04-29,4,"1998","max",31,"Abril"
"10603","30/04/1998","0","5.1",1998-04-30,4,"1998","max",22,"Abril"
"10604","01/05/1998","0","5.4",1998-05-01,5,"1998","max",21,"Mayo"
"10605","02/05/1998","0","4.4",1998-05-02,5,"1998","max",24,"Mayo"
"10606","03/05/1998","0","7.7",1998-05-03,5,"1998","max",23,"Mayo"
"10607","04/05/1998","2.5","6.6",1998-05-04,5,"1998","max",22,"Mayo"
"10608","05/05/1998","0.5","4",1998-05-05,5,"1998","max",18,"Mayo"
"10609","06/05/1998","0","4.1",1998-05-06,5,"1998","max",18,"Mayo"
"10610","07/05/1998","0","4.2",1998-05-07,5,"1998","max",18,"Mayo"
"10611","08/05/1998","0","3.5",1998-05-08,5,"1998","max",18,"Mayo"
"10612","09/05/1998","0","2.4",1998-05-09,5,"1998","max",18,"Mayo"
"10613","10/05/1998","0","5.6",1998-05-10,5,"1998","max",18,"Mayo"
"10614","11/05/1998","0.1","4",1998-05-11,5,"1998","max",16,"Mayo"
"10615","12/05/1998","12.5","2.2",1998-05-12,5,"1998","max",17,"Mayo"
"10616","13/05/1998","1","3.9",1998-05-13,5,"1998","max",16,"Mayo"
"10617","14/05/1998","0","3.8",1998-05-14,5,"1998","max",18,"Mayo"
"10618","15/05/1998","0","5.1",1998-05-15,5,"1998","max",22,"Mayo"
"10619","16/05/1998","0","4.8",1998-05-16,5,"1998","max",22,"Mayo"
"10620","17/05/1998","0","6.8",1998-05-17,5,"1998","max",27,"Mayo"
"10621","18/05/1998","0","5.1",1998-05-18,5,"1998","max",27,"Mayo"
"10622","19/05/1998","0","6.9",1998-05-19,5,"1998","max",25,"Mayo"
"10623","20/05/1998","0","3.9",1998-05-20,5,"1998","max",18,"Mayo"
"10624","21/05/1998","0","4.3",1998-05-21,5,"1998","max",23,"Mayo"
"10625","22/05/1998","0","7.3",1998-05-22,5,"1998","max",22,"Mayo"
"10626","23/05/1998","0","6",1998-05-23,5,"1998","max",22,"Mayo"
"10627","24/05/1998","0","6.3",1998-05-24,5,"1998","max",22,"Mayo"
"10628","25/05/1998","0.5","4.4",1998-05-25,5,"1998","max",19,"Mayo"
"10629","26/05/1998","0","3.4",1998-05-26,5,"1998","max",17,"Mayo"
"10630","27/05/1998","0","7.3",1998-05-27,5,"1998","max",23,"Mayo"
"10631","28/05/1998","0","7",1998-05-28,5,"1998","max",25,"Mayo"
"10632","29/05/1998","0","6.9",1998-05-29,5,"1998","max",24,"Mayo"
"10633","30/05/1998","0","7",1998-05-30,5,"1998","max",22,"Mayo"
"10634","31/05/1998","0","6.6",1998-05-31,5,"1998","max",24,"Mayo"
"10635","01/06/1998","0","7.6",1998-06-01,6,"1998","max",26,"Junio"
"10636","02/06/1998","0","7.5",1998-06-02,6,"1998","max",24,"Junio"
"10637","03/06/1998","0","6.3",1998-06-03,6,"1998","max",21,"Junio"
"10638","04/06/1998","0","6",1998-06-04,6,"1998","max",22,"Junio"
"10639","05/06/1998","0","3.9",1998-06-05,6,"1998","max",24,"Junio"
"10640","06/06/1998","0","6.3",1998-06-06,6,"1998","max",21,"Junio"
"10641","07/06/1998","0.1","3.3",1998-06-07,6,"1998","max",24,"Junio"
"10642","08/06/1998","0","4.1",1998-06-08,6,"1998","max",22,"Junio"
"10643","09/06/1998","0","6.2",1998-06-09,6,"1998","max",22,"Junio"
"10644","10/06/1998","0","6.7",1998-06-10,6,"1998","max",22,"Junio"
"10645","11/06/1998","0.1","4.8",1998-06-11,6,"1998","max",20,"Junio"
"10646","12/06/1998","0","5.1",1998-06-12,6,"1998","max",19,"Junio"
"10647","13/06/1998","0","5.2",1998-06-13,6,"1998","max",26,"Junio"
"10648","14/06/1998","0","9.1",1998-06-14,6,"1998","max",29,"Junio"
"10649","15/06/1998","0","7.8",1998-06-15,6,"1998","max",28,"Junio"
"10650","16/06/1998","0","3.4",1998-06-16,6,"1998","max",24,"Junio"
"10651","17/06/1998","0","7.4",1998-06-17,6,"1998","max",24,"Junio"
"10652","18/06/1998","0","7",1998-06-18,6,"1998","max",28,"Junio"
"10653","19/06/1998","0","10.7",1998-06-19,6,"1998","max",31,"Junio"
"10654","20/06/1998","0","7.6",1998-06-20,6,"1998","max",27,"Junio"
"10655","21/06/1998","0","10.2",1998-06-21,6,"1998","max",30,"Junio"
"10656","22/06/1998","0","9.9",1998-06-22,6,"1998","max",28,"Junio"
"10657","23/06/1998","0","10.3",1998-06-23,6,"1998","max",28,"Junio"
"10658","24/06/1998","0","9.7",1998-06-24,6,"1998","max",28,"Junio"
"10659","25/06/1998","0","8.5",1998-06-25,6,"1998","max",31,"Junio"
"10660","26/06/1998","0","8.2",1998-06-26,6,"1998","max",31.5,"Junio"
"10661","27/06/1998","0","10.2",1998-06-27,6,"1998","max",31,"Junio"
"10662","28/06/1998","0","10.9",1998-06-28,6,"1998","max",35,"Junio"
"10663","29/06/1998","0","13.9",1998-06-29,6,"1998","max",37,"Junio"
"10664","30/06/1998","0","11.8",1998-06-30,6,"1998","max",33,"Junio"
"10665","01/07/1998","0","9.2",1998-07-01,7,"1998","max",30,"Julio"
"10666","02/07/1998","0","9.1",1998-07-02,7,"1998","max",26,"Julio"
"10667","03/07/1998","0","10.1",1998-07-03,7,"1998","max",25,"Julio"
"10668","04/07/1998","0","11.1",1998-07-04,7,"1998","max",28,"Julio"
"10669","05/07/1998","0","10.1",1998-07-05,7,"1998","max",29,"Julio"
"10670","06/07/1998","0","9.7",1998-07-06,7,"1998","max",34,"Julio"
"10671","07/07/1998","0","15.2",1998-07-07,7,"1998","max",31,"Julio"
"10672","08/07/1998","0","10.6",1998-07-08,7,"1998","max",35,"Julio"
"10673","09/07/1998","0","10.6",1998-07-09,7,"1998","max",33,"Julio"
"10674","10/07/1998","0","9.9",1998-07-10,7,"1998","max",33,"Julio"
"10675","11/07/1998","0","12.1",1998-07-11,7,"1998","max",35,"Julio"
"10676","12/07/1998","0","9.1",1998-07-12,7,"1998","max",30,"Julio"
"10677","13/07/1998","0","10.6",1998-07-13,7,"1998","max",33,"Julio"
"10678","14/07/1998","0","12.6",1998-07-14,7,"1998","max",35,"Julio"
"10679","15/07/1998","0","15.4",1998-07-15,7,"1998","max",33,"Julio"
"10680","16/07/1998","0","12.6",1998-07-16,7,"1998","max",40,"Julio"
"10681","17/07/1998","0","15.1",1998-07-17,7,"1998","max",38,"Julio"
"10682","18/07/1998","0","10.9",1998-07-18,7,"1998","max",38,"Julio"
"10683","19/07/1998","0","10.4",1998-07-19,7,"1998","max",37,"Julio"
"10684","20/07/1998","0.1","5.3",1998-07-20,7,"1998","max",30,"Julio"
"10685","21/07/1998","0.1","6.1",1998-07-21,7,"1998","max",30,"Julio"
"10686","22/07/1998","0","7.5",1998-07-22,7,"1998","max",27,"Julio"
"10687","23/07/1998","0","7.5",1998-07-23,7,"1998","max",27,"Julio"
"10688","24/07/1998","0","7.2",1998-07-24,7,"1998","max",28,"Julio"
"10689","25/07/1998","0","10.2",1998-07-25,7,"1998","max",34,"Julio"
"10690","26/07/1998","0","13.1",1998-07-26,7,"1998","max",41,"Julio"
"10691","27/07/1998","0","13.6",1998-07-27,7,"1998","max",40,"Julio"
"10692","28/07/1998","0","11.9",1998-07-28,7,"1998","max",40,"Julio"
"10693","29/07/1998","0","8.8",1998-07-29,7,"1998","max",33,"Julio"
"10694","30/07/1998","0","9.4",1998-07-30,7,"1998","max",32,"Julio"
"10695","31/07/1998","0","9.7",1998-07-31,7,"1998","max",32,"Julio"
