"","FECHA","PRECIPmm","EVAPmm","tmin","tmax"
"1","01/01/1941","0","3.3",3.5,19.5
"2","02/01/1941","0","3.8",2.5,21.5
"3","03/01/1941","0","5.8",5.5,23.5
"4","04/01/1941","0","5.7",7.5,19
"5","05/01/1941","0","5",-4.5,21.5
"6","06/01/1941","0","4.9",-2.5,23.5
"7","07/01/1941","0","8.1",-3.5,23.5
"8","08/01/1941","0","5.3",-1,24.5
"9","09/01/1941","0.1","3.6",3,20.5
"10","10/01/1941","0.2","2.9",7,19
"11","11/01/1941","0.2","3.6",5,22
"12","12/01/1941","0","5.1",7.5,24.5
"13","13/01/1941","0","6.4",3.5,23
"14","14/01/1941","0","6.5",3.5,22.3
"15","15/01/1941","0","6.8",2,19.5
"16","16/01/1941","0","4.9",5,18
"17","17/01/1941","0","4.5",-1.5,21.5
"18","18/01/1941","0","4.7",-5,13
"19","19/01/1941","0","4.4",-1.5,20
"20","20/01/1941","0","5.5",-3,23.5
"21","21/01/1941","0","5.3",3.5,21
"22","22/01/1941","0","6",2,23
"23","23/01/1941","0","6.2",3.5,23.5
"24","24/01/1941","0","6.1",-5,23
"25","25/01/1941","0","7.8",0.5,24.5
"26","26/01/1941","0","7.3",-1,25
"27","27/01/1941","0","5.1",1,23.5
"28","28/01/1941","0","7",2.5,24.5
"29","29/01/1941","0","4.4",3.5,22
"30","30/01/1941","7.5","4",6.5,21.5
"31","31/01/1941","42.5","3.6",9.5,16
"32","01/02/1941","0","5.5",6,20
"33","02/02/1941","0","6.6",5,21
"34","03/02/1941","30","2.9",3.5,19.5
"35","04/02/1941","80","2.7",7.5,17
"36","05/02/1941","30","1.3",8.5,14
"37","06/02/1941","0","6.5",3,20.5
"38","07/02/1941","0","8.3",3.5,19.5
"39","08/02/1941","0","4.9",1,19
"40","09/02/1941","0","3.9",-3.5,17.5
"41","10/02/1941","0","5.3",-3,24
"42","11/02/1941","0","5.3",1,22.5
"43","12/02/1941","0","1.2",4,26
"44","13/02/1941","0","7.9",8.5,28.5
"45","14/02/1941","0","8.3",4.5,29.5
"46","15/02/1941","0","8.1",5.5,29.5
"47","16/02/1941","0","8.6",7,28.5
"48","17/02/1941","0","6",8.5,22
"49","18/02/1941","0","6.5",3.5,21.5
"50","19/02/1941","0","1.7",4.5,25.5
"51","20/02/1941","0","6.4",7,24.5
"52","21/02/1941","0","8.4",9.5,26.5
"53","22/02/1941","0","11.7",10.5,26
"54","23/02/1941","0","9",4.5,21.5
"55","24/02/1941","0","9.4",1.5,22.5
"56","25/02/1941","0","9.9",3.5,22.5
"57","26/02/1941","0","13.5",3.5,23.5
"58","27/02/1941","0","6",3,23
"59","28/02/1941","0","6.5",5.5,25
"60","01/03/1941","0","9.4",7,27
"61","02/03/1941","0","10.7",11,25
"62","03/03/1941","0","12.3",7.5,26
"63","04/03/1941","0","10.6",5.5,27
"64","05/03/1941","0","10.7",7,25.5
"65","06/03/1941","0","10.9",7.5,21.5
"66","07/03/1941","0","6.1",-2.5,20.5
"67","08/03/1941","0","6.6",-1,14
"68","09/03/1941","0","6.4",-6.5,23
"69","10/03/1941","0","7.9",1.5,24.5
"70","11/03/1941","0","10.9",5,24.5
"71","12/03/1941","0","10.8",8,25
"72","13/03/1941","0.1","11.5",2.5,27.5
"73","14/03/1941","0","12.7",10,22
"74","15/03/1941","0","9.3",7.5,26
"75","16/03/1941","0","12.5",11.5,26
"76","17/03/1941","0","5.7",11.5,25.5
"77","18/03/1941","0","6.3",8.5,21.5
"78","19/03/1941","50","9.4",5.5,21.5
"79","20/03/1941","0","9.6",6,22.5
"80","21/03/1941","0","9.8",2,21
"81","22/03/1941","0","7.9",0,23
"82","23/03/1941","0","9.8",8,23.5
"83","24/03/1941","0","11.3",5.3,21.5
"84","25/03/1941","0","10.2",4.5,25.5
"85","26/03/1941","0","10.6",4,25.5
"86","27/03/1941","0","7",4,24.5
"87","28/03/1941","0","14.1",4.5,25.5
"88","29/03/1941","0","13.7",10,27.5
"89","30/03/1941","0","12.2",7,27.5
"90","31/03/1941","0","Nulo",5,28.5
"91","01/04/1941","0","13.6",11,26.5
"92","02/04/1941","0","16.3",8.5,26.5
"93","03/04/1941","0","14.6",10,28
"94","04/04/1941","0","11.4",3.5,27
"95","05/04/1941","0","12",5.5,28.5
"96","06/04/1941","0","11.9",7.5,24.5
"97","07/04/1941","0","13.3",3.5,28
"98","08/04/1941","0","13.9",7,29
"99","09/04/1941","0","14.4",3.5,26
"100","10/04/1941","0","14",6,26
"101","11/04/1941","0","14.2",5,26.5
"102","12/04/1941","0","12.7",4.5,27
"103","13/04/1941","0","12.3",7.5,28
"104","14/04/1941","0","12",8.5,26.5
"105","15/04/1941","0","8.8",10.5,27.5
"106","16/04/1941","0","14.9",13.5,25.5
"107","17/04/1941","0","15",6.5,28
"108","18/04/1941","0","14.3",4,28.6
"109","19/04/1941","0","14.1",9,27
"110","20/04/1941","0","14.6",7,28.5
"111","21/04/1941","0","15.1",3.5,28
"112","22/04/1941","0","13.7",12.5,27
"113","23/04/1941","0","9.8",8,28
"114","24/04/1941","0","8.8",10.5,28
"115","25/04/1941","10","5.4",9.5,28.5
"116","26/04/1941","10","12.3",12.5,24
"117","27/04/1941","0","11.3",11,25.5
"118","28/04/1941","0","13",4.5,27
"119","29/04/1941","0","11.9",4.5,27.5
"120","30/04/1941","0","Nulo",5,27
"121","01/05/1941","0","13.1",9,26
"122","02/05/1941","0","13.8",11.5,25
"123","03/05/1941","0","14.8",7,27.5
"124","04/05/1941","0","14.1",10,29
"125","05/05/1941","0","10.1",12,27.5
"126","06/05/1941","0","10.7",5.5,29
"127","07/05/1941","0","12.1",8,31
"128","08/05/1941","0","12",9,32.5
"129","09/05/1941","0","11.4",11,33
"130","10/05/1941","0","12.9",11.5,30
"131","11/05/1941","0","14.8",10,31.5
"132","12/05/1941","0","11.7",11,31
"133","13/05/1941","0","10.2",12,30.5
"134","14/05/1941","0","11.9",13,32
"135","15/05/1941","0","12.1",15.5,31.5
"136","16/05/1941","0","10.5",13.5,31.5
"137","17/05/1941","0","8.6",16,29.5
"138","18/05/1941","22.5","7.9",10,27.5
"139","19/05/1941","0","13.1",7.5,29
"140","20/05/1941","0","12.7",11,29
"141","21/05/1941","0","14.2",10.5,31
"142","22/05/1941","0","12.3",12,30.5
"143","23/05/1941","0","12.2",9.5,32
"144","24/05/1941","0","10.4",13,30
"145","25/05/1941","0","10.3",13.5,30
"146","26/05/1941","0","11.1",11.5,28.5
"147","27/05/1941","0","11.5",11.5,29.5
"148","28/05/1941","2.5","8.6",14,31
"149","29/05/1941","0","9.5",12.5,29.5
"150","30/05/1941","0","9.3",13.5,30.5
"151","31/05/1941","0","11.1",13,31
"152","01/06/1941","0","13",15,32
"153","02/06/1941","0","11.3",14,33
"154","03/06/1941","0","13.6",16.5,34
"155","04/06/1941","0","14.5",16.5,34
"156","05/06/1941","0","12.4",15.5,33
"157","06/06/1941","0","15.9",16,32
"158","07/06/1941","0","14.6",14.5,32.5
"159","08/06/1941","0","15.5",14.5,32
"160","09/06/1941","0","17.8",14.5,31.5
"161","10/06/1941","0","15.3",12.5,31.5
"162","11/06/1941","0","11.3",12.5,31.5
"163","12/06/1941","0.1","11.2",14.5,32.5
"164","13/06/1941","15","10.8",18.5,31.5
"165","14/06/1941","15","8.1",16.5,31
"166","15/06/1941","32.5","6.4",15,30
"167","16/06/1941","15","8.4",11.5,31
"168","17/06/1941","80","8.2",15.5,29
"169","18/06/1941","32.5","7.2",15.5,28
"170","19/06/1941","57.5","6.6",16.5,27.5
"171","20/06/1941","57.5","6.5",15,27
"172","21/06/1941","52.5","5.6",17,28
"173","22/06/1941","24.5","7.6",14,26.5
"174","23/06/1941","0","8.3",14,23
"175","24/06/1941","31.2","7.1",12.5,25.5
"176","25/06/1941","0","9",13.5,28
"177","26/06/1941","0","9.7",13,28.5
"178","27/06/1941","0","9.4",16,30
"179","28/06/1941","0","9.8",16.5,30.5
"180","29/06/1941","90","8.4",17.5,28.5
"181","30/06/1941","0","Nulo",15.5,27.5
"182","01/07/1941","97.5","8.1",15.5,27
"183","02/07/1941","0","8.3",15.5,27.5
"184","03/07/1941","0","9.9",16.5,28
"185","04/07/1941","0","1",16.5,27.5
"186","05/07/1941","22.5","6.3",16,26.5
"187","06/07/1941","22.5","8.8",15.5,28.5
"188","07/07/1941","10","7.2",15.5,28.5
"189","08/07/1941","57.5","7.4",16.5,28.5
"190","09/07/1941","12.5","8.1",15.5,28
"191","10/07/1941","37.5","7.1",16,28
"192","11/07/1941","7.5","6.5",16,28.5
"193","12/07/1941","10","3.8",16.5,26.5
"194","13/07/1941","13","7.7",16,25.5
"195","14/07/1941","0","7.7",15.5,27
"196","15/07/1941","0","9.8",13,28
"197","16/07/1941","0","9.9",14,29.5
"198","17/07/1941","0","9.4",14.5,30
"199","18/07/1941","0","9.8",13,30
"200","19/07/1941","17.5","8.3",14.5,30
"201","20/07/1941","60","5.9",14,28
"202","21/07/1941","50","6.1",14.5,27
"203","22/07/1941","12.5","3.6",14.5,25
"204","23/07/1941","5","4.6",13.5,26
"205","24/07/1941","17.2","7",14,28
"206","25/07/1941","16","5.8",15.5,26.5
"207","26/07/1941","2.5","7.3",14.5,26.5
"208","27/07/1941","42.5","5.6",13.5,25.5
"209","28/07/1941","2.5","7.9",13.5,27
"210","29/07/1941","0","7",14,28.5
"211","30/07/1941","0","6.3",14.5,28
"212","31/07/1941","25","9.6",14.5,26
"213","01/08/1941","42.5","1.5",14.5,20.5
"214","02/08/1941","10","3.8",13.5,23.5
"215","03/08/1941","0","6.5",10.5,26
"216","04/08/1941","10.2","7.6",13,28
"217","05/08/1941","35","6.4",14,26.5
"218","06/08/1941","0","6.2",14.5,27
"219","07/08/1941","57.5","5.1",15.5,25.5
"220","08/08/1941","0","4.4",14,24
"221","09/08/1941","45","4.6",13,24.5
"222","10/08/1941","72.5","4.4",14,25.5
"223","11/08/1941","20","4.2",15.5,24.5
"224","12/08/1941","17.5","5",14.5,25
"225","13/08/1941","30","5.7",14,26.5
"226","14/08/1941","16.7","8.2",12.5,26
"227","15/08/1941","32.5","3.3",14,23.5
"228","16/08/1941","15","5.3",14,25
"229","17/08/1941","2.5","6.2",12,27
"230","18/08/1941","0","6.8",14,28
"231","19/08/1941","0","8.6",13.5,29
"232","20/08/1941","0","7.4",13,30.5
"233","21/08/1941","0","8.5",13,30
"234","22/08/1941","0","7.9",14.5,29.5
"235","23/08/1941","0","7.7",13.5,29.5
"236","24/08/1941","0","7.2",13.5,29
"237","25/08/1941","0","8.6",14,27
"238","26/08/1941","0","7.8",16,29
"239","27/08/1941","25.5","7.7",16,28.5
"240","28/08/1941","11.2","8.9",15,27.5
"241","29/08/1941","25","5.1",15,27
"242","30/08/1941","2.5","6.8",15,27
"243","31/08/1941","22.5","Nulo",12.5,28.5
"244","01/09/1941","0","4.6",15.5,29
"245","02/09/1941","30","7.1",14,28.5
"246","03/09/1941","16.5","6.7",15.5,28
"247","04/09/1941","27.5","5.3",14.5,27
"248","05/09/1941","0","6.3",14,25.5
"249","06/09/1941","72.5","6.2",13,26
"250","07/09/1941","0","6.6",13.5,26.5
"251","08/09/1941","62.5","2.4",14,24.5
"252","09/09/1941","62.5","4.7",15,25.5
"253","10/09/1941","11","4.2",16,25.5
"254","11/09/1941","30.5","4.1",14.5,24.5
"255","12/09/1941","5","4.5",15.5,25.5
"256","13/09/1941","16","6.5",15.5,24.5
"257","14/09/1941","42.5","1.1",15.5,26
"258","15/09/1941","25.5","8.8",14.5,26.5
"259","16/09/1941","0","5.7",15.5,26
"260","17/09/1941","7.5","5.5",14.5,27
"261","18/09/1941","12.5","7",15.5,25.5
"262","19/09/1941","0","4.6",15,24.5
"263","20/09/1941","0","4.5",16.5,26
"264","21/09/1941","0","5.8",14.5,27
"265","22/09/1941","0","7.4",11.5,27
"266","23/09/1941","0","5.4",11.5,26.5
"267","24/09/1941","0","7.1",13.5,27
"268","25/09/1941","0","7.5",12.6,26.5
"269","26/09/1941","0","6.7",10.5,26.5
"270","27/09/1941","0","3.9",13,25.5
"271","28/09/1941","0","4.1",12.5,24.5
"272","29/09/1941","5","5.5",11.5,27.5
"273","30/09/1941","0","5",12.5,27.5
"274","01/10/1941","50","4.6",13,28
"275","02/10/1941","0","6",14.5,26
"276","03/10/1941","0.7","7.4",10.5,27
"277","04/10/1941","0","5.5",9.5,27.5
"278","05/10/1941","0","6",9,29
"279","06/10/1941","0","4.2",11.5,28.5
"280","07/10/1941","0","5.3",13.5,28.5
"281","08/10/1941","5","5.7",14,27
"282","09/10/1941","0","5.1",15,28
"283","10/10/1941","0","3.4",14,24.5
"284","11/10/1941","0","5.9",10.5,27
"285","12/10/1941","0","5.8",7.5,27
"286","13/10/1941","0","5.8",8.5,28
"287","14/10/1941","0","5.7",9,28
"288","15/10/1941","10","5.4",8.5,29
"289","16/10/1941","0","3.8",11,24.5
"290","17/10/1941","0","6.1",12,27
"291","18/10/1941","0","5.8",10,27
"292","19/10/1941","0","6",14,28
"293","20/10/1941","0","5.7",12,27.5
"294","21/10/1941","0","6.3",12.5,27.5
"295","22/10/1941","0","7",8.5,27
"296","23/10/1941","0","5.8",8.5,27.5
"297","24/10/1941","0","4",9.5,26
"298","25/10/1941","0","5",12,26
"299","26/10/1941","0","5.9",7,27.5
"300","27/10/1941","0","5.7",7,26.5
"301","28/10/1941","0","7.5",7,28
"302","29/10/1941","0","7.3",10.5,26.5
"303","30/10/1941","0","6.7",7.5,26
"304","31/10/1941","0","5",6,26.5
"305","01/11/1941","Nulo","8",3.5,26.5
"306","02/11/1941","Nulo","6.2",6.5,28.5
"307","03/11/1941","Nulo","5.9",6,28.5
"308","04/11/1941","Nulo","6",7,28
"309","05/11/1941","Nulo","5.6",8.5,25.5
"310","06/11/1941","Nulo","6.1",4.5,27
"311","07/11/1941","Nulo","4.8",6,25
"312","08/11/1941","Nulo","5.2",4.5,25.5
"313","09/11/1941","Nulo","4.1",3.5,25
"314","10/11/1941","Nulo","5.1",6.5,25.5
"315","11/11/1941","Nulo","5.5",9.5,35
"316","12/11/1941","Nulo","4.7",6.5,26.5
"317","13/11/1941","Nulo","6",6.5,27.5
"318","14/11/1941","Nulo","5.6",3.5,26
"319","15/11/1941","Nulo","4.9",3,24.5
"320","16/11/1941","Nulo","4.5",5.5,23
"321","17/11/1941","Nulo","5.6",1.5,23.5
"322","18/11/1941","Nulo","2.6",9,19
"323","19/11/1941","Nulo","5.4",13.5,24
"324","20/11/1941","Nulo","5.4",10,26
"325","21/11/1941","Nulo","7.8",9,26.5
"326","22/11/1941","Nulo","4.9",8.5,26
"327","23/11/1941","Nulo","4.8",8.5,25
"328","24/11/1941","Nulo","1.5",8.5,12
"329","25/11/1941","Nulo","2.6",9.5,21
"330","26/11/1941","Nulo","3.1",5,23.5
"331","27/11/1941","Nulo","3.4",6,21.5
"332","28/11/1941","Nulo","3.4",5.5,24
"333","29/11/1941","Nulo","3.7",4,25
"334","30/11/1941","Nulo","3.8",4.5,25
"335","01/12/1941","0","6.1",4,25.5
"336","02/12/1941","0","4",3,22.5
"337","03/12/1941","0","4.6",3.5,21
"338","04/12/1941","0","6.3",5,24
"339","05/12/1941","0","4.2",2.5,23.5
"340","06/12/1941","55","2.1",7.5,18
"341","07/12/1941","10","1.1",7.5,18
"342","08/12/1941","0","2.1",7.5,14.5
"343","09/12/1941","32.5","2.2",8,22
"344","10/12/1941","85","1",9.5,12.5
"345","11/12/1941","20","3.3",8.5,18.5
"346","12/12/1941","0","3.1",11.5,22
"347","13/12/1941","0","3.6",7,22.5
"348","14/12/1941","0","3.6",7.5,23.5
"349","15/12/1941","0","5",8,24.5
"350","16/12/1941","0","3.4",3,21.5
"351","17/12/1941","0","3.8",0.5,23.5
"352","18/12/1941","0","3.7",2.5,23
"353","19/12/1941","0","3",3.5,21.5
"354","20/12/1941","0","3.8",5.5,21
"355","21/12/1941","0","2.8",6,19
"356","22/12/1941","0","9.8",4.5,23
"357","23/12/1941","0","7.4",7.5,24
"358","24/12/1941","0","7.1",2,21.5
"359","25/12/1941","0","6.9",-3.5,23
"360","26/12/1941","0","4.2",-4.5,21
"361","27/12/1941","0","4.8",-5.5,24
"362","28/12/1941","0","4.3",-3.5,23.5
"363","29/12/1941","0","6.2",1.5,23.5
"364","30/12/1941","0","4.9",6.5,24.5
"365","31/12/1941","0","7",9.5,21.5
"366","01/01/1942","0","1.7",4,22.5
"367","02/01/1942","0","9",7,20.5
"368","03/01/1942","0","8",6.5,21
"369","04/01/1942","0","7.7",-3,22.5
"370","05/01/1942","0","5.5",-2.5,23.5
"371","06/01/1942","0","1.9",0.5,22.5
"372","07/01/1942","0","4.6",8.5,24
"373","08/01/1942","0","6.5",0.5,24.5
"374","09/01/1942","0","5.5",0,26.5
"375","10/01/1942","0","4.4",1.5,26
"376","11/01/1942","0","3",1,21
"377","12/01/1942","0","3.8",-1.5,23
"378","13/01/1942","0","4.6",1,24.5
"379","14/01/1942","0","4.9",6,24.5
"380","15/01/1942","0","3.1",3.5,20.5
"381","16/01/1942","0","6",1.5,23.5
"382","17/01/1942","0","6",1.5,24
"383","18/01/1942","0","5.9",0.5,22
"384","19/01/1942","0","4.7",1.5,23.5
"385","20/01/1942","0","3.3",1.5,19
"386","21/01/1942","27.5","0.7",7.5,12
"387","22/01/1942","0","0.8",2.5,13
"388","23/01/1942","0","3.9",-0.5,23
"389","24/01/1942","0","4.3",3,23.5
"390","25/01/1942","0","4.4",1.5,24
"391","26/01/1942","0","5.4",0.5,25.5
"392","27/01/1942","0","4.6",0.5,24
"393","28/01/1942","0","5.8",0.5,25.5
"394","29/01/1942","0","5.2",7.5,19
"395","30/01/1942","0","6.8",3,24
"396","31/01/1942","0","5.5",2.5,22.5
"397","01/02/1942","0","5.6",2,23.5
"398","02/02/1942","27.5","3",1,24
"399","03/02/1942","0","2.8",6,19.5
"400","04/02/1942","5","2.4",6.5,23.5
"401","05/02/1942","0","2.1",8.5,24
"402","06/02/1942","15","2",10.5,25.5
"403","07/02/1942","0","1.5",10.5,22.5
"404","08/02/1942","0","5.7",11,22.5
"405","09/02/1942","0","9.8",11.5,22.5
"406","10/02/1942","0","6.4",7.5,21
"407","11/02/1942","0","6.6",4.5,20.5
"408","12/02/1942","0","6",2.5,19
"409","13/02/1942","0","5.6",7.5,18.5
"410","14/02/1942","0","5.3",4,18.5
"411","15/02/1942","18","6.1",5,20
"412","16/02/1942","0","7.4",8,15.5
"413","17/02/1942","0","4.7",-1,20.5
"414","18/02/1942","0","5.5",5.5,21
"415","19/02/1942","0","7.8",-2,23.5
"416","20/02/1942","0","4",-2,23.5
"417","21/02/1942","0","6.3",2,24
"418","22/02/1942","0","9.9",4,25.5
"419","23/02/1942","0","1",8.5,25.5
"420","24/02/1942","0","9",8.5,27
"421","25/02/1942","0","11.4",9,24.5
"422","26/02/1942","0","8.8",6.5,27.5
"423","27/02/1942","0","9.9",7,24.5
"424","28/02/1942","0","12",9.5,23.5
"425","01/03/1942","0","9.3",7.5,25
"426","02/03/1942","0","5.5",0.5,21.5
"427","03/03/1942","0","11.7",-0.5,24
"428","04/03/1942","0","8.7",8.5,22
"429","05/03/1942","0","7.2",0.5,18.5
"430","06/03/1942","0","11.4",-5.5,22.5
"431","07/03/1942","0","12.8",8.5,20.5
"432","08/03/1942","0","2.6",-2,14
"433","09/03/1942","0","8",-9.5,21.5
"434","10/03/1942","0","10.6",-1.5,27
"435","11/03/1942","0","9",3.5,30
"436","12/03/1942","0","13.2",5.5,25
"437","13/03/1942","0","11.1",6,29
"438","14/03/1942","0","12.1",7,28.5
"439","15/03/1942","0","12",4.5,26.5
"440","16/03/1942","0","12.4",9,27.8
"441","17/03/1942","0","10.6",3,28.5
"442","18/03/1942","0","10.9",1.5,28
"443","19/03/1942","0","14.6",6,26.5
"444","20/03/1942","0","12.5",10,25.5
"445","21/03/1942","0","5.3",8.5,20
"446","22/03/1942","0","5.4",6.5,26.5
"447","23/03/1942","0","10.6",8,26.5
"448","24/03/1942","0","14.1",11.5,25
"449","25/03/1942","0","14.2",10.5,28
"450","26/03/1942","0","10.4",10.5,30
"451","27/03/1942","0","10",12.5,29.5
"452","28/03/1942","0","10.1",10,28.5
"453","29/03/1942","0","10",7,28.5
"454","30/03/1942","0","11.1",3.5,26.5
"455","31/03/1942","0","7.5",3.5,27.5
"456","01/04/1942","0","7.8",8.5,27
"457","02/04/1942","0","10.3",7,27.5
"458","03/04/1942","0","10.5",7.5,29
"459","04/04/1942","0","10.7",9.5,28.5
"460","05/04/1942","0","13",10,31.5
"461","06/04/1942","0","14.6",12,27.5
"462","07/04/1942","0","16.6",10,21.5
"463","08/04/1942","0","11.5",3,24
"464","09/04/1942","0","6.2",3.5,25.5
"465","10/04/1942","0","9.9",3,29
"466","11/04/1942","0","14.7",10,29
"467","12/04/1942","0","15.3",7.5,26.5
"468","13/04/1942","0","11.2",4.5,29.5
"469","14/04/1942","0","13.4",4,27
"470","15/04/1942","0","13.3",9.5,30
"471","16/04/1942","0","13.9",5.5,30.5
"472","17/04/1942","0","11",11.5,28.5
"473","18/04/1942","0","15.3",9.5,23.5
"474","19/04/1942","0","11.7",10,28.5
"475","20/04/1942","0","14.4",7.5,29.5
"476","21/04/1942","0","13.2",7,30.5
"477","22/04/1942","0","11.7",14,26.5
"478","23/04/1942","0","15.8",11.5,23.5
"479","24/04/1942","0","14.3",6,26.5
"480","25/04/1942","0","13.2",1.5,27.5
"481","26/04/1942","0","14",5.5,28.5
"482","27/04/1942","0","7.7",9,26.5
"483","28/04/1942","0","13",10.5,30
"484","29/04/1942","0","12.8",13.5,30
"485","30/04/1942","0","16.1",13,31.5
"486","01/05/1942","0","17.2",14.5,22.5
"487","02/05/1942","0","10",13.5,30.5
"488","03/05/1942","0","11",13.5,31.5
"489","04/05/1942","0","13.3",13.5,33.5
"490","05/05/1942","0","10.9",11,33.5
"491","06/05/1942","0","11.6",10,32.5
"492","07/05/1942","0","8.6",16.5,33
"493","08/05/1942","30","10.9",10.5,32
"494","09/05/1942","75","12.6",10.5,31.5
"495","10/05/1942","0","12.7",12,30.5
"496","11/05/1942","0","13.1",11.5,30.5
"497","12/05/1942","0","14.7",12,28.5
"498","13/05/1942","0","14.3",8.5,30.5
"499","14/05/1942","0","10.7",10.5,32.5
"500","15/05/1942","0","13.1",9.5,33.5
"501","16/05/1942","0","15.5",12.5,31.5
"502","17/05/1942","0","16.2",12,32.5
"503","18/05/1942","0","14.3",11,33.5
"504","19/05/1942","0","10.5",9.5,32.5
"505","20/05/1942","0","9.4",13,30.5
"506","21/05/1942","0","10.5",11.5,29.5
"507","22/05/1942","0","1.1",11,32.5
"508","23/05/1942","10","9.6",14.5,31.5
"509","24/05/1942","0","10.4",15,33.5
"510","25/05/1942","85","8.3",13.5,31.5
"511","26/05/1942","0","7.9",14.5,32
"512","27/05/1942","0","7.7",13.5,31
"513","28/05/1942","0","11.8",13.5,34.5
"514","29/05/1942","0","10.5",14.5,33.5
"515","30/05/1942","0","11",14.5,35.5
"516","01/06/1942","0","10",11.5,35
"517","02/06/1942","0","7.1",12,33
"518","03/06/1942","0","8",13,33.5
"519","04/06/1942","0","10",12,31.5
"520","05/06/1942","0","4.2",11,29.5
"521","06/06/1942","0","8.6",14.5,32
"522","07/06/1942","13","8.8",13,31.5
"523","08/06/1942","0","12.4",13.5,30.5
"524","09/06/1942","0","11.5",11.5,32
"525","10/06/1942","0","11.2",14.5,32
"526","11/06/1942","0","10.7",15.5,34.5
"527","12/06/1942","0","9.6",16.5,34.5
"528","13/06/1942","0","10.9",12.5,35.5
"529","14/06/1942","0","12.4",13.5,35.5
"530","15/06/1942","10","9.4",13,34.5
"531","16/06/1942","0","10.2",16.5,34
"532","17/06/1942","10","8.9",16,33.5
"533","18/06/1942","0","9",15,31.5
"534","19/06/1942","0","9.8",15.5,33
"535","20/06/1942","0","10.1",14,32.5
"536","21/06/1942","0","11.5",11.5,33.5
"537","22/06/1942","0","10.2",13.5,33
"538","23/06/1942","0","7.6",12.5,28
"539","24/06/1942","20","12.3",14,29.5
"540","25/06/1942","20","10.2",15,29
"541","26/06/1942","0","7.9",15.5,32.5
"542","27/06/1942","12","8.8",15,31
"543","28/06/1942","0","12.1",13.5,30.5
"544","29/06/1942","0","9",14,31
"545","30/06/1942","0","11.3",14,31
"546","01/07/1942","0","9.6",15,30.5
"547","02/07/1942","30","Nulo",14,31
"548","03/07/1942","33","Nulo",15,31.5
"549","04/07/1942","75","Nulo",14,29
"550","05/07/1942","13","Nulo",14.5,28
"551","06/07/1942","0","Nulo",15,25
"552","07/07/1942","28","Nulo",15,23
"553","08/07/1942","12","Nulo",13,25
"554","09/07/1942","0","5.5",14.5,28.5
"555","10/07/1942","0","7.3",13.5,30.5
"556","11/07/1942","40","8",13.5,30.5
"557","12/07/1942","25","6.2",13,27
"558","13/07/1942","15","5",13.5,26
"559","14/07/1942","0","6.7",13.5,28.5
"560","15/07/1942","5","7.8",13,29.5
"561","16/07/1942","0","6.6",16,29
"562","17/07/1942","95","6.6",15,28.5
"563","18/07/1942","23","7.6",14,28.5
"564","19/07/1942","20","7.4",14,22
"565","20/07/1942","5","5.4",13.5,26.5
"566","21/07/1942","0","4",15,27.5
"567","22/07/1942","0","8.4",14.5,27.5
"568","23/07/1942","0","6.9",13,27.5
"569","24/07/1942","0","7.8",13,28
"570","25/07/1942","10","9.1",14.5,27.5
"571","26/07/1942","2.5","6.6",11,29.5
"572","27/07/1942","21.5","8.1",12,29
"573","28/07/1942","0.2","7.2",14,28.5
"574","29/07/1942","0","1.7",14.5,28
"575","30/07/1942","0","3.5",12,24.5
"576","31/07/1942","0","7.7",12,28.5
"577","01/08/1942","0","8.5",14,29.5
"578","02/08/1942","20","8.2",13.5,29.5
"579","03/08/1942","0","8.6",13.5,29.5
"580","04/08/1942","0","9.3",12,30
"581","05/08/1942","25","5.3",12.5,28.5
"582","06/08/1942","11","6.5",13,28
"583","07/08/1942","7.5","3.4",15,27
"584","08/08/1942","2","6.4",13,27
"585","09/08/1942","7","5.9",12.5,28
"586","10/08/1942","0","4.8",12,30
"587","11/08/1942","0","6",12,28.5
"588","12/08/1942","0","8.6",12,31
"589","13/08/1942","14","8.3",16,30
"590","14/08/1942","0","5.9",12,29.5
"591","15/08/1942","0","6",14,29.5
"592","16/08/1942","4","3.7",12.5,28
"593","17/08/1942","7","3.3",15,28.6
"594","18/08/1942","22","5",14,26.5
"595","19/08/1942","14","5.4",14,27.5
"596","20/08/1942","0.5","5",14.5,27
"597","21/08/1942","24.5","4.6",15,28
"598","22/08/1942","0","7.9",13.5,27
"599","23/08/1942","10","4.1",14.5,28.5
"600","24/08/1942","0","6",16,27.5
"601","25/08/1942","30","11.4",13,27.5
"602","26/08/1942","0","5",13,27
"603","27/08/1942","0","5.8",14,29.5
"604","28/08/1942","0","6.5",11.5,29.5
"605","29/08/1942","5","6.5",11.5,29
"606","30/08/1942","2","4",11.5,28.5
"607","31/08/1942","2","10.2",15,28.5
"608","01/10/1942","2.5","4.4",11,26
"609","02/10/1942","0","4.1",11,26.5
"610","03/10/1942","0","5.2",10.5,27
"611","04/10/1942","0","2.5",11,25
"612","05/10/1942","0","4.4",11.5,26
"613","06/10/1942","0","2",9,26.5
"614","07/10/1942","4.5","4.3",11.5,25
"615","08/10/1942","6","3.4",13,23
"616","09/10/1942","0","3.9",9,26
"617","10/10/1942","0","2.9",8,27.5
"618","11/10/1942","8.5","3.6",9,27
"619","12/10/1942","0","4",9,27
"620","13/10/1942","0","5.2",9.5,26.5
"621","14/10/1942","0","5.4",8,27.5
"622","15/10/1942","0","5",8,26.5
"623","16/10/1942","0","6.1",8,26.5
