"","FECHA","PRECIPmm","EVAPmm","tmin","tmax"
"3734","23/06/1951","0","12",16,33
"3735","24/06/1951","0","9",16,32
"3736","25/06/1951","0","5.2",14.5,25
"3737","26/06/1951","0","4.5",11,25.5
"3738","27/06/1951","0","5.9",15,26
"3739","28/06/1951","0","8.3",13.5,29
"3740","29/06/1951","0","9.3",15,31
"3741","30/06/1951","0","10.4",13,28
"3742","01/07/1951","30","8.4",15,29
"3743","02/07/1951","0","8.3",15.5,28
"3744","03/07/1951","40","9.1",15,29
"3745","04/07/1951","0","11",13,29
"3746","05/07/1951","0","11.1",14,29
"3747","06/07/1951","0","10.5",14,30
"3748","07/07/1951","0","9.8",16,30
"3749","08/07/1951","0","11.2",13,30
"3750","09/07/1951","0","10.7",16,31
"3751","10/07/1951","10","8.8",16,31
"3752","11/07/1951","0","8.2",14,28
"3753","12/07/1951","0","8.4",15,27
"3754","13/07/1951","7.5","2.2",14.5,23
"3755","14/07/1951","9.5","4.8",14.5,20
"3756","15/07/1951","3.5","7.9",14.5,25.5
"3757","16/07/1951","0","9.7",13,26
"3758","17/07/1951","0","8.9",13,27.5
"3759","18/07/1951","0","11.1",15,28
"3760","19/07/1951","0","10.1",13,29.5
"3761","20/07/1951","0","11.5",13,29.5
"3762","21/07/1951","5.5","7.7",13,29
"3763","22/07/1951","2.5","6.4",16.5,29
"3764","23/07/1951","5.5","6.5",14,28
"3765","24/07/1951","1","6.8",15,25
"3766","25/07/1951","1","4.5",19,25
"3767","26/07/1951","0","3.8",13,23.5
"3768","27/07/1951","0","6.9",13,26.5
"3769","28/07/1951","0","8",13,29
"3770","29/07/1951","0","7",15,28
"3771","30/07/1951","0","6.5",15,26.5
"3772","31/07/1951","0","7.9",13,26
"3773","01/08/1951","11.5","8.5",14,27.5
"3774","02/08/1951","11","8.6",12,25
"3775","03/08/1951","0","4.8",13.5,27
"3776","04/08/1951","0","8.9",13,27
"3777","05/08/1951","0","10.4",13.5,28.5
"3778","06/08/1951","1","8.3",16,28.5
"3779","07/08/1951","14","9",17,29
"3780","08/08/1951","19.5","11.8",13.5,27.5
"3781","09/08/1951","10","8.7",12.5,26.5
"3782","10/08/1951","35","6.6",15.5,26.5
"3783","11/08/1951","20","7.2",14,25
"3784","12/08/1951","0","6",14,25.5
"3785","13/08/1951","0","7.6",12.5,25.5
"3786","14/08/1951","0","6",12.5,26
"3787","15/08/1951","0","9.2",13,27.5
"3788","16/08/1951","0","8.5",14,28
"3789","17/08/1951","0","7.2",14,29
"3790","18/08/1951","0","7.6",11.5,28
"3791","19/08/1951","0","7.1",12,27.5
"3792","20/08/1951","0","6",12,28.5
"3793","21/08/1951","40","5.6",14.5,27.5
"3794","22/08/1951","0","7.9",14.5,26
"3795","23/08/1951","10","3",13,21
"3796","24/08/1951","0","4.9",15,23
"3797","25/08/1951","85","7.7",15,26
"3798","26/08/1951","0","6.9",13.5,27
"3799","27/08/1951","0","11.8",13.5,27
"3800","28/08/1951","2.5","9",12,27.5
"3801","29/08/1951","0","13.2",14.5,29.5
"3802","30/08/1951","0","9.3",13.5,30
"3803","31/08/1951","0","10.2",12.5,30
"3804","01/09/1951","0","12.1",12,31
"3805","02/09/1951","0","11.8",10.5,30
"3806","03/09/1951","0","11.3",13,29
"3807","04/09/1951","0","5.8",14,29
"3808","05/09/1951","0","6.2",15,28.5
"3809","06/09/1951","0","9.2",14,27
"3810","07/09/1951","0","8",14,27
"3811","08/09/1951","0","9.7",14,29
"3812","09/09/1951","0","8.1",13.5,30
"3813","10/09/1951","0","10.2",15,29.5
"3814","11/09/1951","0","4.6",14,29
"3815","12/09/1951","3","2.4",16,22
"3816","13/09/1951","5","6.8",15,23.5
"3817","14/09/1951","28.5","2.1",14.5,22
"3818","15/09/1951","59","3.6",13.5,20
"3819","16/09/1951","15.5","4",14,20
"3820","17/09/1951","6","4.6",13,21
"3821","18/09/1951","0","4.8",5.5,22.5
"3822","19/09/1951","0","7.1",6.5,23.5
"3823","20/09/1951","0","6.5",5,25
"3824","21/09/1951","0","9.4",5.5,26
"3825","22/09/1951","0","6.6",5.5,26.5
"3826","23/09/1951","0","6.6",7.5,26
"3827","24/09/1951","0","5.9",14,27
"3828","25/09/1951","0","5.7",13.5,27
"3829","26/09/1951","0","6.9",12.5,27.5
"3830","27/09/1951","0","8.1",11,28
"3831","28/09/1951","0","9.6",9,27
"3832","29/09/1951","0","8.2",11,26
"3833","30/09/1951","0","6.1",8,27
"3834","01/10/1951","0","7.2",8,27
"3835","02/10/1951","0","6.4",7.5,27
"3836","03/10/1951","0","7.4",9,28
"3837","04/10/1951","0","7.1",12,29
"3838","05/10/1951","0","8.5",10,29
"3839","06/10/1951","0","7.8",10.5,29
"3840","07/10/1951","0","1",13,25
"3841","08/10/1951","0","4.5",13,22
"3842","09/10/1951","0","6.2",13,22
"3843","10/10/1951","0","7",5.5,23
"3844","11/10/1951","0","6.5",2,22
"3845","12/10/1951","0","5.8",3,25
"3846","13/10/1951","0","4.9",2.5,24
"3847","14/10/1951","0","6.3",2,26
"3848","15/10/1951","0","5.6",3.5,26
"3849","16/10/1951","0","5.5",6.5,27
"3850","17/10/1951","0","5",9,25
"3851","18/10/1951","0","6",7,23.5
"3852","19/10/1951","0","4.2",7.5,21
"3853","20/10/1951","8.5","5.9",7,24.5
"3854","21/10/1951","0","6",7.5,24
"3855","22/10/1951","9","2.9",9,17.5
"3856","23/10/1951","30","2.4",10,16.5
"3857","24/10/1951","40","0.7",10.5,19
"3858","25/10/1951","0","1.6",9,19.5
"3859","26/10/1951","0","4",9.5,25
"3860","27/10/1951","2","4.1",8,24
"3861","28/10/1951","1","3.3",9,25
"3862","29/10/1951","0","4.5",10,24
"3863","30/10/1951","0","6.6",10,26.5
"3864","31/10/1951","0","6.9",11,26.5
"3865","01/11/1951","0","7.3",9.5,26
"3866","02/11/1951","0","5.3",10,24
"3867","03/11/1951","0","2.3",6,27
"3868","04/11/1951","0","5.9",5.5,25
"3869","05/11/1951","0","8.4",9,27
"3870","06/11/1951","0","5.4",6,28
"3871","07/11/1951","0","3.9",6,24.5
"3872","08/11/1951","0","2",5,25.5
"3873","09/11/1951","0","6.4",7,23.5
"3874","10/11/1951","0","4.6",7,25.5
"3875","11/11/1951","0","7.5",6.5,27.5
"3876","12/11/1951","0","8.5",7,25.5
"3877","13/11/1951","0","8.8",9,24.5
"3878","14/11/1951","0","8.2",4.5,26
"3879","15/11/1951","0","6.2",4,21
"3880","16/11/1951","0","5.7",2.5,20
"3881","17/11/1951","0","5.3",4,11.5
"3882","18/11/1951","0","6.7",0,17
"3883","19/11/1951","0","4.8",5,23
"3884","20/11/1951","0","7.8",1.5,17
"3885","21/11/1951","0","6",1.5,20
"3886","22/11/1951","0","3.6",2,20.5
"3887","23/11/1951","0","6.9",3,16.5
"3888","24/11/1951","0","6.1",4,17.5
"3889","25/11/1951","0","8",3.5,22
"3890","26/11/1951","0","4",3,14.5
"3891","27/11/1951","0","4.6",5,12
"3892","28/11/1951","70","6.2",9.5,15
"3893","29/11/1951","4","2.5",11,11.5
"3894","30/11/1951","0","0.5",5,11.5
"3895","01/12/1951","0","6.5",9,14
"3896","02/12/1951","0","9.8",7,13.5
"3897","03/12/1951","0","6.2",6.5,15
"3898","04/12/1951","0","5.4",8,21
"3899","05/12/1951","0","4.8",-1,19
"3900","06/12/1951","0","7.9",0,16
"3901","07/12/1951","0","7.5",6,16
"3902","08/12/1951","0","7.1",4,14
"3903","09/12/1951","0","0.5",5,8
"3904","10/12/1951","0","3.6",7,11.6
"3905","11/12/1951","0","2.8",7,10
"3906","12/12/1951","0","2.8",8,11.5
"3907","13/12/1951","0","5.9",8,12
"3908","14/12/1951","0","2.2",8,18
"3909","15/12/1951","0","1.4",-1.5,13
"3910","16/12/1951","0","5.5",-1,14.5
"3911","17/12/1951","0","4",3,15.5
"3912","18/12/1951","0","6",3,17.5
"3913","19/12/1951","0","7.9",4,12
"3914","20/12/1951","0","6.1",6,11.5
"3915","21/12/1951","0","3",7,19
"3916","22/12/1951","0","5.5",1,18
"3917","23/12/1951","0","4.7",1,20
"3918","24/12/1951","0","6.3",3,19
"3919","25/12/1951","0","7",2,23
"3920","26/12/1951","0","3",1,21
"3921","27/12/1951","0","4.2",1,21.5
"3922","28/12/1951","0","2.3",1,22
"3923","29/12/1951","0","5.7",1.5,20
"3924","30/12/1951","0","7",1.5,19.5
"3925","31/12/1951","0","6.6",3,20
"3926","01/01/1952","0","7.8",2,23
"3927","02/01/1952","0","7.1",-1,24
"3928","03/01/1952","0","7.3",-1,17.5
"3929","04/01/1952","0","6.7",0,26
"3930","05/01/1952","0","5.5",4,14.5
"3931","06/01/1952","0","4.2",3,22
"3932","07/01/1952","0","7.2",2.5,18
"3933","08/01/1952","0","8.2",3,23
"3934","09/01/1952","0","4.2",1.5,23
"3935","10/01/1952","0","3",0.5,16
"3936","11/01/1952","0","6.8",2,22.5
"3937","12/01/1952","0","5.3",2,17.5
"3938","13/01/1952","0","6.8",2,17
"3939","14/01/1952","0","5.8",7,20
"3940","15/01/1952","0","6",5.5,20
"3941","16/01/1952","0","7.7",5,23.5
"3942","17/01/1952","0","8",2,23
"3943","18/01/1952","0","7.1",2,19
"3944","19/01/1952","0","6.9",2,21
"3945","20/01/1952","0","7.9",1,16.5
"3946","21/01/1952","0","5.9",3.5,20
"3947","22/01/1952","0","5.4",4,22
"3948","23/01/1952","0","4.2",2,20
"3949","24/01/1952","0","5.4",0,22
"3950","25/01/1952","0","8.5",2,18.5
"3951","26/01/1952","0","9.2",3,24.5
"3952","27/01/1952","0","7.3",2,19
"3953","28/01/1952","0","5",1.5,17
"3954","29/01/1952","0","5.3",-2.5,16
"3955","30/01/1952","0","6.9",-2,20.5
"3956","31/01/1952","0","4.7",1.5,20.5
"3957","01/02/1952","0","6.1",1.5,23
"3958","02/02/1952","0","9",-2.5,18
"3959","03/02/1952","0","13.2",-3,26
"3960","04/02/1952","0","8",-4,23
"3961","05/02/1952","0","3.6",-8,24
"3962","06/02/1952","0","10.8",-7,23
"3963","07/02/1952","0","9.2",-6,12.5
"3964","08/02/1952","0","9.7",-5,14.5
"3965","09/02/1952","0","4.8",6,12
"3966","10/02/1952","0","9.2",4,20
"3967","11/02/1952","0","7.9",3.5,22
"3968","12/02/1952","0","8.7",2.5,24
"3969","13/02/1952","0","6.6",-2,19
"3970","14/02/1952","0","10.1",-2,16
"3971","15/02/1952","0","10.1",3.5,24
"3972","16/02/1952","0","5.7",-2.5,18.5
"3973","17/02/1952","0","8.5",-2,21.5
"3974","18/02/1952","0","8.8",-2,23
"3975","19/02/1952","0","6.8",-3,22
"3976","20/02/1952","0","8.7",-2,23
"3977","21/02/1952","0","7.7",-0.5,24
"3978","22/02/1952","0","7.1",5,22
"3979","23/02/1952","0","9.6",4,21.5
"3980","24/02/1952","0","9",5.5,17
"3981","25/02/1952","0","8",8.5,26
"3982","26/02/1952","0","5",-3,20
"3983","27/02/1952","0","8.2",-5.5,19
"3984","28/02/1952","0","7",1,15
"3985","29/02/1952","0","7.5",0,17.5
"3986","01/03/1952","0","Nulo",9,12.5
"3987","02/03/1952","0","Nulo",7,18
"3988","03/03/1952","0","Nulo",-1,22
"3989","04/03/1952","0","Nulo",-2,13
"3990","05/03/1952","0","Nulo",-1,18.5
"3991","06/03/1952","0","Nulo",1,19.5
"3992","07/03/1952","0","Nulo",3.5,22
"3993","08/03/1952","0","Nulo",1.5,12
"3994","09/03/1952","0","Nulo",2.5,13
"3995","10/03/1952","0","Nulo",7,13
"3996","11/03/1952","0","Nulo",7,18.5
"3997","12/03/1952","0","Nulo",4,19
"3998","13/03/1952","0","Nulo",5.5,20
"3999","14/03/1952","0","Nulo",5,21.5
"4000","15/03/1952","0","Nulo",5,22
"4001","16/03/1952","0","Nulo",6,16
"4002","17/03/1952","0","Nulo",7,18
"4003","18/03/1952","0","Nulo",4,16
"4004","19/03/1952","0","Nulo",5,15.5
"4005","20/03/1952","0","Nulo",7.5,15
"4006","21/03/1952","0","Nulo",6,17.5
"4007","22/03/1952","0","Nulo",4,13
"4008","23/03/1952","0","Nulo",8,23
"4009","24/03/1952","0","Nulo",-5,15.5
"4010","25/03/1952","0","Nulo",-1,20
"4011","26/03/1952","0","Nulo",1.5,16.5
"4012","27/03/1952","0","Nulo",3.5,20
"4013","28/03/1952","0","Nulo",6.5,16
"4014","29/03/1952","0","Nulo",8,15
"4015","30/03/1952","0","Nulo",7,13.5
"4016","31/03/1952","0","Nulo",5,17
"4017","01/04/1952","0","Nulo",6,20
"4018","02/04/1952","0","Nulo",3,15
"4019","03/04/1952","0","Nulo",7,15
"4020","04/04/1952","0","Nulo",8,13
"4021","05/04/1952","0","Nulo",5,17
"4022","06/04/1952","0","Nulo",4,14.5
"4023","07/04/1952","0","Nulo",6,14
"4024","08/04/1952","0","Nulo",8,16
"4025","09/04/1952","0","Nulo",10,15
"4026","10/04/1952","0","Nulo",9,14
"4027","11/04/1952","0","Nulo",7,17.5
"4028","12/04/1952","0","Nulo",6,16
"4029","13/04/1952","0","Nulo",4,18
"4030","14/04/1952","0","Nulo",3,14.5
"4031","15/04/1952","0","Nulo",9,13
"4032","16/04/1952","0","Nulo",12,16
"4033","17/04/1952","0","Nulo",9,14
"4034","18/04/1952","0","Nulo",11,15
"4035","19/04/1952","50","Nulo",9,14
"4036","20/04/1952","0","Nulo",8,16
"4037","21/04/1952","0","Nulo",5,17
"4038","22/04/1952","0","Nulo",6,12
"4039","23/04/1952","0","Nulo",7,12
"4040","24/04/1952","0","Nulo",8,20
"4041","25/04/1952","0","Nulo",7,22
"4042","26/04/1952","0","Nulo",9,22
"4043","27/04/1952","0","Nulo",7.5,23
"4044","28/04/1952","0","Nulo",8,23
"4045","29/04/1952","0","Nulo",7,24
"4046","30/04/1952","0","Nulo",10,24
"4047","01/05/1952","0","Nulo",8,27
"4048","02/05/1952","0","Nulo",6,26
"4049","03/05/1952","0","Nulo",10,25
"4050","04/05/1952","0","Nulo",9,27
"4051","05/05/1952","0","Nulo",8,25
"4052","06/05/1952","0","Nulo",8,26
"4053","07/05/1952","0","Nulo",10,23
"4054","08/05/1952","0","Nulo",11,24
"4055","09/05/1952","0","Nulo",12,25
"4056","10/05/1952","0","Nulo",11,31.5
"4057","11/05/1952","0","Nulo",14.5,29
"4058","12/05/1952","0","Nulo",10,29
"4059","13/05/1952","0","Nulo",10,29
"4060","14/05/1952","0","Nulo",8.5,29
"4061","15/05/1952","0","Nulo",10,29
"4062","16/05/1952","0","Nulo",10.5,29
"4063","17/05/1952","0","Nulo",9,28
"4064","18/05/1952","0","Nulo",6,31
"4065","19/05/1952","0","Nulo",4,31
"4066","20/05/1952","0","Nulo",6.5,27.5
"4067","21/05/1952","0","Nulo",11,29.5
"4068","22/05/1952","0","Nulo",10,31
"4069","23/05/1952","0","Nulo",12,31.5
"4070","24/05/1952","0","Nulo",13,30.5
"4071","25/05/1952","0","Nulo",11,29
"4072","26/05/1952","0","Nulo",13,29
"4073","27/05/1952","0","Nulo",10.5,27
"4074","28/05/1952","0","Nulo",10,27
"4075","29/05/1952","0","Nulo",12,27
"4076","30/05/1952","0","Nulo",15,27
"4077","31/05/1952","0","Nulo",11,30
"4078","01/06/1952","0","Nulo",12,31
"4079","02/06/1952","0","Nulo",11,20.5
"4080","03/06/1952","0","Nulo",13,29.5
"4081","04/06/1952","0","Nulo",10,32
"4082","05/06/1952","0","Nulo",16,32
"4083","06/06/1952","0","Nulo",17,32.5
"4084","07/06/1952","0","Nulo",17,33
"4085","08/06/1952","0","Nulo",16,31
"4086","09/06/1952","0","Nulo",14,26
"4087","10/06/1952","3.5","Nulo",13,27
"4088","11/06/1952","45","Nulo",14,26.5
"4089","12/06/1952","12","Nulo",14,26
"4090","13/06/1952","11","Nulo",15,27
"4091","14/06/1952","0","Nulo",14,29
"4092","15/06/1952","0","Nulo",15,30
"4093","16/06/1952","0","Nulo",14,29
"4094","17/06/1952","0","Nulo",13,30
"4095","18/06/1952","0","Nulo",15,29
"4096","19/06/1952","0","Nulo",16,30
"4097","20/06/1952","0","Nulo",13,30.5
"4098","21/06/1952","0","Nulo",14,30
"4099","22/06/1952","1","Nulo",14,31
"4100","23/06/1952","5","Nulo",16,28.5
"4101","24/06/1952","5.5","Nulo",14,25
"4102","25/06/1952","1","Nulo",15,26
"4103","26/06/1952","0","Nulo",14.5,26
"4104","27/06/1952","12.5","Nulo",13,25
"4105","28/06/1952","40","Nulo",13,25
"4106","29/06/1952","10","Nulo",14,26.5
"4107","30/06/1952","10","Nulo",14.8,25.5
"4108","01/07/1952","0","Nulo",14.5,26.5
"4109","02/07/1952","0","Nulo",15,27.5
"4110","03/07/1952","0","Nulo",15,26
"4111","04/07/1952","0","Nulo",15,28
"4112","05/07/1952","0","Nulo",14.5,28
"4113","06/07/1952","0","Nulo",13,27.5
"4114","07/07/1952","0","Nulo",13,28.5
"4115","08/07/1952","0","Nulo",15,28
"4116","09/07/1952","0","Nulo",13,25
"4117","10/07/1952","0","Nulo",14,25
"4118","11/07/1952","0","Nulo",15,25
"4119","12/07/1952","0","Nulo",14,25
"4120","13/07/1952","0","Nulo",13,27
"4121","14/07/1952","0","Nulo",14,29
"4122","15/07/1952","0","Nulo",14,28
"4123","16/07/1952","0","Nulo",13.5,28
"4124","17/07/1952","0","Nulo",13,28
"4125","18/07/1952","0","Nulo",14.5,28.5
"4126","19/07/1952","0","Nulo",16,26
"4127","20/07/1952","0","Nulo",15,27
"4128","21/07/1952","0","Nulo",15,26
"4129","22/07/1952","0","Nulo",14,26
"4130","23/07/1952","0","Nulo",13,24.5
"4131","24/07/1952","0","Nulo",14.5,24
"4132","25/07/1952","0","Nulo",12,23
"4133","26/07/1952","0","Nulo",10.5,23
"4134","27/07/1952","0","Nulo",10,21
"4135","28/07/1952","0","Nulo",12,27
"4136","29/07/1952","0","Nulo",11,29
"4137","30/07/1952","0","Nulo",12,30
"4138","31/07/1952","0","Nulo",12.5,28
"4139","01/08/1952","0","Nulo",13,27.5
"4140","02/08/1952","0","Nulo",14,29
"4141","03/08/1952","0","Nulo",12,28
"4142","04/08/1952","0","Nulo",15,23
"4143","05/08/1952","0","Nulo",12,26
"4144","06/08/1952","0","Nulo",12,27
"4145","07/08/1952","0","Nulo",12,29
"4146","08/08/1952","0","Nulo",15,30.5
"4147","09/08/1952","0","Nulo",12,31
"4148","10/08/1952","0","Nulo",12,30
"4149","11/08/1952","0","Nulo",12,30
"4150","12/08/1952","10","Nulo",11,27
"4151","13/08/1952","7.5","Nulo",13,25
"4152","14/08/1952","55","Nulo",11.5,26
"4153","15/08/1952","45","Nulo",13,25
"4154","16/08/1952","7","Nulo",13.5,27.5
"4155","17/08/1952","0","Nulo",13,26.5
"4156","18/08/1952","0","Nulo",13,27.5
"4157","19/08/1952","0","Nulo",14,29
"4158","20/08/1952","0","Nulo",13,29
"4159","21/08/1952","3.5","Nulo",13,28.5
"4160","22/08/1952","0","Nulo",13,26
"4161","23/08/1952","0","Nulo",11,26
"4162","24/08/1952","0","Nulo",12,28
"4163","25/08/1952","0","Nulo",12,29
"4164","26/08/1952","0","Nulo",13,29
"4165","27/08/1952","0","Nulo",15,29
"4166","28/08/1952","0","Nulo",14,29
"4167","29/08/1952","0","Nulo",10.5,29
"4168","30/08/1952","0","Nulo",10,30
"4169","31/08/1952","0","Nulo",11,31
"4170","01/09/1952","0","9.1",12,31.5
"4171","02/09/1952","0","12.6",12,31
"4172","03/09/1952","0","4.6",14,28
"4173","04/09/1952","0","8",11.5,28.5
"4174","05/09/1952","0","10.3",11.5,28
"4175","06/09/1952","0","10.5",10,27
"4176","07/09/1952","0","9.9",8,27
"4177","08/09/1952","0","8.7",7,27
"4178","09/09/1952","0","7.1",8,27
"4179","10/09/1952","0","7",10,29
"4180","11/09/1952","0","11",10.5,31
"4181","12/09/1952","0","7.4",11,29.5
"4182","13/09/1952","0","12.8",12,30
"4183","14/09/1952","0","6.8",15,27
"4184","15/09/1952","0","3.1",16,25
"4185","16/09/1952","0","3.3",15,24
"4186","17/09/1952","0","6.1",14,25
"4187","18/09/1952","0","8.6",15,26
"4188","19/09/1952","0","4.2",12,27
"4189","20/09/1952","0","10.1",10.5,27
"4190","21/09/1952","0","5.9",10,28
"4191","22/09/1952","0","6.9",10,25
"4192","23/09/1952","0","5.3",13,27
"4193","24/09/1952","0","7.1",13,26
"4194","25/09/1952","0","7.3",10,26
"4195","26/09/1952","0","5.5",12,23.5
"4196","27/09/1952","0","2",15,24
"4197","28/09/1952","0","3.2",14,25
"4198","29/09/1952","0","4.6",13,26
"4199","30/09/1952","0","3.6",14,27
"4200","01/10/1952","0","4.1",13.5,24
"4201","02/10/1952","0","5.8",11,24
"4202","03/10/1952","0","4.7",10,25
"4203","04/10/1952","0","7.1",8,26
"4204","05/10/1952","0","6.9",8,27
"4205","06/10/1952","0","8.3",8,27
"4206","07/10/1952","0","7.1",8.5,27
"4207","08/10/1952","0","6.5",8,25
"4208","09/10/1952","0","7.1",3,25
"4209","10/10/1952","0","6.4",2,24
"4210","11/10/1952","0","4.6",3,25
"4211","12/10/1952","0","9",3,26
"4212","13/10/1952","0","6.9",2,27
"4213","14/10/1952","0","5.9",3,27
"4214","15/10/1952","0","6.6",6,26
"4215","16/10/1952","0","7.4",4,25.5
"4216","17/10/1952","0","7.5",2,26
"4217","18/10/1952","0","7.8",3,25
"4218","19/10/1952","0","9.2",3,24
"4219","20/10/1952","0","7",2.5,23
"4220","21/10/1952","0","4.8",2,24
"4221","22/10/1952","0","7.5",2,26
"4222","23/10/1952","0","6.9",2,25
"4223","24/10/1952","0","6.6",3,24
"4224","25/10/1952","0","6.2",1.5,25
"4225","26/10/1952","0","6.3",1,24.5
"4226","27/10/1952","0","6.4",0,24
"4227","28/10/1952","0","7.3",0,25
"4228","29/10/1952","0","6.5",1,23
"4229","30/10/1952","0","3.8",1.5,25
"4230","31/10/1952","0","5",0,26
"4231","01/11/1952","0","9.3",3,27
"4232","02/11/1952","0","4.1",3,29
"4233","03/11/1952","0","5.8",3,28
"4234","04/11/1952","0","5.8",6,26
"4235","05/11/1952","0","5.3",8,24
"4236","06/11/1952","0","2.9",7,25
"4237","07/11/1952","0","3.9",7,26
"4238","08/11/1952","0","8.2",8,27
"4239","09/11/1952","0","7.4",8,27
"4240","10/11/1952","0","8.6",7,25
"4241","11/11/1952","0","4.1",0,22.5
"4242","12/11/1952","0","6.5",2,25
"4243","13/11/1952","0","6.8",4,23
"4244","14/11/1952","0","6.7",4,26
"4245","15/11/1952","0","5.7",7.5,25
"4246","16/11/1952","0","4.8",7,23
"4247","17/11/1952","0","5.6",8,24
"4248","18/11/1952","0","6",7,24
"4249","19/11/1952","0","9.2",3,24
"4250","20/11/1952","0","7.7",5,24.5
"4251","21/11/1952","0","3.1",0,26
"4252","22/11/1952","0","4.4",3,25
"4253","23/11/1952","0","7",6.5,24
"4254","24/11/1952","0","8.8",5,22
"4255","25/11/1952","0","4.3",4.5,23
"4256","26/11/1952","0","6.8",2,22.5
"4257","27/11/1952","0","5.9",3,23
"4258","28/11/1952","0","5.6",8,21.5
"4259","29/11/1952","0","6.1",7,24
"4260","30/11/1952","0","5",7,24
"4261","01/12/1952","0","5.2",7,26
"4262","02/12/1952","0","6.3",1,24.5
"4263","03/12/1952","0","6.1",3,22
"4264","04/12/1952","0","5.6",-2,24
"4265","05/12/1952","0","2.8",-5.5,16
"4266","06/12/1952","0","5.1",-5,18
"4267","07/12/1952","0","3.1",-3,21.5
"4268","08/12/1952","0","4.8",-1.5,24
"4269","09/12/1952","0","3.8",-1,22.5
"4270","10/12/1952","0","4.5",-1,20
"4271","11/12/1952","0","3.1",-4,22
"4272","12/12/1952","0","6.1",-3,23
"4273","13/12/1952","0","3.6",1,20
"4274","14/12/1952","0","3.5",-0.5,20
"4275","15/12/1952","0","1.9",3,16
"4276","16/12/1952","0","2.1",3.5,16
"4277","17/12/1952","0","2.7",1.5,14
"4278","18/12/1952","0","2.3",2,13
"4279","19/12/1952","0","4.2",3,22.5
"4280","20/12/1952","0","6.8",-1,22.5
"4281","21/12/1952","0","6.4",-1.5,17.5
"4282","22/12/1952","0","7.3",-1,16.5
"4283","23/12/1952","0","7.7",4,18
"4284","24/12/1952","0","5.2",1.5,19
"4285","25/12/1952","0","2.9",1.5,13.5
"4286","26/12/1952","0","8.5",1,16
"4287","27/12/1952","0","1.8",8,17
"4288","28/12/1952","0","4.3",3,16
"4289","29/12/1952","0","8",3,15
"4290","30/12/1952","0","3.2",1,22
"4291","31/12/1952","0","6.6",-7,23.5
"4292","01/01/1953","0","6.9",-6.5,18
"4293","02/01/1953","0","2.4",1,24
"4294","03/01/1953","0","4.3",-4,17
"4295","04/01/1953","0","3.3",-4,24
"4296","05/01/1953","0","4.6",-6,15
"4297","06/01/1953","0","4.4",5,10
"4298","07/01/1953","0","3.5",7,19
"4299","08/01/1953","0","5.4",1.5,24
"4300","09/01/1953","0","4.2",-3,20
"4301","10/01/1953","0","4.1",-3,21.5
"4302","11/01/1953","0","5.5",-3,25
"4303","12/01/1953","0","4.3",-3,23
"4304","13/01/1953","0","3.8",-2.5,25
"4305","14/01/1953","0","6.7",-2.5,24
"4306","15/01/1953","0","6.9",-1.5,20
"4307","16/01/1953","0","6.4",1,23
"4308","17/01/1953","0","3.1",-5,23
"4309","18/01/1953","0","5.9",-5,18
"4310","19/01/1953","0","4.8",5,22
"4311","20/01/1953","0","5.9",2.5,24
"4312","21/01/1953","0","8.6",-2.5,14
"4313","22/01/1953","0","7.2",-3,22
"4314","23/01/1953","0","4",-4,21
"4315","24/01/1953","0","4.1",-5,20
"4316","25/01/1953","0","5",-6,23
"4317","26/01/1953","0","4.7",-4,24
"4318","27/01/1953","0","5.3",-2.5,27
"4319","28/01/1953","0","5.4",-2,23
"4320","29/01/1953","0","5.6",-1,17
"4321","30/01/1953","0","6.6",0,19
"4322","31/01/1953","0","4.3",4,21
"4323","01/02/1953","0","5.1",-4.5,17.5
"4324","02/02/1953","0","5.4",-1,24
"4325","03/02/1953","0","5.3",-1,23
"4326","04/02/1953","0","4.8",-2,18
"4327","05/02/1953","0","9.2",-2,27
"4328","06/02/1953","0","6.1",3.5,26
"4329","07/02/1953","0","8.5",0,22.5
"4330","08/02/1953","0","8.7",-1.5,19
"4331","09/02/1953","0","5.8",2,12
"4332","10/02/1953","0","10.2",4,18
"4333","11/02/1953","0","6.4",3.5,19.5
"4334","12/02/1953","0","6.9",3,20
"4335","13/02/1953","0","11.5",2,16
"4336","14/02/1953","0","7.2",5,21.5
"4337","15/02/1953","0","7.9",-1,21
"4338","16/02/1953","0","7.7",5,17
"4339","17/02/1953","0","4",6,16
"4340","18/02/1953","0","8.2",1.5,21
"4341","19/02/1953","0","11.5",1,18
"4342","20/02/1953","0","8.1",2,20
"4343","21/02/1953","0","11.8",-2,14
"4344","22/02/1953","35","14.9",-1,16
"4345","23/02/1953","40","5.4",6,10
"4346","24/02/1953","0","8.3",6,10
"4347","25/02/1953","25","6.1",7,11
"4348","26/02/1953","Nulo","0.6",9,12
"4349","27/02/1953","0","5.2",5,15
"4350","28/02/1953","0","9.3",6,18
"4351","01/03/1953","0","9.2",9.5,15
"4352","02/03/1953","0","12.1",7,12
"4353","03/03/1953","0","10.3",6,20
"4354","04/03/1953","0","5.8",2.5,19
"4355","05/03/1953","0","8",3,21
"4356","06/03/1953","0","6",3,18
"4357","07/03/1953","0","10",5,26.5
"4358","08/03/1953","0","4.6",8,14.5
"4359","09/03/1953","0","8.8",10,17
"4360","10/03/1953","0","8.7",9,15
"4361","11/03/1953","0","8.1",10,17
"4362","12/03/1953","0","8.7",6,16
"4363","13/03/1953","0","12.6",6.5,18
